,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,us
0,United States,308745538.0,223553265.0,38929319.0,2932248.0,14674252.0,540013.0,19107368.0,9009073.0,258267944.0,37.2,35.8,38.5,116716292.0,2.58,74181467.0,1
