,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001
0,,,,,,,,,,,,,,,,,7904.0,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,2326.0,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,5277.0,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,31952.0,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,8145.0,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,17091.0,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,17581.0,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,1880.0,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,7420.0,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,7883.0,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,,,,28170.0,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,10705.0,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,8952.0,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,8836.0,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,8858.0,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,4079.0,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,6973.0,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,5024.0,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,8035.0,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,5655.0,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,2545.0,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,3788.0,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,4359.0,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,8855.0,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,3614.0,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,5615.0,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,8430.0,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,10809.0,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,68856.0,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,8812.0,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,11757.0,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,1290.0,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,4981.0,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,4395.0,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,9148.0,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,4704.0,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,5030.0,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,4104.0,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,6821.0,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,3727.0,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,3067.0,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,8878.0,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,6310.0,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,6330.0,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,6520.0,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,6416.0,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,17970.0,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,4315.0,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,5680.0,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,2740.0,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,8449.0,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,11259.0,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,11163.0,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,7387.0,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,14519.0,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,5478.0,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,14960.0,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,5244.0,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,9345.0,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,8459.0,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,10557.0,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,6849.0,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,5448.0,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,6177.0,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,7749.0,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,16530.0,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,11433.0,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,10046.0,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,7167.0,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,1935.0,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,3619.0,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,2775.0,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,5513.0,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,5798.0,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,37024.0,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,32474.0,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,9319.0,,,,,,,,,,,,,,,
78,14794.0,2513.0,6910.0,3528.0,1079.0,764.0,17655.0,4683.0,3349.0,2055.0,2343.0,1766.0,1417.0,898.0,265.0,879.0,5071.0,,,,,,,,,,,,,,,
79,23370.0,5136.0,9546.0,6308.0,1671.0,709.0,27280.0,4636.0,4966.0,2865.0,3941.0,2662.0,3510.0,2164.0,647.0,1889.0,7242.0,,,,,,,,,,,,,,,
80,92452.0,9303.0,22660.0,28267.0,18261.0,13961.0,128522.0,18558.0,28448.0,11634.0,15831.0,12696.0,15387.0,10654.0,3608.0,11706.0,33809.0,,,,,,,,,,,,,,,
81,21406.0,4134.0,7563.0,6831.0,1784.0,1094.0,24920.0,3122.0,4584.0,3469.0,5053.0,2685.0,2669.0,1494.0,530.0,1314.0,6351.0,,,,,,,,,,,,,,,
82,14241.0,2870.0,5384.0,4308.0,1248.0,431.0,16783.0,2468.0,3792.0,2057.0,3048.0,1645.0,1663.0,877.0,400.0,833.0,4186.0,,,,,,,,,,,,,,,
83,8244.0,1429.0,3276.0,2037.0,872.0,630.0,10969.0,2591.0,2921.0,1300.0,1574.0,794.0,816.0,509.0,148.0,316.0,2579.0,,,,,,,,,,,,,,,
84,447048.0,47558.0,119622.0,137189.0,86862.0,55817.0,532449.0,69214.0,93602.0,49911.0,77253.0,57565.0,63177.0,45595.0,17375.0,58757.0,151907.0,,,,,,,,,,,,,,,
85,9449.0,1881.0,3766.0,2702.0,745.0,355.0,11010.0,1494.0,2487.0,1665.0,1752.0,968.0,1162.0,601.0,217.0,664.0,2705.0,,,,,,,,,,,,,,,
86,20734.0,4903.0,7767.0,5286.0,1722.0,1056.0,25131.0,4200.0,4761.0,2837.0,4451.0,2973.0,2721.0,1497.0,538.0,1153.0,7772.0,,,,,,,,,,,,,,,
87,13557.0,2279.0,5375.0,3814.0,1315.0,774.0,16029.0,2503.0,3602.0,1896.0,2431.0,1685.0,1327.0,988.0,321.0,1276.0,4534.0,,,,,,,,,,,,,,,
88,38710.0,6618.0,12536.0,13020.0,4092.0,2444.0,46137.0,6967.0,8823.0,4763.0,7178.0,5234.0,5359.0,3814.0,1380.0,2619.0,14604.0,,,,,,,,,,,,,,,
89,18797.0,3850.0,7179.0,5424.0,1237.0,1107.0,21691.0,2768.0,4057.0,2573.0,3832.0,2649.0,2637.0,1534.0,384.0,1257.0,5198.0,,,,,,,,,,,,,,,
90,26416.0,4743.0,9397.0,8177.0,2740.0,1359.0,30711.0,4529.0,5404.0,3637.0,5035.0,3994.0,3168.0,2102.0,749.0,2093.0,8258.0,,,,,,,,,,,,,,,
91,9588.0,1981.0,3625.0,2420.0,1143.0,419.0,11275.0,1488.0,2207.0,1341.0,1969.0,1312.0,1407.0,656.0,263.0,632.0,3134.0,,,,,,,,,,,,,,,
92,26849.0,5025.0,9822.0,8193.0,2181.0,1628.0,32532.0,5263.0,7429.0,4161.0,5589.0,3309.0,3224.0,1392.0,573.0,1592.0,10032.0,,,,,,,,,,,,,,,
93,63168.0,8934.0,22269.0,17735.0,8710.0,5520.0,77289.0,9449.0,14335.0,8259.0,12260.0,9446.0,9921.0,5509.0,2241.0,5869.0,18706.0,,,,,,,,,,,,,,,
94,7065.0,1698.0,2549.0,1847.0,671.0,300.0,8392.0,1159.0,2217.0,1027.0,1297.0,894.0,868.0,469.0,151.0,310.0,2378.0,,,,,,,,,,,,,,,
95,12280.0,2258.0,3968.0,3588.0,1332.0,1134.0,16529.0,2144.0,4816.0,1866.0,2461.0,1697.0,1607.0,899.0,399.0,640.0,3450.0,,,,,,,,,,,,,,,
96,63026.0,10242.0,19353.0,17937.0,10410.0,5084.0,74429.0,13102.0,12550.0,6882.0,9423.0,8334.0,8591.0,5405.0,1977.0,8165.0,21211.0,,,,,,,,,,,,,,,
97,141263.0,11226.0,29544.0,40834.0,39369.0,20290.0,167333.0,20576.0,24656.0,12338.0,19889.0,16700.0,19885.0,17082.0,7653.0,28554.0,50418.0,,,,,,,,,,,,,,,
98,60248.0,9533.0,21794.0,19278.0,6366.0,3277.0,70342.0,10931.0,10922.0,6216.0,10768.0,7879.0,8460.0,6695.0,2861.0,5610.0,20046.0,,,,,,,,,,,,,,,
99,17255.0,3929.0,6242.0,4854.0,1354.0,876.0,19836.0,2408.0,4168.0,2805.0,3472.0,2535.0,2003.0,1268.0,344.0,833.0,5025.0,,,,,,,,,,,,,,,
100,143022.0,13997.0,39771.0,45286.0,29237.0,14731.0,166364.0,20201.0,25080.0,16030.0,26852.0,20222.0,21502.0,13466.0,5057.0,17954.0,44892.0,,,,,,,,,,,,,,,
101,56720.0,10147.0,20338.0,17778.0,5409.0,3048.0,66508.0,12443.0,10854.0,6672.0,11007.0,7438.0,7644.0,4708.0,1658.0,4084.0,18304.0,,,,,,,,,,,,,,,
102,55278.0,7531.0,18829.0,16289.0,7983.0,4646.0,65982.0,10704.0,11796.0,5836.0,7915.0,7454.0,7655.0,5924.0,2473.0,6225.0,18251.0,,,,,,,,,,,,,,,
103,71238.0,10455.0,22694.0,23186.0,9418.0,5485.0,83891.0,11726.0,15058.0,9596.0,13624.0,9528.0,9839.0,5594.0,2185.0,6741.0,24486.0,,,,,,,,,,,,,,,
104,37016.0,6893.0,15080.0,10087.0,3192.0,1764.0,43138.0,7549.0,7309.0,4818.0,7558.0,5379.0,4631.0,2621.0,876.0,2397.0,11260.0,,,,,,,,,,,,,,,
105,56103.0,10939.0,19706.0,17852.0,4620.0,2986.0,66462.0,9862.0,13189.0,7641.0,11507.0,6748.0,7743.0,4285.0,1571.0,3916.0,17390.0,,,,,,,,,,,,,,,
106,125145.0,14807.0,36791.0,35722.0,23230.0,14595.0,168608.0,23723.0,35019.0,16026.0,24017.0,18942.0,19285.0,12917.0,4377.0,14302.0,42732.0,,,,,,,,,,,,,,,
107,11607.0,2038.0,5200.0,3131.0,785.0,453.0,13695.0,2278.0,2819.0,1581.0,2085.0,1498.0,1207.0,846.0,423.0,958.0,3822.0,,,,,,,,,,,,,,,
108,9455.0,2525.0,3188.0,2772.0,562.0,408.0,11066.0,1323.0,2268.0,1549.0,1887.0,1315.0,1134.0,686.0,283.0,621.0,2857.0,,,,,,,,,,,,,,,
109,34736.0,5075.0,10190.0,11594.0,5111.0,2766.0,41118.0,5609.0,7211.0,3892.0,6502.0,4844.0,4371.0,3054.0,1289.0,4346.0,12119.0,,,,,,,,,,,,,,,
110,82094.0,14330.0,24521.0,26101.0,11822.0,5320.0,96596.0,13851.0,16372.0,10340.0,15946.0,10907.0,10669.0,7370.0,2482.0,8659.0,27422.0,,,,,,,,,,,,,,,
111,19657.0,3725.0,6493.0,4579.0,2930.0,1930.0,27818.0,5037.0,6622.0,2400.0,4392.0,2934.0,2784.0,1472.0,539.0,1638.0,6522.0,,,,,,,,,,,,,,,
112,29697.0,5391.0,12902.0,6920.0,2809.0,1675.0,35065.0,5918.0,6322.0,3451.0,5085.0,4323.0,3936.0,2575.0,757.0,2698.0,10549.0,,,,,,,,,,,,,,,
113,38423.0,6181.0,12958.0,12077.0,4403.0,2804.0,44836.0,5637.0,7851.0,5062.0,7826.0,4944.0,5655.0,3676.0,1409.0,2776.0,11702.0,,,,,,,,,,,,,,,
114,8117.0,1887.0,3123.0,2215.0,611.0,281.0,9422.0,1176.0,1773.0,1568.0,1783.0,1103.0,1024.0,493.0,56.0,446.0,1905.0,,,,,,,,,,,,,,,
115,33288.0,4673.0,10839.0,12189.0,3688.0,1899.0,39778.0,5729.0,7604.0,4107.0,6350.0,4090.0,4685.0,2924.0,1138.0,3151.0,11596.0,,,,,,,,,,,,,,,
116,10161.0,1925.0,4343.0,2429.0,1008.0,456.0,12177.0,1913.0,2630.0,1681.0,1844.0,1287.0,1144.0,727.0,269.0,682.0,3490.0,,,,,,,,,,,,,,,
117,71745.0,12156.0,23315.0,24155.0,7435.0,4684.0,84773.0,11586.0,15624.0,9960.0,14645.0,9756.0,9539.0,6664.0,2011.0,4988.0,22417.0,,,,,,,,,,,,,,,
118,47694.0,12571.0,16211.0,12710.0,3638.0,2564.0,56732.0,9415.0,10991.0,6685.0,9941.0,6570.0,5640.0,3548.0,1413.0,2529.0,17537.0,,,,,,,,,,,,,,,
119,25896.0,4927.0,11346.0,6477.0,1956.0,1190.0,30647.0,7941.0,4935.0,3977.0,4407.0,2908.0,2742.0,1705.0,601.0,1431.0,8382.0,,,,,,,,,,,,,,,
120,9938.0,2034.0,3736.0,2851.0,880.0,437.0,11518.0,1616.0,2183.0,1643.0,1840.0,1172.0,1419.0,905.0,292.0,448.0,3088.0,,,,,,,,,,,,,,,
121,15594.0,3344.0,5717.0,4264.0,1415.0,854.0,18493.0,2924.0,3051.0,2291.0,3354.0,2345.0,2403.0,1103.0,319.0,703.0,4937.0,,,,,,,,,,,,,,,
122,13958.0,2645.0,5637.0,3423.0,1342.0,911.0,16368.0,2574.0,3237.0,2036.0,3021.0,1873.0,1630.0,870.0,396.0,731.0,4570.0,,,,,,,,,,,,,,,
123,275878.0,37870.0,89951.0,84512.0,42066.0,21479.0,332515.0,54555.0,56919.0,33088.0,51740.0,35791.0,37806.0,25193.0,9962.0,27461.0,98648.0,,,,,,,,,,,,,,,
124,8772.0,1842.0,4208.0,1954.0,458.0,310.0,10339.0,1963.0,2036.0,1734.0,1834.0,850.0,974.0,528.0,168.0,252.0,2774.0,,,,,,,,,,,,,,,
125,5858.0,1171.0,2458.0,1238.0,512.0,479.0,7909.0,1889.0,1940.0,987.0,1421.0,686.0,526.0,197.0,50.0,213.0,2151.0,,,,,,,,,,,,,,,
126,45197.0,9019.0,16881.0,14287.0,3014.0,1996.0,53033.0,7804.0,10164.0,6753.0,8834.0,6037.0,5716.0,3489.0,1239.0,2997.0,14442.0,,,,,,,,,,,,,,,
127,10387.0,2512.0,3887.0,2705.0,807.0,476.0,12070.0,1511.0,2560.0,1441.0,2235.0,1210.0,1356.0,756.0,327.0,674.0,3458.0,,,,,,,,,,,,,,,
128,5830.0,1365.0,2156.0,1646.0,486.0,177.0,6892.0,1373.0,1708.0,1072.0,1105.0,536.0,577.0,283.0,68.0,170.0,1999.0,,,,,,,,,,,,,,,
129,18434.0,4960.0,6549.0,4707.0,1403.0,815.0,21627.0,3968.0,5090.0,2762.0,3419.0,1982.0,1820.0,1150.0,417.0,1019.0,5514.0,,,,,,,,,,,,,,,
130,15859.0,2833.0,6958.0,3971.0,1289.0,808.0,18743.0,4170.0,3268.0,1835.0,2926.0,2036.0,1860.0,1044.0,651.0,953.0,4686.0,,,,,,,,,,,,,,,
131,7377.0,2113.0,2699.0,1575.0,485.0,505.0,8684.0,1185.0,2075.0,1175.0,1184.0,976.0,842.0,513.0,261.0,473.0,2166.0,,,,,,,,,,,,,,,
132,78975.0,13254.0,25440.0,26168.0,8092.0,6021.0,94767.0,12430.0,17540.0,11072.0,15252.0,11161.0,10474.0,7834.0,2621.0,6383.0,25303.0,,,,,,,,,,,,,,,
133,23698.0,4537.0,9109.0,6894.0,2131.0,1027.0,27895.0,3618.0,4790.0,3729.0,5369.0,3447.0,3307.0,1519.0,776.0,1340.0,7256.0,,,,,,,,,,,,,,,
134,16921.0,3136.0,7503.0,4089.0,1422.0,771.0,20199.0,4732.0,4020.0,2174.0,2583.0,1718.0,1915.0,1048.0,527.0,1482.0,5509.0,,,,,,,,,,,,,,,
135,11715.0,2385.0,4444.0,3174.0,1178.0,534.0,13780.0,1674.0,2882.0,1892.0,2334.0,1524.0,1585.0,924.0,309.0,656.0,3598.0,,,,,,,,,,,,,,,
136,149318.0,21382.0,38205.0,41568.0,28898.0,19265.0,182019.0,24755.0,35288.0,16682.0,25346.0,20048.0,21790.0,14333.0,5465.0,18312.0,53705.0,,,,,,,,,,,,,,,
137,63248.0,12661.0,19782.0,19593.0,7353.0,3859.0,75215.0,11226.0,13746.0,8810.0,12960.0,8300.0,8815.0,4749.0,1455.0,5154.0,23543.0,,,,,,,,,,,,,,,
138,39475.0,7980.0,12740.0,13583.0,3416.0,1756.0,46501.0,10165.0,6561.0,4115.0,6956.0,5184.0,5639.0,3549.0,1642.0,2690.0,13565.0,,,,,,,,,,,,,,,
139,12123.0,2348.0,4105.0,3596.0,1087.0,987.0,14188.0,1899.0,2464.0,1704.0,2566.0,1573.0,1602.0,918.0,420.0,1042.0,3564.0,,,,,,,,,,,,,,,
140,239756.0,22014.0,50525.0,69895.0,60410.0,36912.0,288412.0,40305.0,43660.0,25082.0,35827.0,29112.0,31889.0,24092.0,10315.0,48130.0,78787.0,,,,,,,,,,,,,,,
141,36757.0,4521.0,12363.0,10697.0,5316.0,3860.0,44109.0,6377.0,6955.0,4235.0,6000.0,4825.0,5727.0,3352.0,1340.0,5298.0,13509.0,,,,,,,,,,,,,,,
142,28609.0,5486.0,9728.0,8185.0,3474.0,1736.0,33625.0,5227.0,5342.0,3999.0,5488.0,4559.0,3760.0,2511.0,880.0,1859.0,8666.0,,,,,,,,,,,,,,,
143,18666.0,3920.0,6655.0,6015.0,1407.0,669.0,21766.0,3067.0,3954.0,2627.0,3932.0,2390.0,2575.0,1616.0,567.0,1038.0,5899.0,,,,,,,,,,,,,,,
144,7242.0,1511.0,3130.0,1733.0,578.0,290.0,8775.0,2007.0,1952.0,927.0,1572.0,821.0,759.0,323.0,59.0,355.0,2701.0,,,,,,,,,,,,,,,
145,8968.0,1030.0,2596.0,3183.0,1374.0,785.0,10725.0,513.0,1814.0,833.0,1788.0,1213.0,1264.0,1052.0,688.0,1560.0,3608.0,,,,,,,,,,,,,,,
146,1590.0,20.0,454.0,409.0,483.0,224.0,2042.0,23.0,568.0,152.0,294.0,210.0,287.0,134.0,64.0,310.0,313.0,,,,,,,,,,,,,,,
147,6392.0,265.0,1789.0,2251.0,1475.0,612.0,7554.0,306.0,1469.0,647.0,995.0,567.0,633.0,700.0,461.0,1776.0,2227.0,,,,,,,,,,,,,,,
148,39960.0,2977.0,12452.0,14884.0,6139.0,3508.0,46998.0,2764.0,9807.0,4053.0,6148.0,4553.0,5324.0,4684.0,1807.0,7858.0,13291.0,,,,,,,,,,,,,,,
149,4147.0,485.0,1622.0,1369.0,517.0,154.0,4934.0,248.0,651.0,308.0,933.0,658.0,624.0,482.0,194.0,836.0,947.0,,,,,,,,,,,,,,,
150,650.0,48.0,227.0,243.0,99.0,33.0,751.0,9.0,117.0,44.0,78.0,89.0,120.0,75.0,47.0,172.0,209.0,,,,,,,,,,,,,,,
151,4095.0,789.0,1902.0,963.0,292.0,149.0,5425.0,154.0,2021.0,385.0,692.0,465.0,484.0,343.0,178.0,703.0,2690.0,,,,,,,,,,,,,,,
152,9578.0,1896.0,4281.0,2196.0,748.0,457.0,12574.0,326.0,4923.0,1329.0,1553.0,1061.0,1144.0,645.0,371.0,1222.0,6324.0,,,,,,,,,,,,,,,
153,6490.0,756.0,2594.0,2145.0,707.0,288.0,7665.0,74.0,1173.0,473.0,865.0,670.0,668.0,663.0,461.0,2618.0,2456.0,,,,,,,,,,,,,,,
154,6168.0,399.0,1635.0,2104.0,1210.0,820.0,7170.0,271.0,1106.0,409.0,897.0,830.0,1155.0,897.0,397.0,1208.0,1951.0,,,,,,,,,,,,,,,
155,61853.0,3349.0,13420.0,24613.0,12885.0,7586.0,79252.0,4783.0,13484.0,4785.0,9844.0,8398.0,10636.0,8080.0,4161.0,15081.0,24076.0,,,,,,,,,,,,,,,
156,9514.0,769.0,2888.0,3562.0,1534.0,761.0,11217.0,523.0,1862.0,968.0,1611.0,1262.0,1591.0,1132.0,525.0,1743.0,3058.0,,,,,,,,,,,,,,,
157,64554.0,5112.0,20746.0,25430.0,8812.0,4454.0,78166.0,5939.0,17512.0,6267.0,9546.0,7202.0,8278.0,7162.0,3235.0,13025.0,27482.0,,,,,,,,,,,,,,,
158,480.0,39.0,195.0,152.0,81.0,13.0,552.0,12.0,78.0,29.0,124.0,37.0,83.0,88.0,27.0,74.0,149.0,,,,,,,,,,,,,,,
159,5443.0,821.0,2370.0,1492.0,534.0,226.0,6991.0,195.0,2327.0,622.0,1043.0,761.0,606.0,504.0,225.0,708.0,3393.0,,,,,,,,,,,,,,,
160,2876.0,391.0,1112.0,874.0,285.0,214.0,3671.0,34.0,1092.0,351.0,582.0,374.0,334.0,323.0,137.0,444.0,1530.0,,,,,,,,,,,,,,,
161,1867.0,63.0,531.0,625.0,403.0,245.0,2118.0,19.0,369.0,221.0,262.0,217.0,268.0,311.0,117.0,334.0,500.0,,,,,,,,,,,,,,,
162,22346.0,893.0,4583.0,7872.0,5832.0,3166.0,26607.0,883.0,3869.0,1689.0,2431.0,2776.0,4165.0,3214.0,1893.0,5687.0,7028.0,,,,,,,,,,,,,,,
163,789.0,97.0,356.0,210.0,66.0,60.0,1003.0,14.0,287.0,107.0,187.0,85.0,115.0,93.0,28.0,87.0,365.0,,,,,,,,,,,,,,,
164,4473.0,380.0,1482.0,1738.0,449.0,424.0,5325.0,132.0,1380.0,369.0,726.0,421.0,623.0,561.0,159.0,954.0,1835.0,,,,,,,,,,,,,,,
165,3450.0,528.0,1437.0,1056.0,255.0,174.0,4186.0,70.0,1369.0,497.0,671.0,435.0,394.0,302.0,124.0,324.0,1522.0,,,,,,,,,,,,,,,
166,192310.0,12747.0,45685.0,67389.0,42216.0,24273.0,236150.0,12582.0,38977.0,14010.0,28293.0,26106.0,31838.0,24939.0,12886.0,46519.0,73663.0,,,,,,,,,,,,,,,
167,2555.0,364.0,1063.0,835.0,196.0,97.0,2986.0,32.0,496.0,296.0,556.0,492.0,423.0,289.0,137.0,265.0,446.0,,,,,,,,,,,,,,,
168,4455.0,446.0,1683.0,1578.0,478.0,270.0,5195.0,73.0,1383.0,567.0,795.0,596.0,571.0,480.0,194.0,536.0,1537.0,,,,,,,,,,,,,,,
169,1857.0,205.0,680.0,611.0,239.0,122.0,2090.0,28.0,442.0,181.0,362.0,253.0,271.0,213.0,143.0,197.0,481.0,,,,,,,,,,,,,,,
170,1651.0,160.0,616.0,514.0,248.0,113.0,1845.0,18.0,355.0,209.0,292.0,215.0,278.0,114.0,87.0,277.0,350.0,,,,,,,,,,,,,,,
171,829.0,63.0,194.0,305.0,203.0,64.0,928.0,11.0,88.0,63.0,133.0,155.0,148.0,131.0,75.0,124.0,136.0,,,,,,,,,,,,,,,
172,2179.0,228.0,652.0,722.0,429.0,148.0,2639.0,59.0,491.0,168.0,500.0,326.0,288.0,254.0,137.0,416.0,738.0,,,,,,,,,,,,,,,
173,3923.0,857.0,2048.0,826.0,119.0,73.0,5394.0,105.0,2554.0,652.0,862.0,437.0,355.0,177.0,65.0,187.0,3229.0,,,,,,,,,,,,,,,
174,666989.0,78894.0,149838.0,227377.0,121598.0,89282.0,826383.0,115592.0,144455.0,78714.0,128561.0,92334.0,97426.0,61637.0,24251.0,83413.0,217245.0,,,,,,,,,,,,,,,
175,2730613.0,352327.0,621894.0,897620.0,546841.0,311931.0,3298214.0,521562.0,467709.0,264846.0,445340.0,375353.0,419209.0,273620.0,113920.0,416655.0,1029584.0,,,,,,,,,,,,,,,
176,38632.0,5807.0,10608.0,14876.0,4513.0,2828.0,44062.0,6762.0,8161.0,4617.0,7572.0,5243.0,4540.0,2897.0,1357.0,2913.0,10812.0,,,,,,,,,,,,,,,
177,23350.0,3305.0,7320.0,9428.0,2120.0,1177.0,29112.0,8004.0,5100.0,2328.0,3565.0,2614.0,3304.0,1675.0,773.0,1749.0,10320.0,,,,,,,,,,,,,,,
178,28877.0,7111.0,7625.0,7746.0,4380.0,2015.0,35738.0,8497.0,6778.0,3598.0,5040.0,3774.0,3481.0,1777.0,603.0,2190.0,12939.0,,,,,,,,,,,,,,,
179,87509.0,11307.0,20109.0,35417.0,12916.0,7760.0,103124.0,14518.0,19122.0,11308.0,15699.0,10918.0,10646.0,7862.0,2817.0,10234.0,27976.0,,,,,,,,,,,,,,,
180,15536.0,3536.0,5747.0,4507.0,1145.0,601.0,17559.0,1762.0,3578.0,2311.0,3879.0,1843.0,1904.0,1060.0,329.0,893.0,3398.0,,,,,,,,,,,,,,,
181,153930.0,23576.0,54726.0,56652.0,12194.0,6782.0,174184.0,23252.0,30420.0,20147.0,33114.0,22100.0,19809.0,10784.0,3758.0,10800.0,37251.0,,,,,,,,,,,,,,,
182,43766.0,9370.0,14425.0,14951.0,3340.0,1680.0,54926.0,17737.0,11161.0,4751.0,6346.0,4525.0,5160.0,2391.0,1163.0,1692.0,20306.0,,,,,,,,,,,,,,,
183,80822.0,8356.0,17246.0,26598.0,16933.0,11689.0,114041.0,16377.0,27191.0,9403.0,14056.0,11685.0,13920.0,7560.0,3081.0,10768.0,29560.0,,,,,,,,,,,,,,,
184,168134.0,16458.0,43494.0,66114.0,24698.0,17370.0,189802.0,20628.0,32029.0,21955.0,32046.0,23277.0,23346.0,15683.0,5598.0,15240.0,37852.0,,,,,,,,,,,,,,,
185,127583.0,36182.0,33138.0,39968.0,11782.0,6513.0,160012.0,29069.0,29286.0,16449.0,26247.0,18634.0,17528.0,9146.0,3366.0,10287.0,52939.0,,,,,,,,,,,,,,,
186,5834.0,603.0,2161.0,2363.0,560.0,147.0,7204.0,1519.0,903.0,643.0,937.0,732.0,778.0,669.0,297.0,726.0,2639.0,,,,,,,,,,,,,,,
187,68236.0,11886.0,20483.0,25318.0,6428.0,4121.0,83248.0,19026.0,18471.0,8108.0,11135.0,7725.0,7803.0,4398.0,1734.0,4848.0,29757.0,,,,,,,,,,,,,,,
