,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001
2276,3624.0,569.0,1334.0,1001.0,562.0,158.0,4284.0,640.0,669.0,346.0,696.0,450.0,616.0,365.0,107.0,395.0,1402.0,,,,,,,,,,,,,,,
2277,6513.0,1101.0,2790.0,1655.0,672.0,295.0,7802.0,1307.0,1093.0,798.0,1408.0,1092.0,878.0,640.0,213.0,373.0,2468.0,,,,,,,,,,,,,,,
2278,15126.0,2269.0,5995.0,4339.0,1732.0,791.0,18026.0,3236.0,3384.0,1719.0,2527.0,1879.0,2073.0,1167.0,498.0,1543.0,5825.0,,,,,,,,,,,,,,,
2279,9414.0,1830.0,3630.0,2784.0,754.0,416.0,11122.0,2842.0,1772.0,1374.0,1853.0,1054.0,944.0,584.0,206.0,493.0,2933.0,,,,,,,,,,,,,,,
2280,10236.0,1960.0,4048.0,2948.0,935.0,345.0,11924.0,2027.0,2603.0,1515.0,1929.0,1275.0,1168.0,611.0,175.0,621.0,3641.0,,,,,,,,,,,,,,,
2281,16280.0,2756.0,4354.0,5736.0,2140.0,1294.0,19921.0,2603.0,3826.0,1956.0,3051.0,2421.0,2537.0,1399.0,654.0,1474.0,6564.0,,,,,,,,,,,,,,,
2282,77391.0,7802.0,25328.0,27347.0,10578.0,6336.0,97905.0,11346.0,19534.0,9591.0,14831.0,11147.0,12559.0,7305.0,3733.0,7859.0,29275.0,,,,,,,,,,,,,,,
2283,23526.0,3407.0,9246.0,7517.0,2371.0,985.0,27771.0,4085.0,4651.0,2916.0,4380.0,3261.0,3510.0,2313.0,748.0,1907.0,8491.0,,,,,,,,,,,,,,,
2284,11242.0,1321.0,4941.0,3215.0,1188.0,577.0,13217.0,2128.0,2094.0,1358.0,2010.0,1529.0,1726.0,1097.0,380.0,895.0,3956.0,,,,,,,,,,,,,,,
2285,215512.0,32616.0,58926.0,75208.0,32302.0,16460.0,260856.0,33768.0,45199.0,23522.0,42082.0,31976.0,32496.0,20954.0,8736.0,22123.0,83196.0,,,,,,,,,,,,,,,
2286,150788.0,16188.0,39895.0,54333.0,25454.0,14918.0,175266.0,19312.0,31873.0,16939.0,28971.0,22121.0,20810.0,14018.0,5571.0,15651.0,44308.0,,,,,,,,,,,,,,,
2287,79050.0,8360.0,25532.0,31759.0,8276.0,5123.0,90375.0,9668.0,16785.0,10243.0,16422.0,10750.0,11200.0,6690.0,2567.0,6050.0,20768.0,,,,,,,,,,,,,,,
2288,5515.0,561.0,1703.0,2118.0,634.0,499.0,6141.0,414.0,1067.0,762.0,1068.0,957.0,839.0,533.0,201.0,300.0,1322.0,,,,,,,,,,,,,,,
2289,15437.0,2208.0,4734.0,5883.0,1787.0,825.0,18176.0,2686.0,3944.0,1421.0,2737.0,1978.0,2265.0,1364.0,564.0,1217.0,5434.0,,,,,,,,,,,,,,,
2290,50916.0,4728.0,12441.0,18145.0,9213.0,6389.0,64471.0,7967.0,12684.0,5881.0,8563.0,7341.0,7416.0,5663.0,2544.0,6412.0,18542.0,,,,,,,,,,,,,,,
2291,280125.0,19102.0,61097.0,100877.0,63746.0,35303.0,328168.0,37471.0,46006.0,23348.0,41652.0,34736.0,41607.0,32374.0,14391.0,56583.0,88275.0,,,,,,,,,,,,,,,
2292,125844.0,8230.0,30006.0,45155.0,26914.0,15539.0,144750.0,14171.0,23088.0,12029.0,22693.0,18331.0,18685.0,13483.0,5263.0,17007.0,37057.0,,,,,,,,,,,,,,,
2293,83348.0,8163.0,25161.0,34488.0,10874.0,4662.0,97973.0,12512.0,17325.0,9873.0,14878.0,12206.0,12263.0,8076.0,3247.0,7593.0,27913.0,,,,,,,,,,,,,,,
2294,19174.0,1935.0,6245.0,7016.0,2397.0,1581.0,21714.0,2484.0,3897.0,2496.0,3619.0,2479.0,2962.0,1809.0,548.0,1420.0,4901.0,,,,,,,,,,,,,,,
2295,68229.0,7958.0,18103.0,24869.0,11017.0,6282.0,82881.0,9998.0,15718.0,6651.0,11724.0,9765.0,10134.0,7015.0,3132.0,8744.0,23598.0,,,,,,,,,,,,,,,
2296,11828.0,1171.0,3874.0,4106.0,1740.0,937.0,13397.0,1405.0,2394.0,1315.0,2305.0,1804.0,1801.0,1039.0,335.0,999.0,3120.0,,,,,,,,,,,,,,,
2297,62130.0,6751.0,19819.0,24622.0,6755.0,4183.0,70959.0,8705.0,14232.0,8249.0,12593.0,8684.0,7089.0,4824.0,1891.0,4692.0,16475.0,,,,,,,,,,,,,,,
2298,46067.0,5822.0,14086.0,17434.0,5540.0,3185.0,54068.0,6332.0,9962.0,6202.0,9282.0,6824.0,6648.0,3491.0,1394.0,3933.0,14260.0,,,,,,,,,,,,,,,
2299,49897.0,8991.0,14178.0,18779.0,4871.0,3078.0,60266.0,9217.0,10832.0,5484.0,9775.0,7542.0,7205.0,4302.0,1733.0,4176.0,19710.0,,,,,,,,,,,,,,,
2300,36212.0,3826.0,10375.0,13289.0,5269.0,3453.0,40493.0,4265.0,6901.0,5304.0,7203.0,5245.0,4537.0,2939.0,1020.0,3079.0,8110.0,,,,,,,,,,,,,,,
2301,53410.0,2438.0,7419.0,14824.0,15512.0,13217.0,76265.0,8665.0,17657.0,7058.0,10305.0,6506.0,7618.0,5711.0,2517.0,10228.0,14671.0,,,,,,,,,,,,,,,
2302,35566.0,3386.0,11696.0,13852.0,4660.0,1972.0,41280.0,5238.0,6922.0,3354.0,6308.0,4140.0,5024.0,4113.0,1555.0,4626.0,11055.0,,,,,,,,,,,,,,,
2303,16223.0,1965.0,5521.0,5839.0,1926.0,972.0,18331.0,1763.0,3135.0,2338.0,3496.0,2648.0,1906.0,1347.0,463.0,1235.0,4225.0,,,,,,,,,,,,,,,
2304,1305.0,93.0,467.0,515.0,152.0,78.0,1443.0,114.0,260.0,151.0,290.0,163.0,188.0,107.0,36.0,134.0,242.0,,,,,,,,,,,,,,,
2305,17862.0,2458.0,5135.0,6738.0,2330.0,1201.0,20801.0,2223.0,3627.0,1999.0,3600.0,2791.0,2585.0,1611.0,874.0,1491.0,5751.0,,,,,,,,,,,,,,,
2306,5191.0,534.0,1703.0,1959.0,622.0,373.0,5961.0,484.0,1511.0,536.0,1058.0,681.0,574.0,483.0,224.0,410.0,1500.0,,,,,,,,,,,,,,,
2307,247148.0,21015.0,58980.0,94039.0,43756.0,29358.0,306880.0,33595.0,61647.0,31982.0,48604.0,36143.0,35668.0,22858.0,9056.0,27327.0,68765.0,,,,,,,,,,,,,,,
2308,19716.0,3719.0,6043.0,7353.0,1796.0,805.0,23975.0,5279.0,4847.0,2802.0,3137.0,2636.0,2352.0,1604.0,367.0,951.0,7727.0,,,,,,,,,,,,,,,
2309,5390.0,385.0,1643.0,1974.0,869.0,519.0,5825.0,324.0,1115.0,639.0,1087.0,751.0,736.0,487.0,186.0,500.0,1230.0,,,,,,,,,,,,,,,
2310,387890.0,33619.0,70252.0,119493.0,103494.0,61032.0,457665.0,57408.0,64356.0,31529.0,58623.0,47816.0,54413.0,40228.0,19406.0,83886.0,136901.0,,,,,,,,,,,,,,,
2311,1110.0,79.0,427.0,429.0,123.0,52.0,1238.0,150.0,234.0,143.0,218.0,197.0,145.0,76.0,28.0,47.0,224.0,,,,,,,,,,,,,,,
2312,7091.0,1749.0,2402.0,2246.0,544.0,150.0,8629.0,1403.0,1376.0,814.0,1145.0,1037.0,1296.0,828.0,293.0,437.0,3075.0,,,,,,,,,,,,,,,
2313,27397.0,2333.0,6796.0,11569.0,4101.0,2598.0,31893.0,2505.0,5449.0,3402.0,5923.0,3637.0,3985.0,2835.0,1206.0,2951.0,7388.0,,,,,,,,,,,,,,,
2314,46700.0,4892.0,14534.0,18581.0,5198.0,3495.0,53227.0,5955.0,10994.0,5963.0,9486.0,5940.0,5993.0,3650.0,1446.0,3800.0,11685.0,,,,,,,,,,,,,,,
2315,17848.0,1807.0,5203.0,6652.0,2664.0,1522.0,19516.0,1526.0,3812.0,2113.0,3919.0,2029.0,2459.0,1447.0,649.0,1562.0,3392.0,,,,,,,,,,,,,,,
2316,1373.0,152.0,493.0,464.0,200.0,64.0,1560.0,190.0,268.0,149.0,257.0,189.0,260.0,136.0,24.0,87.0,426.0,,,,,,,,,,,,,,,
2317,15415.0,3138.0,3472.0,4143.0,2864.0,1798.0,18277.0,1766.0,2682.0,1872.0,3169.0,2294.0,2442.0,1573.0,402.0,2077.0,5517.0,,,,,,,,,,,,,,,
2318,5825.0,894.0,2047.0,2024.0,600.0,260.0,6562.0,859.0,1417.0,873.0,997.0,724.0,647.0,569.0,188.0,288.0,1464.0,,,,,,,,,,,,,,,
2319,568260.0,51182.0,99759.0,168597.0,150503.0,98219.0,657931.0,67150.0,109212.0,53963.0,91447.0,75520.0,79495.0,57540.0,26084.0,97520.0,153526.0,,,,,,,,,,,,,,,
2320,17161.0,1245.0,5754.0,6040.0,2789.0,1333.0,21046.0,2011.0,4320.0,2386.0,3391.0,2450.0,2606.0,1536.0,627.0,1719.0,5690.0,,,,,,,,,,,,,,,
2321,60267.0,4010.0,13687.0,14547.0,16852.0,11171.0,71070.0,5358.0,10585.0,5296.0,8666.0,7946.0,8602.0,6675.0,3525.0,14417.0,14814.0,,,,,,,,,,,,,,,
2322,120189.0,10192.0,33516.0,37884.0,24534.0,14063.0,138188.0,11183.0,18016.0,11178.0,18080.0,15618.0,19848.0,15278.0,7428.0,21559.0,31550.0,,,,,,,,,,,,,,,
2323,429318.0,69724.0,129501.0,110698.0,72891.0,46504.0,524423.0,63313.0,95404.0,49934.0,72293.0,56009.0,63734.0,45564.0,20138.0,58034.0,132009.0,,,,,,,,,,,,,,,
2324,34043.0,3284.0,7088.0,7749.0,8420.0,7502.0,41493.0,3768.0,7164.0,2991.0,4898.0,4012.0,4921.0,3983.0,1791.0,7965.0,9453.0,,,,,,,,,,,,,,,
2325,85444.0,5151.0,19563.0,22271.0,21818.0,16641.0,108599.0,10143.0,18904.0,8299.0,12944.0,10126.0,12448.0,10639.0,4796.0,20300.0,22042.0,,,,,,,,,,,,,,,
2326,380274.0,27612.0,118451.0,90950.0,82534.0,60727.0,460605.0,59486.0,74362.0,33207.0,53567.0,45519.0,54350.0,42907.0,20182.0,77025.0,124464.0,,,,,,,,,,,,,,,
2327,106187.0,13687.0,45043.0,25568.0,13003.0,8886.0,124451.0,13256.0,17548.0,10816.0,18052.0,16687.0,18782.0,12021.0,5288.0,12001.0,34563.0,,,,,,,,,,,,,,,
2328,30664.0,4325.0,12171.0,6885.0,3907.0,3376.0,38517.0,6351.0,8694.0,3050.0,5653.0,3801.0,4263.0,2583.0,936.0,3186.0,7919.0,,,,,,,,,,,,,,,
2329,39052.0,4092.0,16962.0,10037.0,4717.0,3244.0,44589.0,6358.0,7324.0,5008.0,6915.0,4820.0,5700.0,3795.0,1479.0,3190.0,8866.0,,,,,,,,,,,,,,,
2330,35495.0,4624.0,18297.0,7678.0,2839.0,2057.0,40902.0,4282.0,7234.0,4279.0,6981.0,5659.0,5592.0,3383.0,1039.0,2453.0,9904.0,,,,,,,,,,,,,,,
2331,188832.0,19327.0,64714.0,48463.0,34904.0,21424.0,222498.0,23107.0,34359.0,16992.0,30794.0,27298.0,33028.0,22734.0,8961.0,25225.0,61266.0,,,,,,,,,,,,,,,
2332,6072.0,1223.0,3332.0,1090.0,272.0,155.0,6897.0,2562.0,1479.0,634.0,839.0,550.0,412.0,228.0,52.0,141.0,517.0,,,,,,,,,,,,,,,
2333,56253.0,6880.0,28068.0,12465.0,5819.0,3021.0,64369.0,8484.0,11348.0,6842.0,10992.0,8202.0,8306.0,4974.0,1661.0,3560.0,13831.0,,,,,,,,,,,,,,,
2334,114267.0,12293.0,41274.0,33289.0,17826.0,9585.0,140230.0,19852.0,23333.0,11977.0,20721.0,16365.0,16224.0,12367.0,5072.0,14319.0,34460.0,,,,,,,,,,,,,,,
2335,1051996.0,176013.0,355809.0,235338.0,166567.0,118269.0,1277598.0,215998.0,255143.0,114898.0,174926.0,132212.0,142982.0,91914.0,39388.0,110137.0,344609.0,,,,,,,,,,,,,,,
2336,306293.0,33526.0,123292.0,76927.0,47480.0,25068.0,360782.0,35253.0,54380.0,29326.0,52620.0,45962.0,51172.0,36154.0,15941.0,39974.0,98727.0,,,,,,,,,,,,,,,
2337,261570.0,16860.0,99125.0,72390.0,46745.0,26450.0,302510.0,27952.0,48756.0,26638.0,45708.0,36780.0,39376.0,30063.0,12390.0,34847.0,66773.0,,,,,,,,,,,,,,,
2338,88352.0,8181.0,40781.0,21435.0,12370.0,5585.0,103364.0,10187.0,18193.0,11273.0,17929.0,13016.0,13902.0,8739.0,3265.0,6860.0,25802.0,,,,,,,,,,,,,,,
2339,43396.0,4747.0,20533.0,10296.0,5197.0,2623.0,50313.0,5257.0,8239.0,4920.0,8065.0,6893.0,6572.0,4496.0,1804.0,4067.0,13577.0,,,,,,,,,,,,,,,
2340,96941.0,8961.0,43580.0,24099.0,12538.0,7763.0,114368.0,12317.0,21693.0,11924.0,18239.0,15419.0,14453.0,9110.0,4055.0,7158.0,26161.0,,,,,,,,,,,,,,,
2341,347586.0,24511.0,76343.0,69468.0,105643.0,71621.0,416497.0,46610.0,58480.0,26483.0,44760.0,37698.0,45931.0,37766.0,19072.0,99697.0,119597.0,,,,,,,,,,,,,,,
2342,279980.0,39251.0,105598.0,68180.0,43700.0,23251.0,338136.0,34691.0,59256.0,29231.0,48098.0,39903.0,46151.0,32437.0,13047.0,35322.0,94146.0,,,,,,,,,,,,,,,
2343,32575.0,3651.0,16391.0,7565.0,3395.0,1573.0,38589.0,5949.0,7172.0,3877.0,5943.0,4597.0,5030.0,3147.0,911.0,1963.0,8612.0,,,,,,,,,,,,,,,
2344,55950.0,5839.0,24452.0,12935.0,7622.0,5102.0,73566.0,8507.0,17802.0,6422.0,11163.0,8442.0,8333.0,5049.0,2090.0,5758.0,15775.0,,,,,,,,,,,,,,,
2345,62962.0,6365.0,27743.0,15784.0,8535.0,4535.0,73694.0,7209.0,13852.0,7544.0,12047.0,9142.0,9349.0,6220.0,2669.0,5662.0,17805.0,,,,,,,,,,,,,,,
2346,32506.0,5095.0,16729.0,6716.0,2744.0,1222.0,37751.0,3795.0,6210.0,3963.0,7709.0,5126.0,4817.0,2944.0,1053.0,2134.0,10509.0,,,,,,,,,,,,,,,
2347,148476.0,11485.0,57173.0,36712.0,28447.0,14659.0,174067.0,17120.0,28026.0,14877.0,25364.0,20910.0,22703.0,15946.0,6730.0,22391.0,40970.0,,,,,,,,,,,,,,,
2348,171176.0,13927.0,56701.0,41100.0,36349.0,23099.0,204419.0,18555.0,29701.0,15232.0,28475.0,23122.0,28929.0,22655.0,9188.0,28562.0,49989.0,,,,,,,,,,,,,,,
2349,882896.0,52148.0,250561.0,227245.0,207014.0,145928.0,1037133.0,97657.0,169132.0,82849.0,144140.0,122269.0,134287.0,101038.0,41693.0,144068.0,232586.0,,,,,,,,,,,,,,,
2350,40380.0,3394.0,13741.0,12534.0,6575.0,4136.0,47232.0,5242.0,7924.0,4199.0,6899.0,5359.0,5079.0,4517.0,2086.0,5927.0,10792.0,,,,,,,,,,,,,,,
2351,26871.0,4381.0,12139.0,5645.0,3022.0,1684.0,33272.0,3446.0,6089.0,3024.0,5570.0,4618.0,4277.0,2846.0,993.0,2409.0,8737.0,,,,,,,,,,,,,,,
2352,30675.0,3463.0,14145.0,7693.0,3363.0,2011.0,35279.0,3544.0,5769.0,3625.0,5944.0,4314.0,4649.0,3221.0,1091.0,3122.0,7995.0,,,,,,,,,,,,,,,
2353,60171.0,7028.0,27427.0,13429.0,7531.0,4756.0,71760.0,7980.0,13451.0,7535.0,11665.0,9107.0,9466.0,6012.0,2056.0,4488.0,18338.0,,,,,,,,,,,,,,,
2354,188102.0,17057.0,74355.0,45058.0,33980.0,17652.0,228094.0,24707.0,45467.0,20353.0,35836.0,28443.0,28289.0,18664.0,7382.0,18953.0,60205.0,,,,,,,,,,,,,,,
2355,10462.0,1347.0,5460.0,2247.0,823.0,585.0,12133.0,1358.0,1900.0,1221.0,1973.0,1524.0,1899.0,1049.0,426.0,783.0,3044.0,,,,,,,,,,,,,,,
2356,17088.0,2995.0,8608.0,3090.0,1497.0,898.0,19908.0,2309.0,3023.0,1898.0,3483.0,3005.0,2663.0,1710.0,593.0,1224.0,5538.0,,,,,,,,,,,,,,,
2357,105438.0,12333.0,49760.0,26496.0,10914.0,5935.0,120990.0,15163.0,19477.0,12073.0,18836.0,16002.0,16642.0,11252.0,4059.0,7486.0,28314.0,,,,,,,,,,,,,,,
2358,19657.0,1553.0,9382.0,5018.0,2431.0,1273.0,23223.0,2449.0,3862.0,2321.0,3659.0,2818.0,2833.0,2155.0,947.0,2179.0,5561.0,,,,,,,,,,,,,,,
2359,70861.0,8085.0,29431.0,17668.0,9072.0,6605.0,84590.0,7211.0,13766.0,7305.0,12794.0,10767.0,12135.0,8279.0,3375.0,8958.0,20832.0,,,,,,,,,,,,,,,
2360,48920.0,5224.0,23771.0,12480.0,5002.0,2443.0,56108.0,5882.0,9460.0,5777.0,9310.0,7454.0,7850.0,4447.0,1912.0,4016.0,13002.0,,,,,,,,,,,,,,,
2361,25238.0,3107.0,11673.0,5923.0,2852.0,1683.0,32680.0,3869.0,7166.0,3185.0,5050.0,4099.0,3690.0,2724.0,852.0,2045.0,7965.0,,,,,,,,,,,,,,,
2362,46941.0,4899.0,21707.0,12806.0,4826.0,2703.0,53705.0,5436.0,8185.0,5662.0,9446.0,7127.0,7494.0,4765.0,1741.0,3849.0,12551.0,,,,,,,,,,,,,,,
2363,96043.0,6202.0,29320.0,18545.0,22186.0,19790.0,140441.0,19255.0,32832.0,10539.0,17505.0,14609.0,15204.0,10875.0,4649.0,14973.0,24457.0,,,,,,,,,,,,,,,
2364,67574.0,9311.0,33960.0,13925.0,6702.0,3676.0,77836.0,9486.0,13019.0,8251.0,13163.0,10026.0,10592.0,6329.0,2471.0,4499.0,18240.0,,,,,,,,,,,,,,,
2365,209237.0,19715.0,72965.0,56296.0,38279.0,21982.0,250895.0,25469.0,39047.0,21030.0,36237.0,29177.0,33101.0,24102.0,10600.0,32132.0,61204.0,,,,,,,,,,,,,,,
2366,3588.0,414.0,1669.0,933.0,391.0,181.0,4096.0,366.0,593.0,510.0,806.0,552.0,615.0,346.0,104.0,204.0,849.0,,,,,,,,,,,,,,,
2367,38339.0,3991.0,18773.0,8987.0,4359.0,2229.0,44247.0,4036.0,7542.0,4902.0,8124.0,6099.0,5984.0,3541.0,1627.0,2392.0,10509.0,,,,,,,,,,,,,,,
2368,121982.0,8956.0,47316.0,36404.0,20085.0,9221.0,140882.0,13344.0,21917.0,12816.0,22199.0,17991.0,19783.0,13044.0,5787.0,14001.0,33003.0,,,,,,,,,,,,,,,
2369,443646.0,27962.0,130201.0,110733.0,104639.0,70111.0,520059.0,54468.0,71411.0,36464.0,61954.0,51089.0,63741.0,51877.0,24932.0,104123.0,131811.0,,,,,,,,,,,,,,,
2370,149213.0,14069.0,55884.0,38984.0,25419.0,14857.0,176685.0,18098.0,32772.0,17971.0,27127.0,21302.0,23115.0,15602.0,5713.0,14985.0,42758.0,,,,,,,,,,,,,,,
2371,245179.0,29001.0,80836.0,63970.0,43443.0,27929.0,292956.0,31420.0,48047.0,25256.0,42237.0,34569.0,37835.0,26788.0,11246.0,35558.0,82314.0,,,,,,,,,,,,,,,
2372,29718.0,2924.0,14199.0,7420.0,3277.0,1898.0,35268.0,3900.0,6894.0,3658.0,5849.0,4339.0,4610.0,2929.0,1085.0,2004.0,8266.0,,,,,,,,,,,,,,,
2373,97009.0,11707.0,48208.0,22132.0,10311.0,4651.0,112028.0,14922.0,21551.0,12138.0,18143.0,13206.0,13246.0,7942.0,3642.0,7238.0,25772.0,,,,,,,,,,,,,,,
2374,26281.0,2897.0,12069.0,5579.0,3488.0,2248.0,32821.0,3499.0,6495.0,3533.0,5713.0,4647.0,3811.0,2497.0,819.0,1807.0,7263.0,,,,,,,,,,,,,,,
2375,573128.0,33549.0,138095.0,124971.0,154681.0,121832.0,671670.0,70957.0,91823.0,42977.0,73726.0,63440.0,79674.0,67074.0,32689.0,149310.0,178472.0,,,,,,,,,,,,,,,
2376,59080.0,7775.0,29367.0,13587.0,5836.0,2515.0,68275.0,9585.0,12855.0,7035.0,12016.0,8420.0,7798.0,5244.0,1769.0,3553.0,14978.0,,,,,,,,,,,,,,,
2377,26529.0,3515.0,12202.0,6040.0,3051.0,1721.0,31397.0,4778.0,6273.0,2786.0,4531.0,3201.0,3393.0,2497.0,943.0,2995.0,7183.0,,,,,,,,,,,,,,,
2378,94169.0,12343.0,40928.0,21716.0,11992.0,7190.0,111269.0,10206.0,18374.0,8874.0,16233.0,15669.0,16692.0,11039.0,4207.0,9975.0,31589.0,,,,,,,,,,,,,,,
2379,80444.0,8441.0,31658.0,22605.0,11549.0,6191.0,95627.0,8882.0,18381.0,9025.0,15799.0,12007.0,12422.0,8308.0,3247.0,7556.0,23781.0,,,,,,,,,,,,,,,
2380,226690.0,24528.0,87803.0,62664.0,32366.0,19329.0,267325.0,29880.0,45166.0,25762.0,42762.0,35043.0,36168.0,21430.0,8798.0,22316.0,62280.0,,,,,,,,,,,,,,,
2381,13425.0,1237.0,5617.0,2472.0,2263.0,1836.0,15276.0,1502.0,2234.0,1620.0,2313.0,1959.0,1925.0,1411.0,625.0,1687.0,3571.0,,,,,,,,,,,,,,,
2382,29457.0,2318.0,13731.0,7852.0,3756.0,1800.0,33958.0,3127.0,5720.0,3636.0,5987.0,4915.0,4568.0,2560.0,1062.0,2383.0,7924.0,,,,,,,,,,,,,,,
2383,43966.0,4545.0,19561.0,10342.0,5961.0,3557.0,56798.0,10081.0,9296.0,5596.0,8370.0,6403.0,6932.0,4208.0,1775.0,4137.0,11860.0,,,,,,,,,,,,,,,
2384,130903.0,7722.0,43714.0,34141.0,29117.0,16209.0,154727.0,14563.0,25344.0,12495.0,19689.0,16795.0,20687.0,14515.0,6908.0,23731.0,38227.0,,,,,,,,,,,,,,,
2385,22527.0,1807.0,10871.0,5672.0,2833.0,1344.0,25884.0,1986.0,3873.0,2465.0,4794.0,3520.0,4125.0,2569.0,828.0,1724.0,6074.0,,,,,,,,,,,,,,,
2386,31358.0,3379.0,15690.0,7320.0,3341.0,1628.0,36528.0,3814.0,6650.0,3910.0,6150.0,4669.0,5140.0,2954.0,1187.0,2054.0,9377.0,,,,,,,,,,,,,,,
2387,357748.0,54366.0,131171.0,77509.0,60405.0,34297.0,429560.0,44569.0,70360.0,36429.0,61001.0,52601.0,58513.0,42878.0,17069.0,46140.0,128602.0,,,,,,,,,,,,,,,
2388,79399.0,7830.0,35161.0,18710.0,11097.0,6601.0,95476.0,10244.0,18515.0,9314.0,16062.0,12310.0,11873.0,7190.0,3066.0,6902.0,22192.0,,,,,,,,,,,,,,,
2389,32359.0,3990.0,14810.0,8189.0,3666.0,1704.0,37770.0,3608.0,5334.0,2916.0,5732.0,5201.0,5737.0,4227.0,1690.0,3325.0,9895.0,,,,,,,,,,,,,,,
2390,12212.0,1466.0,5833.0,3076.0,1125.0,712.0,14130.0,1641.0,2532.0,1710.0,2669.0,1841.0,1578.0,1001.0,357.0,801.0,3580.0,,,,,,,,,,,,,,,
2391,4901.0,552.0,2390.0,1148.0,497.0,314.0,5623.0,537.0,973.0,621.0,1127.0,704.0,720.0,413.0,153.0,375.0,694.0,,,,,,,,,,,,,,,
2392,29294.0,2981.0,13062.0,7342.0,3563.0,2346.0,34682.0,3563.0,6296.0,3904.0,5632.0,4509.0,4356.0,2987.0,1006.0,2429.0,8280.0,,,,,,,,,,,,,,,
2393,115170.0,15950.0,36457.0,32992.0,18831.0,10940.0,135567.0,19046.0,22695.0,13289.0,20945.0,15723.0,15680.0,11048.0,4048.0,13093.0,36559.0,,,,,,,,,,,,,,,
2394,6676.0,1723.0,2678.0,1646.0,457.0,172.0,7886.0,2445.0,1332.0,1109.0,1194.0,818.0,617.0,120.0,80.0,171.0,1804.0,,,,,,,,,,,,,,,
2395,25802.0,5044.0,9638.0,6696.0,3004.0,1420.0,30935.0,4556.0,4938.0,3337.0,5617.0,3977.0,3766.0,2119.0,767.0,1858.0,8381.0,,,,,,,,,,,,,,,
2396,19340.0,3579.0,6963.0,5030.0,2372.0,1396.0,22612.0,4045.0,3845.0,2565.0,3635.0,2584.0,2248.0,1369.0,623.0,1698.0,5017.0,,,,,,,,,,,,,,,
2397,22373.0,4447.0,8674.0,6055.0,2266.0,931.0,26268.0,4513.0,4946.0,3178.0,4189.0,2861.0,2798.0,1847.0,426.0,1510.0,7487.0,,,,,,,,,,,,,,,
2398,23956.0,4859.0,8897.0,6628.0,2357.0,1215.0,28539.0,4902.0,6341.0,3498.0,4075.0,3392.0,2876.0,1610.0,538.0,1307.0,6848.0,,,,,,,,,,,,,,,
2399,26057.0,3691.0,10665.0,7700.0,2701.0,1300.0,30656.0,4644.0,5223.0,3764.0,5841.0,3669.0,3634.0,1772.0,435.0,1674.0,8592.0,,,,,,,,,,,,,,,
2400,21698.0,4616.0,7745.0,5768.0,2431.0,1138.0,25533.0,4366.0,5193.0,3751.0,4187.0,3323.0,2267.0,1232.0,334.0,880.0,7482.0,,,,,,,,,,,,,,,
2401,69550.0,11658.0,21503.0,22818.0,8504.0,5067.0,85440.0,12550.0,16448.0,9063.0,13387.0,10977.0,9247.0,6282.0,2222.0,5264.0,26255.0,,,,,,,,,,,,,,,
2402,192759.0,20804.0,55400.0,58503.0,37529.0,20523.0,226933.0,27268.0,31948.0,19266.0,32793.0,28880.0,31732.0,22300.0,8146.0,24600.0,66404.0,,,,,,,,,,,,,,,
2403,54468.0,8675.0,16793.0,15827.0,7719.0,5454.0,63217.0,7334.0,11424.0,7962.0,10363.0,7793.0,6903.0,4196.0,1824.0,5418.0,15277.0,,,,,,,,,,,,,,,
2404,14386.0,2904.0,5032.0,4769.0,1187.0,494.0,17357.0,3069.0,3457.0,2310.0,2478.0,1842.0,1731.0,1167.0,463.0,840.0,5366.0,,,,,,,,,,,,,,,
2405,134623.0,15712.0,40346.0,47161.0,20946.0,10458.0,162928.0,22840.0,23364.0,13799.0,24738.0,20908.0,21373.0,14789.0,5711.0,15406.0,49648.0,,,,,,,,,,,,,,,
2406,272967.0,24540.0,61727.0,72365.0,72787.0,41548.0,321836.0,37390.0,49445.0,25512.0,44847.0,36048.0,40868.0,30095.0,11427.0,46204.0,77507.0,,,,,,,,,,,,,,,
2407,46063.0,8583.0,16355.0,12914.0,5290.0,2921.0,54913.0,8022.0,10983.0,6692.0,9472.0,6131.0,6046.0,3284.0,1142.0,3141.0,15396.0,,,,,,,,,,,,,,,
2408,44790.0,6062.0,12846.0,13739.0,7486.0,4657.0,51425.0,6022.0,9086.0,6177.0,8499.0,5282.0,6537.0,3216.0,1565.0,5041.0,11924.0,,,,,,,,,,,,,,,
2409,19603.0,5063.0,8105.0,4695.0,1137.0,603.0,23020.0,5383.0,4470.0,2802.0,3652.0,2632.0,2201.0,912.0,384.0,584.0,5571.0,,,,,,,,,,,,,,,
2410,167738.0,18331.0,44567.0,52750.0,35168.0,16922.0,200316.0,25863.0,31281.0,17010.0,26907.0,22703.0,25111.0,18122.0,7199.0,26120.0,61826.0,,,,,,,,,,,,,,,
2411,132734.0,20711.0,41818.0,42651.0,17584.0,9970.0,157056.0,19633.0,26792.0,17386.0,25225.0,19989.0,19406.0,12171.0,4721.0,11733.0,44999.0,,,,,,,,,,,,,,,
