,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001
15,4369451.0,510793.0,1474872.0,1277478.0,704841.0,401467.0,5309479.0,655610.0,896153.0,475644.0,780699.0,656682.0,704360.0,458381.0,177130.0,504820.0,1572408.0,,,,,,,,,,,,,,,
16,2067914.0,168645.0,651750.0,675094.0,386963.0,185462.0,2511755.0,214432.0,410163.0,215750.0,362432.0,321359.0,378627.0,250490.0,96672.0,261830.0,725909.0,,,,,,,,,,,,,,,
17,1886741.0,179213.0,494849.0,602333.0,389007.0,221339.0,2304149.0,244144.0,377443.0,197174.0,330430.0,284133.0,322384.0,210640.0,81463.0,256338.0,716433.0,,,,,,,,,,,,,,,
18,2986199.0,441659.0,988521.0,863451.0,406916.0,285652.0,3584178.0,450574.0,678943.0,356964.0,544284.0,420347.0,438382.0,285323.0,106866.0,302495.0,1009303.0,,,,,,,,,,,,,,,
19,961086.0,75628.0,310724.0,283707.0,185832.0,105195.0,1120835.0,89654.0,195800.0,111221.0,176317.0,145196.0,152514.0,102173.0,40389.0,107571.0,255890.0,,,,,,,,,,,,,,,
20,3092069.0,486085.0,1046025.0,836507.0,473914.0,249538.0,3734802.0,592375.0,671347.0,362880.0,532636.0,389543.0,415138.0,282247.0,112754.0,375882.0,1110513.0,,,,,,,,,,,,,,,
21,4706536.0,458080.0,1162683.0,1104912.0,1101605.0,879256.0,5656501.0,597499.0,887046.0,442637.0,663621.0,556019.0,647984.0,540030.0,260447.0,1061218.0,1377139.0,,,,,,,,,,,,,,,
22,4095427.0,417716.0,1027608.0,1053106.0,860298.0,736699.0,4879229.0,597136.0,691175.0,320115.0,539258.0,483975.0,571546.0,471747.0,230135.0,974142.0,1345126.0,,,,,,,,,,,,,,,
23,6719972.0,656683.0,1966110.0,2210138.0,1147842.0,739199.0,8117417.0,984130.0,1441427.0,740080.0,1164718.0,933901.0,1004441.0,672375.0,284761.0,891584.0,2202747.0,,,,,,,,,,,,,,,
24,3698605.0,267049.0,938846.0,1206960.0,849439.0,436311.0,4418152.0,349568.0,681624.0,348975.0,575314.0,516420.0,640929.0,467111.0,196845.0,641366.0,1282092.0,,,,,,,,,,,,,,,
25,1956101.0,325278.0,594140.0,619365.0,259993.0,157325.0,2383825.0,394364.0,450274.0,250451.0,356890.0,270226.0,273960.0,162446.0,59929.0,165285.0,723344.0,,,,,,,,,,,,,,,
26,4100209.0,442422.0,1268884.0,1233194.0,718198.0,437511.0,4924498.0,559303.0,841082.0,458310.0,737642.0,609053.0,653027.0,414398.0,163976.0,487707.0,1383411.0,,,,,,,,,,,,,,,
27,703919.0,49444.0,206323.0,231844.0,145089.0,71219.0,841483.0,74385.0,151325.0,82145.0,133775.0,108436.0,109067.0,72785.0,28503.0,81062.0,224936.0,,,,,,,,,,,,,,,
28,1233842.0,112366.0,329232.0,414792.0,251182.0,126270.0,1499899.0,127635.0,245837.0,126665.0,213859.0,196965.0,219147.0,148353.0,57126.0,164312.0,467962.0,,,,,,,,,,,,,,,
29,939471.0,67278.0,262891.0,270744.0,209224.0,129334.0,1118047.0,93157.0,168256.0,86994.0,148077.0,126348.0,156442.0,112460.0,50533.0,175780.0,263023.0,,,,,,,,,,,,,,,
30,1968023.0,278818.0,556851.0,666233.0,306611.0,159510.0,2329582.0,347098.0,328011.0,191583.0,344321.0,298300.0,298836.0,192966.0,82207.0,246260.0,668843.0,,,,,,,,,,,,,,,
31,6163699.0,666782.0,1722597.0,1426484.0,1439971.0,907865.0,7314415.0,1038094.0,1027222.0,527609.0,889882.0,688198.0,764280.0,661305.0,310861.0,1406964.0,1994191.0,,,,,,,,,,,,,,,
32,1381630.0,207487.0,365014.0,437835.0,208790.0,162504.0,1670789.0,262554.0,306279.0,165976.0,243114.0,175889.0,183760.0,120686.0,51259.0,161272.0,496115.0,,,,,,,,,,,,,,,
33,13660809.0,1895439.0,3591287.0,3353270.0,2718987.0,2101826.0,16320861.0,2387971.0,2532610.0,1345541.0,2051443.0,1608847.0,1815401.0,1396352.0,626243.0,2556453.0,4178738.0,,,,,,,,,,,,,,,
34,6784048.0,889694.0,1771742.0,2096896.0,1303604.0,722112.0,8154450.0,1093466.0,1346179.0,779114.0,1231966.0,972941.0,1019333.0,643321.0,241912.0,826218.0,2284758.0,,,,,,,,,,,,,,,
35,485490.0,37462.0,131653.0,176105.0,102497.0,37773.0,600828.0,44300.0,93410.0,46980.0,77453.0,76301.0,94482.0,63355.0,24157.0,80390.0,169855.0,,,,,,,,,,,,,,,
36,7888150.0,805643.0,2646608.0,2287272.0,1341204.0,807423.0,9445755.0,1042083.0,1656931.0,833493.0,1384231.0,1131168.0,1218068.0,834560.0,348950.0,996271.0,2621821.0,,,,,,,,,,,,,,,
37,2553488.0,318653.0,803755.0,796716.0,422888.0,211476.0,3096132.0,423044.0,525594.0,290781.0,464360.0,373296.0,390729.0,242378.0,97515.0,288435.0,953556.0,,,,,,,,,,,,,,,
38,2797953.0,273693.0,655921.0,965412.0,561492.0,341435.0,3308259.0,378983.0,566748.0,293785.0,492027.0,381031.0,398349.0,277313.0,118768.0,401255.0,861443.0,,,,,,,,,,,,,,,
39,8885953.0,898982.0,3161786.0,2151966.0,1621733.0,1051486.0,10579008.0,1211177.0,1779374.0,898583.0,1493815.0,1215842.0,1341548.0,952688.0,405533.0,1280448.0,2679307.0,,,,,,,,,,,,,,,
40,729261.0,92361.0,203355.0,193149.0,144515.0,95881.0,883773.0,93765.0,150073.0,77698.0,116881.0,93711.0,109553.0,82139.0,37678.0,122275.0,209868.0,,,,,,,,,,,,,,,
41,3325601.0,447476.0,978521.0,1001523.0,571099.0,326982.0,3987945.0,532998.0,682750.0,398966.0,618970.0,478187.0,486031.0,311056.0,118114.0,360873.0,1087655.0,,,,,,,,,,,,,,,
42,560605.0,48034.0,170912.0,185545.0,109468.0,46646.0,677559.0,51815.0,117406.0,58254.0,99692.0,93955.0,108561.0,63467.0,21985.0,62424.0,209448.0,,,,,,,,,,,,,,,
43,4478450.0,603524.0,1461364.0,1246789.0,738613.0,428160.0,5355966.0,704887.0,930656.0,534542.0,824827.0,634719.0,668256.0,411832.0,153706.0,492541.0,1494233.0,,,,,,,,,,,,,,,
44,17454431.0,3005904.0,4372430.0,5065702.0,3288777.0,1721618.0,21394996.0,3560726.0,3382754.0,1781752.0,2928742.0,2257209.0,2385812.0,1754775.0,702314.0,2640912.0,7198406.0,,,,,,,,,,,,,,,
45,1743090.0,143466.0,397812.0,634661.0,375297.0,191854.0,2226015.0,305960.0,407092.0,177808.0,290843.0,247323.0,266468.0,187945.0,80753.0,261823.0,908177.0,,,,,,,,,,,,,,,
46,437900.0,33883.0,129511.0,113364.0,95590.0,65552.0,527332.0,39079.0,90335.0,48116.0,76638.0,65900.0,77291.0,51060.0,20165.0,58748.0,119245.0,,,,,,,,,,,,,,,
47,5680765.0,623937.0,1378738.0,1544593.0,1220919.0,912578.0,6814328.0,830659.0,1043489.0,522306.0,850586.0,699521.0,817892.0,603473.0,263791.0,1182611.0,1862018.0,,,,,,,,,,,,,,,
48,1293665.0,182074.0,524710.0,329460.0,155423.0,101998.0,1525411.0,209388.0,291818.0,151307.0,242480.0,177969.0,177409.0,112687.0,42655.0,119698.0,375177.0,,,,,,,,,,,,,,,
49,4896055.0,448558.0,1101904.0,1658245.0,1064440.0,622908.0,5823118.0,706106.0,888257.0,430061.0,745472.0,624142.0,715819.0,532993.0,241837.0,938431.0,1612244.0,,,,,,,,,,,,,,,
50,388617.0,28130.0,111594.0,144939.0,67798.0,36156.0,466777.0,41397.0,74349.0,39920.0,63764.0,56636.0,62005.0,47008.0,20145.0,61553.0,137772.0,,,,,,,,,,,,,,,
51,3907816.0,323799.0,1222791.0,1226745.0,748413.0,386068.0,4693889.0,409859.0,746993.0,419576.0,686288.0,586015.0,686093.0,469950.0,188694.0,500421.0,1292149.0,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,4779736.0,3275394.0,1251311.0,28218.0,53595.0,3057.0,96910.0,71251.0,4594134.0,37.9,36.4,39.1,1883791.0,2.48,1132459.0
53,,,,,,,,,,,,,,,,,,710231.0,473576.0,23263.0,104871.0,38135.0,7409.0,11102.0,51875.0,670982.0,33.8,33.6,34.1,258058.0,2.65,187378.0
54,,,,,,,,,,,,,,,,,,6392017.0,4667121.0,259008.0,296529.0,176695.0,12648.0,761716.0,218300.0,4496868.0,35.9,34.8,37.2,2380990.0,2.63,1629014.0
55,,,,,,,,,,,,,,,,,,2915918.0,2245229.0,449895.0,22248.0,36102.0,5863.0,99571.0,57010.0,2729868.0,37.4,36.1,38.7,1147084.0,2.47,711475.0
56,,,,,,,,,,,,,,,,,,37253956.0,21453934.0,2299072.0,362801.0,4861007.0,144386.0,6317372.0,1815384.0,23240237.0,35.2,34.0,36.3,12577498.0,2.9,9295040.0
57,,,,,,,,,,,,,,,,,,4533372.0,2836192.0,1452396.0,30579.0,70132.0,1963.0,69227.0,72883.0,4340812.0,35.8,34.5,37.2,1728360.0,2.55,1118015.0
58,,,,,,,,,,,,,,,,,,4339367.0,3809537.0,337520.0,10120.0,48930.0,2501.0,55551.0,75208.0,4206531.0,38.1,36.7,39.3,1719965.0,2.45,1023371.0
59,,,,,,,,,,,,,,,,,,5029196.0,4089202.0,201737.0,56010.0,139028.0,6623.0,364140.0,172456.0,3990509.0,36.1,35.1,37.1,1972868.0,2.49,1225609.0
60,,,,,,,,,,,,,,,,,,3574097.0,2772410.0,362296.0,11256.0,135565.0,1428.0,198466.0,92676.0,3095010.0,40.0,38.5,41.3,1371087.0,2.52,817015.0
61,,,,,,,,,,,,,,,,,,897934.0,618617.0,191814.0,4181.0,28549.0,400.0,30519.0,23854.0,824713.0,38.8,37.4,40.1,342297.0,2.55,205765.0
62,,,,,,,,,,,,,,,,,,601723.0,231471.0,305125.0,2079.0,21056.0,302.0,24374.0,17316.0,546974.0,33.8,33.6,34.0,266707.0,2.11,100815.0
63,,,,,,,,,,,,,,,,,,18801310.0,14109162.0,2999862.0,71458.0,454821.0,12286.0,681144.0,472577.0,14577504.0,40.7,39.4,42.1,7420802.0,2.48,4002091.0
64,,,,,,,,,,,,,,,,,,9687653.0,5787440.0,2950435.0,32151.0,314467.0,6799.0,388872.0,207489.0,8833964.0,35.3,34.1,36.5,3585584.0,2.63,2491552.0
65,,,,,,,,,,,,,,,,,,1360301.0,336599.0,21424.0,4164.0,525078.0,135422.0,16985.0,320629.0,1239459.0,38.6,37.2,39.9,455338.0,2.89,303818.0
66,,,,,,,,,,,,,,,,,,1567582.0,1396487.0,9810.0,21441.0,19069.0,2317.0,79523.0,38935.0,1391681.0,34.6,33.7,35.4,579408.0,2.66,429072.0
67,,,,,,,,,,,,,,,,,,12830632.0,9177877.0,1866414.0,43963.0,586934.0,4050.0,861412.0,289982.0,10803054.0,36.6,35.2,37.9,4836972.0,2.59,3129179.0
68,,,,,,,,,,,,,,,,,,6483802.0,5467906.0,591397.0,18462.0,102474.0,2348.0,173314.0,127901.0,6094095.0,37.0,35.7,38.2,2502154.0,2.52,1608298.0
69,,,,,,,,,,,,,,,,,,3046355.0,2781561.0,89148.0,11084.0,53094.0,2003.0,56132.0,53333.0,2894811.0,38.1,36.6,39.5,1221576.0,2.41,727993.0
70,,,,,,,,,,,,,,,,,,2853118.0,2391044.0,167864.0,28150.0,67762.0,2238.0,110127.0,85933.0,2553076.0,36.0,34.7,37.4,1112096.0,2.49,726939.0
71,,,,,,,,,,,,,,,,,,1328361.0,1264971.0,15707.0,8568.0,13571.0,342.0,4261.0,20941.0,1311426.0,42.7,41.5,43.8,557219.0,2.32,274533.0
72,,,,,,,,,,,,,,,,,,5773552.0,3359284.0,1700298.0,20420.0,318853.0,3157.0,206832.0,164708.0,5302920.0,38.0,36.4,39.3,2156411.0,2.61,1352964.0
73,,,,,,,,,,,,,,,,,,6547629.0,5265236.0,434398.0,18850.0,349768.0,2223.0,305151.0,172003.0,5919975.0,39.1,37.7,40.3,2547075.0,2.48,1418923.0
74,,,,,,,,,,,,,,,,,,9883640.0,7803120.0,1400362.0,62007.0,238199.0,2604.0,147029.0,230319.0,9447282.0,38.9,37.6,40.0,3872508.0,2.49,2344068.0
75,,,,,,,,,,,,,,,,,,5303925.0,4524062.0,274412.0,60916.0,214234.0,2156.0,103000.0,125145.0,5053667.0,37.4,36.3,38.4,2087227.0,2.48,1284063.0
76,,,,,,,,,,,,,,,,,,2967297.0,1754684.0,1098385.0,15030.0,25742.0,1187.0,38162.0,34107.0,2885816.0,36.0,34.5,37.5,1115768.0,2.58,755555.0
77,,,,,,,,,,,,,,,,,,5988927.0,4958770.0,693391.0,27376.0,98083.0,6261.0,80457.0,124589.0,5776457.0,37.9,36.5,39.2,2375611.0,2.45,1425436.0
78,,,,,,,,,,,,,,,,,,989415.0,884961.0,4027.0,62555.0,6253.0,668.0,5975.0,24976.0,960850.0,39.8,38.8,41.0,409607.0,2.35,223563.0
79,,,,,,,,,,,,,,,,,,1826341.0,1572838.0,82885.0,18427.0,32293.0,1279.0,79109.0,39510.0,1658936.0,36.2,35.0,37.5,721130.0,2.46,459221.0
80,,,,,,,,,,,,,,,,,,2700551.0,1786688.0,218626.0,32062.0,195436.0,16871.0,324793.0,126075.0,1984050.0,36.3,35.8,36.9,1006250.0,2.65,665008.0
81,,,,,,,,,,,,,,,,,,1316470.0,1236050.0,15035.0,3150.0,28407.0,384.0,12062.0,21382.0,1279766.0,41.1,40.2,42.0,518973.0,2.46,287234.0
82,,,,,,,,,,,,,,,,,,8791894.0,6029248.0,1204826.0,29026.0,725726.0,3043.0,559722.0,240303.0,7236750.0,39.0,37.4,40.3,3214360.0,2.68,2065214.0
83,,,,,,,,,,,,,,,,,,2059179.0,1407876.0,42550.0,193222.0,28208.0,1810.0,308503.0,77010.0,1105776.0,36.7,35.3,38.0,791395.0,2.55,518672.0
84,,,,,,,,,,,,,,,,,,19378102.0,12740974.0,3073800.0,106906.0,1420244.0,8766.0,1441563.0,585849.0,15961180.0,38.0,36.3,39.4,7317755.0,2.57,4324929.0
85,,,,,,,,,,,,,,,,,,9535483.0,6528950.0,2048628.0,122110.0,208962.0,6604.0,414030.0,206199.0,8735363.0,37.4,36.0,38.7,3745155.0,2.48,2281635.0
86,,,,,,,,,,,,,,,,,,672591.0,605449.0,7960.0,36591.0,6909.0,320.0,3509.0,11853.0,659124.0,37.0,35.5,38.7,281192.0,2.3,149871.0
87,,,,,,,,,,,,,,,,,,11536504.0,9539437.0,1407681.0,25292.0,192233.0,4066.0,130030.0,237765.0,11181830.0,38.8,37.4,40.0,4603435.0,2.44,2730751.0
88,,,,,,,,,,,,,,,,,,3751351.0,2706845.0,277644.0,321687.0,65076.0,4369.0,154409.0,221321.0,3419344.0,36.2,34.9,37.7,1460450.0,2.49,929666.0
89,,,,,,,,,,,,,,,,,,3831074.0,3204614.0,69206.0,53203.0,141263.0,13404.0,204625.0,144759.0,3381012.0,38.4,37.3,39.5,1518938.0,2.47,866453.0
90,,,,,,,,,,,,,,,,,,12702379.0,10406288.0,1377689.0,26843.0,349088.0,3653.0,300983.0,237835.0,11982719.0,40.1,38.7,41.5,5018904.0,2.45,2792155.0
91,,,,,,,,,,,,,,,,,,1052567.0,856869.0,60189.0,6058.0,30457.0,554.0,63653.0,34787.0,921912.0,39.4,37.8,40.8,413600.0,2.44,223956.0
92,,,,,,,,,,,,,,,,,,4625364.0,3060000.0,1290684.0,19524.0,59051.0,2706.0,113464.0,79935.0,4389682.0,37.9,36.4,39.2,1801181.0,2.49,1080474.0
93,,,,,,,,,,,,,,,,,,814180.0,699392.0,10207.0,71817.0,7610.0,394.0,7477.0,17283.0,792061.0,36.9,35.6,38.2,322282.0,2.42,202797.0
94,,,,,,,,,,,,,,,,,,6346105.0,4921948.0,1057315.0,19994.0,91242.0,3642.0,141955.0,110009.0,6056046.0,38.0,36.7,39.2,2493552.0,2.48,1496001.0
95,,,,,,,,,,,,,,,,,,25145561.0,17701552.0,2979598.0,170972.0,964596.0,21656.0,2628186.0,679001.0,15684640.0,33.6,32.6,34.6,8922933.0,2.75,6865824.0
96,,,,,,,,,,,,,,,,,,2763885.0,2379560.0,29287.0,32927.0,55285.0,24554.0,166754.0,75518.0,2405545.0,29.2,28.7,29.7,877692.0,3.1,871027.0
97,,,,,,,,,,,,,,,,,,625741.0,596292.0,6277.0,2207.0,7947.0,160.0,2105.0,10753.0,616533.0,41.5,40.4,42.7,256442.0,2.34,129233.0
98,,,,,,,,,,,,,,,,,,8001024.0,5486852.0,1551399.0,29225.0,439890.0,5980.0,254278.0,233400.0,7369199.0,37.5,36.1,38.7,3056058.0,2.54,1853677.0
99,,,,,,,,,,,,,,,,,,6724540.0,5196362.0,240042.0,103869.0,481067.0,40475.0,349799.0,312926.0,5968750.0,37.3,36.2,38.3,2620076.0,2.51,1581354.0
100,,,,,,,,,,,,,,,,,,1852994.0,1739988.0,63124.0,3787.0,12406.0,428.0,6119.0,27142.0,1830726.0,41.3,40.1,42.6,763831.0,2.36,387418.0
101,,,,,,,,,,,,,,,,,,5686986.0,4902067.0,359148.0,54526.0,129234.0,1827.0,135867.0,104317.0,5350930.0,38.5,37.3,39.6,2279768.0,2.43,1339492.0
102,,,,,,,,,,,,,,,,,,563626.0,511279.0,4748.0,13336.0,4426.0,427.0,17049.0,12361.0,513395.0,36.8,36.0,37.7,226879.0,2.42,135402.0
103,,,,,,,,,,,,,,,,,,3725789.0,2825100.0,461498.0,19839.0,6831.0,370.0,289905.0,122246.0,37334.0,36.9,35.1,38.6,1376531.0,2.68,903295.0
