,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,state,zip code tabulation area (or part)
0,"ZCTA5 35650, Alabama",13971.0,11766.0,668.0,777.0,30.0,0.0,71.0,659.0,13736.0,40.8,39.8,41.8,5576.0,2.46,3272.0,01,35650
1,"ZCTA5 35652, Alabama",8190.0,7665.0,373.0,45.0,24.0,1.0,16.0,66.0,8116.0,43.4,43.1,43.8,3459.0,2.36,1753.0,01,35652
2,"ZCTA5 35653, Alabama",11150.0,8101.0,848.0,95.0,30.0,4.0,1846.0,226.0,8618.0,35.5,33.5,37.7,4156.0,2.64,2929.0,01,35653
3,"ZCTA5 35654, Alabama",8685.0,6977.0,315.0,87.0,24.0,4.0,1135.0,143.0,7046.0,36.6,35.6,38.0,3255.0,2.64,2208.0,01,35654
4,"ZCTA5 35660, Alabama",9042.0,6298.0,2429.0,25.0,31.0,6.0,99.0,154.0,8831.0,40.5,38.5,42.6,4057.0,2.23,1971.0,01,35660
5,"ZCTA5 35661, Alabama",16617.0,13440.0,2502.0,52.0,132.0,6.0,206.0,279.0,16188.0,41.3,39.7,42.9,6812.0,2.41,3767.0,01,35661
6,"ZCTA5 35670, Alabama",7676.0,7251.0,159.0,96.0,20.0,0.0,46.0,104.0,7608.0,41.9,41.3,42.5,3014.0,2.54,1721.0,01,35670
7,"ZCTA5 35671, Alabama",2107.0,1208.0,682.0,10.0,7.0,0.0,160.0,40.0,1887.0,41.4,39.5,42.9,861.0,2.45,472.0,01,35671
8,"ZCTA5 35672, Alabama",6445.0,4511.0,1127.0,429.0,1.0,2.0,80.0,295.0,6312.0,40.7,39.8,41.5,2548.0,2.53,1503.0,01,35672
9,"ZCTA5 35673, Alabama",8199.0,7126.0,287.0,341.0,7.0,1.0,166.0,271.0,7934.0,39.7,38.7,40.7,3115.0,2.63,1991.0,01,35673
10,"ZCTA5 35674, Alabama",18475.0,15779.0,2184.0,87.0,55.0,8.0,102.0,260.0,18216.0,41.8,40.4,43.1,7660.0,2.37,4126.0,01,35674
11,"ZCTA5 35677, Alabama",1921.0,1869.0,10.0,8.0,3.0,0.0,10.0,21.0,1897.0,41.9,42.4,41.2,782.0,2.46,414.0,01,35677
12,"ZCTA5 35739, Alabama",5146.0,4584.0,324.0,39.0,45.0,1.0,58.0,95.0,5002.0,38.1,37.5,38.7,1988.0,2.59,1287.0,01,35739
13,"ZCTA5 35740, Alabama",3482.0,3031.0,218.0,58.0,4.0,4.0,37.0,130.0,3427.0,41.1,40.3,41.7,1447.0,2.41,823.0,01,35740
14,"ZCTA5 35741, Alabama",2933.0,2695.0,104.0,30.0,42.0,7.0,8.0,47.0,2887.0,44.5,44.4,44.5,1190.0,2.46,681.0,01,35741
15,"ZCTA5 35744, Alabama",2570.0,2347.0,29.0,35.0,2.0,0.0,59.0,98.0,2472.0,39.8,39.0,41.1,949.0,2.63,614.0,01,35744
16,"ZCTA5 35745, Alabama",288.0,281.0,0.0,3.0,0.0,0.0,0.0,4.0,286.0,45.3,44.9,45.7,123.0,2.34,42.0,01,35745
17,"ZCTA5 35746, Alabama",856.0,782.0,25.0,13.0,0.0,0.0,12.0,24.0,840.0,38.9,38.6,39.1,317.0,2.7,206.0,01,35746
18,"ZCTA5 35747, Alabama",5901.0,5713.0,15.0,49.0,15.0,0.0,14.0,95.0,5832.0,40.5,39.7,41.2,2320.0,2.54,1433.0,01,35747
19,"ZCTA5 35748, Alabama",6276.0,5487.0,473.0,94.0,48.0,5.0,35.0,134.0,6166.0,43.4,42.4,44.1,2429.0,2.58,1428.0,01,35748
20,"ZCTA5 35749, Alabama",20575.0,14288.0,5073.0,143.0,306.0,11.0,226.0,528.0,19946.0,36.9,36.0,37.6,7446.0,2.76,5691.0,01,35749
21,"ZCTA5 35750, Alabama",12783.0,11467.0,675.0,198.0,64.0,14.0,93.0,272.0,12514.0,38.1,37.2,38.7,4742.0,2.69,3358.0,01,35750
22,"ZCTA5 35751, Alabama",265.0,251.0,1.0,6.0,1.0,0.0,0.0,6.0,264.0,42.8,42.5,42.8,106.0,2.5,61.0,01,35751
23,"ZCTA5 35752, Alabama",2047.0,1719.0,198.0,31.0,6.0,0.0,29.0,64.0,1998.0,43.2,42.8,43.8,842.0,2.43,437.0,01,35752
24,"ZCTA5 35754, Alabama",5362.0,4987.0,38.0,71.0,15.0,0.0,117.0,134.0,4984.0,41.3,40.9,41.7,2131.0,2.52,1215.0,01,35754
25,"ZCTA5 35755, Alabama",586.0,562.0,3.0,1.0,1.0,0.0,0.0,19.0,580.0,52.0,52.2,51.8,273.0,2.15,90.0,01,35755
26,"ZCTA5 35756, Alabama",9016.0,5886.0,2261.0,70.0,507.0,3.0,91.0,198.0,8719.0,36.1,35.6,36.6,3319.0,2.72,2517.0,01,35756
27,"ZCTA5 35757, Alabama",12840.0,9199.0,2746.0,75.0,332.0,15.0,118.0,355.0,12395.0,36.7,35.8,37.4,4724.0,2.69,3546.0,01,35757
28,"ZCTA5 35761, Alabama",11630.0,9808.0,1183.0,197.0,31.0,8.0,116.0,287.0,11278.0,36.3,35.9,36.7,4310.0,2.7,3085.0,01,35761
29,"ZCTA5 35758, Alabama",41875.0,31019.0,6236.0,220.0,2650.0,44.0,642.0,1064.0,39977.0,36.9,35.6,37.9,16254.0,2.57,11468.0,01,35758
30,"ZCTA5 35759, Alabama",6406.0,5002.0,1074.0,50.0,101.0,10.0,43.0,126.0,6235.0,39.5,39.0,40.0,2405.0,2.66,1614.0,01,35759
31,"ZCTA5 35760, Alabama",5065.0,4796.0,18.0,92.0,18.0,1.0,23.0,117.0,4997.0,40.2,40.3,40.2,2049.0,2.47,1164.0,01,35760
32,"ZCTA5 35763, Alabama",14216.0,12998.0,389.0,120.0,346.0,10.0,71.0,282.0,13892.0,39.2,38.8,39.5,5093.0,2.77,4125.0,01,35763
33,"ZCTA5 35766, Alabama",150.0,143.0,0.0,4.0,0.0,0.0,0.0,3.0,147.0,41.8,41.5,44.0,64.0,2.34,26.0,01,35766
34,"ZCTA5 35764, Alabama",653.0,617.0,6.0,13.0,0.0,0.0,0.0,17.0,650.0,43.2,43.5,41.8,272.0,2.4,140.0,01,35764
35,"ZCTA5 35765, Alabama",4013.0,3768.0,14.0,79.0,15.0,1.0,14.0,122.0,3960.0,40.6,39.2,42.4,1616.0,2.48,915.0,01,35765
36,"ZCTA5 35768, Alabama",11581.0,10368.0,581.0,129.0,64.0,24.0,183.0,232.0,11226.0,41.2,38.8,43.8,4682.0,2.39,2485.0,01,35768
37,"ZCTA5 35769, Alabama",9537.0,8877.0,185.0,60.0,60.0,10.0,191.0,154.0,9223.0,44.1,42.6,45.6,4091.0,2.33,2083.0,01,35769
38,"ZCTA5 35771, Alabama",3645.0,3419.0,11.0,79.0,7.0,0.0,46.0,83.0,3582.0,40.8,39.9,42.2,1440.0,2.52,832.0,01,35771
39,"ZCTA5 35772, Alabama",4908.0,4002.0,480.0,48.0,17.0,8.0,180.0,173.0,4643.0,40.6,39.1,42.4,1981.0,2.44,1102.0,01,35772
40,"ZCTA5 35773, Alabama",13018.0,9935.0,2331.0,130.0,76.0,9.0,151.0,386.0,12598.0,35.5,34.7,36.3,4834.0,2.69,3487.0,01,35773
41,"ZCTA5 35774, Alabama",165.0,158.0,5.0,2.0,0.0,0.0,0.0,0.0,163.0,32.4,32.5,32.3,53.0,2.28,61.0,01,35774
42,"ZCTA5 35802, Alabama",21297.0,17713.0,2077.0,115.0,623.0,17.0,288.0,464.0,20611.0,45.6,43.5,47.4,9978.0,2.13,4163.0,01,35802
43,"ZCTA5 35775, Alabama",636.0,501.0,98.0,5.0,1.0,0.0,2.0,29.0,626.0,43.9,41.5,45.5,250.0,2.54,136.0,01,35775
44,"ZCTA5 35776, Alabama",3395.0,3218.0,15.0,53.0,3.0,1.0,15.0,90.0,3344.0,41.1,41.0,41.2,1351.0,2.51,778.0,01,35776
45,"ZCTA5 35801, Alabama",21509.0,18519.0,2026.0,130.0,279.0,11.0,130.0,414.0,21035.0,44.0,41.1,46.5,9852.0,2.05,3982.0,01,35801
46,"ZCTA5 35803, Alabama",25471.0,22572.0,859.0,185.0,1042.0,20.0,203.0,590.0,24699.0,44.1,42.4,45.3,10552.0,2.41,5625.0,01,35803
47,"ZCTA5 35805, Alabama",22498.0,11067.0,7324.0,204.0,350.0,53.0,2729.0,771.0,17694.0,30.4,30.1,30.8,9478.0,2.3,5365.0,01,35805
48,"ZCTA5 35806, Alabama",18951.0,11083.0,6303.0,101.0,758.0,37.0,186.0,483.0,18439.0,34.7,33.8,35.6,8517.0,2.17,3823.0,01,35806
49,"ZCTA5 35808, Alabama",1946.0,1345.0,404.0,23.0,33.0,7.0,57.0,77.0,1737.0,21.9,21.7,24.0,343.0,3.27,482.0,01,35808
50,"ZCTA5 35824, Alabama",6070.0,3776.0,1595.0,23.0,353.0,12.0,93.0,218.0,5731.0,31.1,31.3,30.9,2868.0,2.12,1293.0,01,35824
51,"ZCTA5 35810, Alabama",30617.0,6102.0,22903.0,125.0,146.0,34.0,645.0,662.0,29443.0,34.8,31.4,37.8,11594.0,2.48,7022.0,01,35810
52,"ZCTA5 35811, Alabama",25955.0,18317.0,6335.0,253.0,276.0,7.0,220.0,547.0,25290.0,39.8,39.1,40.4,10202.0,2.49,5900.0,01,35811
53,"ZCTA5 35816, Alabama",15228.0,4282.0,9339.0,72.0,410.0,37.0,657.0,431.0,14154.0,26.9,26.4,27.7,6885.0,2.06,3029.0,01,35816
54,"ZCTA5 35896, Alabama",636.0,1.0,600.0,1.0,3.0,0.0,5.0,26.0,595.0,20.0,21.2,19.7,1.0,1.0,10.0,01,35896
55,"ZCTA5 35901, Alabama",20045.0,12481.0,6591.0,100.0,141.0,114.0,333.0,285.0,19317.0,40.6,38.7,42.7,8059.0,2.32,4388.0,01,35901
56,"ZCTA5 35903, Alabama",18088.0,11022.0,5977.0,42.0,105.0,40.0,603.0,299.0,17202.0,39.3,36.9,41.5,7519.0,2.39,4142.0,01,35903
57,"ZCTA5 35904, Alabama",14194.0,12242.0,1291.0,67.0,34.0,8.0,274.0,278.0,13713.0,41.5,39.1,44.1,5762.0,2.4,3175.0,01,35904
58,"ZCTA5 35905, Alabama",6410.0,6162.0,95.0,18.0,30.0,1.0,16.0,88.0,6348.0,42.0,40.8,43.4,2574.0,2.46,1400.0,01,35905
59,"ZCTA5 35906, Alabama",9897.0,8669.0,696.0,42.0,247.0,3.0,100.0,140.0,9650.0,40.7,39.4,42.0,4233.0,2.33,2253.0,01,35906
60,"ZCTA5 35907, Alabama",8345.0,8065.0,111.0,18.0,55.0,2.0,36.0,58.0,8237.0,40.2,40.0,40.4,3226.0,2.58,2048.0,01,35907
61,"ZCTA5 35950, Alabama",20826.0,15907.0,378.0,167.0,80.0,28.0,3796.0,470.0,15238.0,32.4,31.0,34.1,7440.0,2.79,5825.0,01,35950
62,"ZCTA5 36579, Alabama",1590.0,820.0,728.0,20.0,1.0,0.0,0.0,21.0,1584.0,44.6,43.5,45.3,666.0,2.39,346.0,01,36579
63,"ZCTA5 36580, Alabama",5420.0,4583.0,391.0,53.0,10.0,3.0,265.0,115.0,4971.0,39.5,39.2,39.8,2092.0,2.57,1323.0,01,36580
64,"ZCTA5 36581, Alabama",224.0,61.0,153.0,7.0,0.0,0.0,1.0,2.0,221.0,42.7,44.5,42.4,85.0,2.64,56.0,01,36581
65,"ZCTA5 36582, Alabama",24624.0,18880.0,4526.0,181.0,360.0,16.0,260.0,401.0,24006.0,36.5,36.1,36.9,9247.0,2.66,6381.0,01,36582
66,"ZCTA5 36585, Alabama",972.0,757.0,198.0,6.0,1.0,0.0,0.0,10.0,968.0,39.3,38.8,39.9,364.0,2.67,249.0,01,36585
67,"ZCTA5 36583, Alabama",639.0,614.0,9.0,7.0,2.0,2.0,1.0,4.0,633.0,41.5,39.3,43.3,257.0,2.49,152.0,01,36583
68,"ZCTA5 36584, Alabama",772.0,536.0,214.0,14.0,2.0,0.0,1.0,5.0,771.0,43.4,42.0,44.2,317.0,2.44,180.0,01,36584
69,"ZCTA5 36587, Alabama",12053.0,11148.0,443.0,107.0,8.0,15.0,152.0,180.0,11664.0,35.2,35.4,34.9,4104.0,2.92,3424.0,01,36587
70,"ZCTA5 36590, Alabama",20.0,14.0,0.0,1.0,3.0,0.0,0.0,2.0,20.0,47.5,45.5,49.5,13.0,1.54,2.0,01,36590
71,"ZCTA5 36602, Alabama",1057.0,589.0,434.0,6.0,9.0,1.0,2.0,16.0,1032.0,49.2,47.9,52.5,540.0,1.39,54.0,01,36602
72,"ZCTA5 36603, Alabama",7922.0,793.0,7021.0,12.0,15.0,1.0,37.0,43.0,7847.0,39.1,34.8,45.3,2754.0,2.3,1455.0,01,36603
73,"ZCTA5 36604, Alabama",10456.0,5241.0,4910.0,35.0,78.0,2.0,66.0,124.0,10295.0,36.8,35.9,37.8,4342.0,2.28,2407.0,01,36604
74,"ZCTA5 36605, Alabama",30111.0,8175.0,20996.0,108.0,163.0,31.0,188.0,450.0,29642.0,33.2,31.1,35.1,11015.0,2.72,9130.0,01,36605
75,"ZCTA5 36606, Alabama",18733.0,8391.0,9494.0,61.0,251.0,9.0,216.0,311.0,18126.0,33.7,32.8,34.5,7927.0,2.36,4746.0,01,36606
76,"ZCTA5 36607, Alabama",6852.0,2600.0,4128.0,23.0,30.0,0.0,19.0,52.0,6779.0,42.1,38.5,44.8,2992.0,2.21,1456.0,01,36607
77,"ZCTA5 36608, Alabama",36864.0,24822.0,9929.0,152.0,937.0,13.0,447.0,564.0,35771.0,33.8,32.5,35.3,14954.0,2.37,8371.0,01,36608
78,"ZCTA5 36609, Alabama",25846.0,13808.0,9887.0,97.0,1088.0,31.0,442.0,493.0,24808.0,31.9,30.9,33.0,11546.0,2.24,6136.0,01,36609
79,"ZCTA5 36610, Alabama",13209.0,181.0,12874.0,27.0,6.0,1.0,30.0,90.0,13139.0,34.6,31.0,38.0,4945.0,2.67,3717.0,01,36610
80,"ZCTA5 36611, Alabama",6106.0,3848.0,2049.0,50.0,33.0,1.0,54.0,71.0,5964.0,35.1,33.8,36.6,2430.0,2.51,1643.0,01,36611
81,"ZCTA5 36612, Alabama",4541.0,263.0,4226.0,9.0,0.0,0.0,11.0,32.0,4523.0,35.9,32.9,38.3,1726.0,2.63,1242.0,01,36612
82,"ZCTA5 36613, Alabama",12749.0,6541.0,5865.0,97.0,19.0,1.0,63.0,163.0,12571.0,38.6,37.0,39.9,4491.0,2.69,2883.0,01,36613
83,"ZCTA5 36615, Alabama",391.0,24.0,353.0,3.0,0.0,0.0,2.0,9.0,387.0,29.6,27.7,32.8,148.0,2.64,123.0,01,36615
84,"ZCTA5 36616, Alabama",27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,27.0,26.3,26.5,25.5,7.0,3.86,10.0,01,36616
85,"ZCTA5 36617, Alabama",13967.0,116.0,13693.0,16.0,4.0,1.0,10.0,127.0,13862.0,40.9,36.3,44.7,5346.0,2.58,3558.0,01,36617
86,"ZCTA5 36618, Alabama",16737.0,6825.0,9426.0,54.0,105.0,4.0,125.0,198.0,16440.0,36.3,34.6,37.8,6172.0,2.7,4464.0,01,36618
87,"ZCTA5 36619, Alabama",14269.0,12726.0,707.0,93.0,310.0,17.0,158.0,258.0,13805.0,40.7,39.6,41.8,5411.0,2.63,3350.0,01,36619
88,"ZCTA5 36688, Alabama",659.0,431.0,152.0,4.0,40.0,0.0,5.0,27.0,633.0,20.2,20.4,20.1,0.0,0.0,0.0,01,36688
89,"ZCTA5 36693, Alabama",17847.0,12986.0,4151.0,48.0,298.0,5.0,150.0,209.0,17454.0,44.5,42.4,46.2,7290.0,2.41,3794.0,01,36693
90,"ZCTA5 36695, Alabama",45118.0,35068.0,7084.0,150.0,1534.0,24.0,491.0,767.0,43584.0,36.6,35.4,37.6,17329.0,2.59,11673.0,01,36695
91,"ZCTA5 36701, Alabama",24268.0,8196.0,15686.0,53.0,118.0,5.0,27.0,183.0,24128.0,38.1,36.3,39.2,9522.0,2.5,6382.0,01,36701
92,"ZCTA5 36703, Alabama",13643.0,2842.0,10615.0,14.0,32.0,0.0,46.0,94.0,13525.0,34.8,32.6,36.5,5124.0,2.62,3801.0,01,36703
93,"ZCTA5 36720, Alabama",784.0,25.0,758.0,0.0,0.0,0.0,0.0,1.0,776.0,33.0,30.0,34.2,286.0,2.74,245.0,01,36720
94,"ZCTA5 36722, Alabama",472.0,140.0,327.0,0.0,0.0,0.0,0.0,5.0,468.0,35.3,36.1,33.9,172.0,2.74,140.0,01,36722
95,"ZCTA5 36723, Alabama",230.0,16.0,212.0,0.0,0.0,0.0,2.0,0.0,228.0,40.5,37.8,43.9,86.0,2.67,62.0,01,36723
96,"ZCTA5 36726, Alabama",4814.0,1552.0,3228.0,3.0,0.0,0.0,4.0,27.0,4788.0,40.1,36.8,42.8,1858.0,2.53,1289.0,01,36726
97,"ZCTA5 36727, Alabama",61.0,31.0,28.0,2.0,0.0,0.0,0.0,0.0,61.0,48.5,45.5,52.3,31.0,1.97,6.0,01,36727
98,"ZCTA5 36728, Alabama",461.0,85.0,367.0,0.0,1.0,0.0,0.0,8.0,459.0,38.8,36.5,40.4,184.0,2.51,110.0,01,36728
99,"ZCTA5 36732, Alabama",8395.0,3795.0,4400.0,5.0,43.0,1.0,79.0,72.0,8211.0,38.3,36.7,39.6,3458.0,2.4,2184.0,01,36732
100,"ZCTA5 36742, Alabama",2554.0,1543.0,961.0,9.0,1.0,0.0,28.0,12.0,2489.0,42.3,40.8,43.6,1013.0,2.52,620.0,01,36742
101,"ZCTA5 36736, Alabama",1207.0,290.0,898.0,1.0,1.0,0.0,1.0,16.0,1202.0,36.0,37.6,35.5,447.0,2.7,335.0,01,36736
102,"ZCTA5 36738, Alabama",952.0,237.0,708.0,0.0,0.0,0.0,0.0,7.0,943.0,39.1,33.9,42.1,366.0,2.6,249.0,01,36738
103,"ZCTA5 36740, Alabama",1328.0,295.0,1021.0,2.0,0.0,0.0,1.0,9.0,1320.0,43.1,40.3,45.3,562.0,2.36,301.0,01,36740
104,"ZCTA5 36744, Alabama",7419.0,2341.0,5001.0,6.0,25.0,0.0,3.0,43.0,7366.0,39.0,37.5,40.5,2926.0,2.45,1877.0,01,36744
105,"ZCTA5 36748, Alabama",3260.0,1781.0,1408.0,3.0,5.0,11.0,21.0,31.0,3203.0,44.8,41.9,46.1,1365.0,2.28,669.0,01,36748
106,"ZCTA5 36749, Alabama",1089.0,615.0,451.0,6.0,0.0,0.0,2.0,15.0,1081.0,39.7,39.8,39.5,420.0,2.53,249.0,01,36749
107,"ZCTA5 36750, Alabama",2901.0,2194.0,610.0,3.0,4.0,7.0,49.0,34.0,2819.0,37.2,36.2,38.4,1110.0,2.61,762.0,01,36750
108,"ZCTA5 36751, Alabama",945.0,41.0,899.0,1.0,0.0,0.0,1.0,3.0,942.0,35.9,33.3,37.3,354.0,2.67,290.0,01,36751
109,"ZCTA5 36752, Alabama",1644.0,866.0,740.0,7.0,1.0,0.0,4.0,26.0,1628.0,45.7,45.8,45.6,658.0,2.5,357.0,01,36752
110,"ZCTA5 36753, Alabama",85.0,13.0,70.0,0.0,1.0,0.0,1.0,0.0,84.0,43.5,41.7,52.3,33.0,2.58,15.0,01,36753
111,"ZCTA5 36754, Alabama",344.0,67.0,276.0,0.0,0.0,0.0,0.0,1.0,344.0,41.0,40.5,41.1,144.0,2.39,88.0,01,36754
112,"ZCTA5 36756, Alabama",6165.0,2470.0,3604.0,13.0,30.0,4.0,12.0,32.0,6073.0,37.3,34.8,39.3,2202.0,2.47,1341.0,01,36756
113,"ZCTA5 36758, Alabama",1412.0,945.0,446.0,3.0,0.0,1.0,0.0,17.0,1401.0,39.4,38.3,40.2,570.0,2.48,366.0,01,36758
114,"ZCTA5 36759, Alabama",1501.0,473.0,1010.0,13.0,0.0,0.0,0.0,5.0,1484.0,45.7,44.3,47.1,656.0,2.29,315.0,01,36759
115,"ZCTA5 36761, Alabama",1161.0,245.0,897.0,1.0,1.0,0.0,10.0,7.0,1148.0,42.6,34.3,45.9,439.0,2.52,321.0,01,36761
116,"ZCTA5 36767, Alabama",2012.0,310.0,1694.0,5.0,0.0,0.0,0.0,3.0,2007.0,41.2,39.7,42.5,793.0,2.54,494.0,01,36767
117,"ZCTA5 36766, Alabama",25.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,25.0,60.3,59.0,60.8,14.0,1.79,1.0,01,36766
118,"ZCTA5 36763, Alabama",139.0,116.0,22.0,0.0,0.0,0.0,0.0,1.0,135.0,54.2,51.5,58.0,69.0,2.01,20.0,01,36763
119,"ZCTA5 36765, Alabama",1294.0,358.0,915.0,0.0,0.0,0.0,14.0,7.0,1279.0,42.5,41.0,43.8,512.0,2.53,324.0,01,36765
120,"ZCTA5 36768, Alabama",1096.0,306.0,777.0,1.0,2.0,1.0,5.0,4.0,1082.0,44.8,38.5,47.6,448.0,2.44,235.0,01,36768
121,"ZCTA5 36769, Alabama",3014.0,967.0,2028.0,10.0,1.0,0.0,1.0,7.0,2996.0,36.4,33.6,38.6,1132.0,2.66,868.0,01,36769
122,"ZCTA5 36773, Alabama",512.0,85.0,418.0,0.0,0.0,0.0,7.0,2.0,496.0,39.7,39.0,39.9,209.0,2.45,125.0,01,36773
123,"ZCTA5 36775, Alabama",800.0,192.0,604.0,0.0,0.0,0.0,4.0,0.0,792.0,45.9,45.9,45.9,337.0,2.37,166.0,01,36775
124,"ZCTA5 35007, Alabama",26225.0,20700.0,3495.0,101.0,209.0,8.0,1278.0,434.0,23550.0,35.6,34.3,36.8,9180.0,2.82,7291.0,01,35007
125,"ZCTA5 30165 (part), Alabama",70.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,70.0,56.2,56.8,53.8,32.0,2.19,10.0,01,30165
126,"ZCTA5 31905 (part), Alabama",9.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,5.0,34.8,43.5,22.5,5.0,1.8,2.0,01,31905
127,"ZCTA5 35004, Alabama",10427.0,9067.0,934.0,34.0,167.0,0.0,75.0,150.0,10213.0,34.5,33.4,35.6,4214.0,2.47,2469.0,01,35004
128,"ZCTA5 35005, Alabama",7942.0,4720.0,2993.0,41.0,18.0,2.0,83.0,85.0,7785.0,39.6,38.5,40.7,3067.0,2.58,1860.0,01,35005
129,"ZCTA5 35006, Alabama",3121.0,2891.0,168.0,23.0,1.0,0.0,5.0,33.0,3092.0,41.2,39.8,42.3,1188.0,2.63,737.0,01,35006
130,"ZCTA5 35010, Alabama",20816.0,13722.0,6008.0,57.0,154.0,17.0,672.0,186.0,19924.0,40.8,39.4,42.2,8476.0,2.42,4752.0,01,35010
131,"ZCTA5 35013, Alabama",124.0,97.0,3.0,0.0,4.0,0.0,20.0,0.0,21.0,23.3,27.7,15.0,34.0,3.65,50.0,01,35013
132,"ZCTA5 35014, Alabama",4546.0,2260.0,2213.0,8.0,4.0,0.0,15.0,46.0,4506.0,40.8,39.6,42.4,1592.0,2.51,886.0,01,35014
133,"ZCTA5 35016, Alabama",16778.0,16138.0,27.0,127.0,86.0,8.0,158.0,234.0,16460.0,40.7,39.4,42.3,6847.0,2.44,3979.0,01,35016
134,"ZCTA5 35019, Alabama",2117.0,2014.0,18.0,29.0,5.0,2.0,29.0,20.0,2064.0,40.1,40.0,40.2,831.0,2.55,495.0,01,35019
135,"ZCTA5 35020, Alabama",27139.0,5075.0,20397.0,120.0,23.0,0.0,1295.0,229.0,25410.0,37.0,33.9,39.9,10495.0,2.53,6800.0,01,35020
136,"ZCTA5 35022, Alabama",18888.0,11317.0,6780.0,54.0,124.0,0.0,424.0,189.0,18293.0,40.2,38.9,42.0,7378.0,2.51,4358.0,01,35022
137,"ZCTA5 35023, Alabama",25436.0,18921.0,5919.0,75.0,95.0,5.0,196.0,225.0,25059.0,39.9,38.5,42.1,9436.0,2.52,5355.0,01,35023
138,"ZCTA5 35031, Alabama",7933.0,7371.0,25.0,49.0,19.0,20.0,340.0,109.0,7171.0,38.5,37.8,39.3,3041.0,2.61,2002.0,01,35031
139,"ZCTA5 35035, Alabama",1581.0,1283.0,245.0,13.0,0.0,0.0,6.0,34.0,1566.0,38.7,38.3,39.1,596.0,2.65,375.0,01,35035
140,"ZCTA5 35032, Alabama",66.0,47.0,8.0,0.0,0.0,0.0,4.0,7.0,63.0,28.0,36.5,25.8,22.0,3.0,20.0,01,35032
141,"ZCTA5 35033, Alabama",3403.0,3345.0,13.0,9.0,8.0,1.0,3.0,24.0,3380.0,41.6,42.3,41.0,1340.0,2.54,793.0,01,35033
142,"ZCTA5 35034, Alabama",5541.0,2428.0,3051.0,4.0,3.0,3.0,24.0,28.0,5454.0,36.2,35.7,38.2,1342.0,2.63,914.0,01,35034
143,"ZCTA5 35036, Alabama",297.0,177.0,110.0,0.0,1.0,0.0,3.0,6.0,297.0,30.4,33.2,29.3,123.0,2.41,94.0,01,35036
144,"ZCTA5 35040, Alabama",14965.0,11255.0,2896.0,37.0,90.0,5.0,411.0,271.0,14203.0,32.9,32.3,33.4,5877.0,2.54,3907.0,01,35040
145,"ZCTA5 35042, Alabama",5831.0,4577.0,1053.0,25.0,12.0,10.0,92.0,62.0,5686.0,40.1,37.7,42.4,2320.0,2.45,1350.0,01,35042
146,"ZCTA5 35043, Alabama",9234.0,8415.0,450.0,37.0,114.0,10.0,101.0,107.0,8919.0,36.3,36.4,36.3,3265.0,2.8,2704.0,01,35043
147,"ZCTA5 35044, Alabama",7713.0,4898.0,2610.0,24.0,27.0,0.0,37.0,117.0,7616.0,38.2,37.8,38.6,3105.0,2.48,1953.0,01,35044
148,"ZCTA5 35045, Alabama",14870.0,11781.0,2099.0,42.0,72.0,10.0,683.0,183.0,13834.0,38.1,37.1,39.1,5733.0,2.53,3600.0,01,35045
149,"ZCTA5 35046, Alabama",5108.0,4920.0,39.0,31.0,6.0,1.0,58.0,53.0,5003.0,39.9,39.7,40.0,2027.0,2.52,1235.0,01,35046
150,"ZCTA5 35049, Alabama",3996.0,3741.0,26.0,12.0,9.0,0.0,165.0,43.0,3616.0,38.0,37.8,38.3,1489.0,2.68,1007.0,01,35049
151,"ZCTA5 35051, Alabama",8787.0,7259.0,1201.0,24.0,26.0,4.0,168.0,105.0,8492.0,38.6,36.8,40.9,2997.0,2.63,1952.0,01,35051
152,"ZCTA5 35052, Alabama",277.0,272.0,5.0,0.0,0.0,0.0,0.0,0.0,275.0,83.8,78.3,85.0,88.0,1.33,14.0,01,35052
153,"ZCTA5 35053, Alabama",2617.0,2561.0,1.0,18.0,7.0,1.0,10.0,19.0,2598.0,49.6,49.2,50.2,1129.0,2.32,471.0,01,35053
154,"ZCTA5 35054, Alabama",4101.0,3831.0,172.0,10.0,21.0,0.0,16.0,51.0,4020.0,46.2,45.9,46.8,1703.0,2.41,804.0,01,35054
155,"ZCTA5 35055, Alabama",19427.0,18165.0,151.0,81.0,147.0,3.0,668.0,212.0,17920.0,39.2,36.3,42.0,8027.0,2.35,4460.0,01,35055
156,"ZCTA5 35057, Alabama",12630.0,12172.0,31.0,102.0,36.0,1.0,170.0,118.0,12278.0,39.9,39.4,40.6,4919.0,2.57,3024.0,01,35057
157,"ZCTA5 35058, Alabama",9936.0,9311.0,34.0,38.0,52.0,5.0,388.0,108.0,9310.0,39.3,38.3,40.2,3824.0,2.58,2417.0,01,35058
158,"ZCTA5 35060, Alabama",414.0,115.0,287.0,4.0,0.0,0.0,2.0,6.0,410.0,41.7,40.3,42.6,168.0,2.46,90.0,01,35060
159,"ZCTA5 35061, Alabama",1465.0,153.0,1293.0,1.0,0.0,0.0,7.0,11.0,1449.0,44.0,40.0,47.1,567.0,2.58,294.0,01,35061
