,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,state,zip code tabulation area (or part)
574,"ZCTA5 36569, Alabama",928.0,686.0,232.0,5.0,2.0,0.0,0.0,3.0,921.0,39.4,38.4,40.3,343.0,2.71,240.0,01,36569
575,"ZCTA5 36564, Alabama",107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,63.8,64.8,62.5,57.0,1.88,11.0,01,36564
576,"ZCTA5 36567, Alabama",12672.0,11358.0,472.0,122.0,47.0,3.0,446.0,224.0,11919.0,37.3,36.4,38.0,4706.0,2.65,3236.0,01,36567
577,"ZCTA5 36568, Alabama",162.0,94.0,16.0,2.0,49.0,0.0,0.0,1.0,162.0,41.8,41.5,42.5,55.0,2.95,37.0,01,36568
578,"ZCTA5 36571, Alabama",14423.0,12171.0,1648.0,122.0,85.0,10.0,199.0,188.0,14081.0,40.2,38.8,41.7,5587.0,2.58,3284.0,01,36571
579,"ZCTA5 36572, Alabama",6340.0,5572.0,553.0,79.0,39.0,3.0,23.0,71.0,6272.0,40.8,40.0,41.3,2356.0,2.67,1502.0,01,36572
580,"ZCTA5 36574, Alabama",1341.0,1245.0,12.0,33.0,11.0,0.0,5.0,35.0,1325.0,46.3,46.5,46.2,557.0,2.41,280.0,01,36574
581,"ZCTA5 36575, Alabama",18345.0,16383.0,1304.0,140.0,101.0,1.0,184.0,232.0,17874.0,36.5,35.2,37.6,6565.0,2.79,4837.0,01,36575
582,"ZCTA5 36576, Alabama",4143.0,3738.0,188.0,19.0,8.0,1.0,140.0,49.0,3876.0,39.4,38.5,40.2,1584.0,2.61,1040.0,01,36576
583,"ZCTA5 36578, Alabama",1749.0,1668.0,20.0,13.0,4.0,0.0,11.0,33.0,1718.0,38.9,38.2,39.6,636.0,2.75,460.0,01,36578
584,"ZCTA5 35543, Alabama",1137.0,1109.0,0.0,6.0,2.0,0.0,10.0,10.0,1121.0,40.7,37.9,43.0,462.0,2.46,259.0,01,35543
585,"ZCTA5 35540, Alabama",2415.0,2373.0,1.0,4.0,3.0,0.0,14.0,20.0,2387.0,40.5,39.6,41.6,1001.0,2.41,547.0,01,35540
586,"ZCTA5 35541, Alabama",3597.0,3515.0,11.0,14.0,3.0,2.0,6.0,46.0,3579.0,47.4,47.5,47.4,1541.0,2.33,672.0,01,35541
587,"ZCTA5 35542, Alabama",1021.0,1000.0,10.0,0.0,0.0,0.0,2.0,9.0,1019.0,42.3,41.5,43.5,407.0,2.51,221.0,01,35542
588,"ZCTA5 35544, Alabama",673.0,644.0,20.0,1.0,0.0,0.0,0.0,8.0,666.0,47.2,46.1,48.8,292.0,2.3,130.0,01,35544
589,"ZCTA5 35545, Alabama",100.0,94.0,4.0,0.0,1.0,0.0,0.0,1.0,100.0,51.5,54.5,50.5,45.0,2.22,19.0,01,35545
590,"ZCTA5 35546, Alabama",3901.0,3726.0,115.0,12.0,6.0,1.0,10.0,31.0,3873.0,39.5,38.7,40.3,1553.0,2.51,959.0,01,35546
591,"ZCTA5 35548, Alabama",1558.0,1538.0,3.0,1.0,1.0,0.0,0.0,15.0,1545.0,44.7,43.7,45.5,692.0,2.25,328.0,01,35548
592,"ZCTA5 35549, Alabama",4341.0,4098.0,176.0,9.0,4.0,1.0,15.0,38.0,4301.0,42.1,40.7,43.5,1793.0,2.41,973.0,01,35549
593,"ZCTA5 35550, Alabama",5605.0,5054.0,402.0,32.0,7.0,2.0,28.0,80.0,5532.0,42.1,40.8,43.4,2267.0,2.42,1232.0,01,35550
594,"ZCTA5 35555, Alabama",10177.0,8172.0,1745.0,41.0,33.0,0.0,63.0,123.0,10029.0,42.9,40.1,45.3,4240.0,2.33,2223.0,01,35555
595,"ZCTA5 35552, Alabama",1044.0,976.0,51.0,0.0,0.0,0.0,2.0,15.0,1041.0,41.8,40.9,43.2,426.0,2.45,240.0,01,35552
596,"ZCTA5 35553, Alabama",4680.0,4568.0,15.0,34.0,12.0,5.0,10.0,36.0,4632.0,42.6,41.4,44.0,1875.0,2.4,1030.0,01,35553
597,"ZCTA5 35554, Alabama",1186.0,1150.0,22.0,1.0,3.0,0.0,2.0,8.0,1181.0,43.7,43.5,44.1,482.0,2.41,260.0,01,35554
598,"ZCTA5 35559, Alabama",57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,34.5,37.5,32.5,19.0,3.0,19.0,01,35559
599,"ZCTA5 35563, Alabama",4340.0,3966.0,277.0,19.0,3.0,0.0,34.0,41.0,4274.0,44.2,43.7,44.6,1850.0,2.3,958.0,01,35563
600,"ZCTA5 35564, Alabama",2361.0,2300.0,8.0,3.0,0.0,0.0,15.0,35.0,2335.0,43.3,42.7,44.1,997.0,2.37,500.0,01,35564
601,"ZCTA5 35572, Alabama",1131.0,1084.0,8.0,13.0,2.0,4.0,1.0,19.0,1119.0,45.3,44.1,46.6,469.0,2.41,246.0,01,35572
602,"ZCTA5 35565, Alabama",13485.0,12610.0,83.0,112.0,43.0,14.0,363.0,260.0,12879.0,41.6,40.2,43.1,5549.0,2.41,3071.0,01,35565
603,"ZCTA5 35570, Alabama",11145.0,10176.0,632.0,41.0,28.0,3.0,137.0,128.0,10849.0,42.6,41.5,44.0,4449.0,2.36,2339.0,01,35570
604,"ZCTA5 35571, Alabama",895.0,869.0,2.0,9.0,1.0,1.0,5.0,8.0,877.0,41.4,41.6,41.3,375.0,2.39,187.0,01,35571
605,"ZCTA5 35574, Alabama",1507.0,1374.0,94.0,0.0,1.0,0.0,10.0,28.0,1493.0,47.5,46.1,49.1,653.0,2.31,284.0,01,35574
606,"ZCTA5 35575, Alabama",1018.0,993.0,5.0,4.0,0.0,0.0,3.0,13.0,1012.0,43.2,43.4,43.1,420.0,2.42,222.0,01,35575
607,"ZCTA5 35576, Alabama",3217.0,2727.0,442.0,4.0,1.0,1.0,3.0,39.0,3198.0,44.9,44.6,45.1,1365.0,2.36,664.0,01,35576
608,"ZCTA5 35579, Alabama",3136.0,2925.0,166.0,5.0,3.0,0.0,3.0,34.0,3122.0,42.0,42.1,41.9,1241.0,2.52,682.0,01,35579
609,"ZCTA5 35580, Alabama",3791.0,3389.0,307.0,12.0,9.0,0.0,15.0,59.0,3750.0,42.4,40.6,44.0,1514.0,2.5,847.0,01,35580
610,"ZCTA5 35577, Alabama",38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,55.7,56.5,55.5,19.0,2.0,4.0,01,35577
611,"ZCTA5 35578, Alabama",5833.0,5708.0,21.0,8.0,5.0,1.0,20.0,70.0,5766.0,40.2,39.4,40.8,2263.0,2.58,1371.0,01,35578
612,"ZCTA5 35581, Alabama",5778.0,5447.0,36.0,32.0,4.0,0.0,184.0,75.0,5507.0,40.0,39.1,40.7,2318.0,2.49,1366.0,01,35581
613,"ZCTA5 35582, Alabama",4093.0,3837.0,44.0,10.0,4.0,1.0,132.0,65.0,3915.0,40.8,39.2,43.0,1750.0,2.34,938.0,01,35582
614,"ZCTA5 35584, Alabama",460.0,275.0,173.0,0.0,2.0,0.0,1.0,9.0,456.0,41.0,37.2,43.5,170.0,2.71,106.0,01,35584
615,"ZCTA5 35585, Alabama",1418.0,1352.0,7.0,1.0,1.0,0.0,36.0,21.0,1348.0,42.3,41.7,43.0,546.0,2.6,335.0,01,35585
616,"ZCTA5 35586, Alabama",4469.0,3806.0,555.0,5.0,2.0,1.0,36.0,64.0,4391.0,43.2,42.2,44.2,1890.0,2.35,1013.0,01,35586
617,"ZCTA5 35587, Alabama",1025.0,1010.0,1.0,1.0,1.0,0.0,2.0,10.0,1023.0,45.1,41.9,46.7,426.0,2.41,194.0,01,35587
618,"ZCTA5 35601, Alabama",34434.0,20046.0,8942.0,246.0,174.0,85.0,4112.0,829.0,28244.0,36.1,34.5,38.2,13266.0,2.47,8337.0,01,35601
619,"ZCTA5 35592, Alabama",4664.0,4029.0,551.0,15.0,1.0,0.0,34.0,34.0,4610.0,41.8,40.7,43.1,1903.0,2.35,1088.0,01,35592
620,"ZCTA5 35593, Alabama",1931.0,1874.0,11.0,9.0,2.0,6.0,10.0,19.0,1907.0,42.1,41.5,42.8,775.0,2.47,426.0,01,35593
621,"ZCTA5 35594, Alabama",7794.0,7313.0,313.0,17.0,14.0,3.0,61.0,73.0,7659.0,42.3,40.4,44.2,3200.0,2.39,1704.0,01,35594
622,"ZCTA5 35603, Alabama",30545.0,24497.0,3899.0,237.0,368.0,9.0,971.0,564.0,28930.0,39.8,38.7,40.8,12554.0,2.42,7264.0,01,35603
623,"ZCTA5 35610, Alabama",2252.0,2201.0,7.0,9.0,3.0,0.0,7.0,25.0,2232.0,42.4,41.2,43.8,913.0,2.47,502.0,01,35610
624,"ZCTA5 35611, Alabama",25251.0,18261.0,4363.0,178.0,158.0,21.0,1701.0,569.0,22842.0,38.6,36.7,40.4,10482.0,2.36,5754.0,01,35611
625,"ZCTA5 35613, Alabama",20546.0,17229.0,2469.0,116.0,140.0,5.0,295.0,292.0,19938.0,39.4,39.0,40.0,6967.0,2.61,4480.0,01,35613
626,"ZCTA5 35614, Alabama",7456.0,6517.0,301.0,55.0,23.0,7.0,409.0,144.0,6865.0,38.1,37.5,38.8,2889.0,2.58,1870.0,01,35614
627,"ZCTA5 35615, Alabama",68.0,14.0,49.0,0.0,1.0,0.0,4.0,0.0,65.0,47.0,41.0,53.4,32.0,2.13,16.0,01,35615
628,"ZCTA5 35616, Alabama",4043.0,3428.0,510.0,18.0,7.0,0.0,25.0,55.0,3989.0,45.2,44.0,46.4,1705.0,2.37,828.0,01,35616
629,"ZCTA5 35618, Alabama",1870.0,806.0,968.0,25.0,3.0,0.0,18.0,50.0,1844.0,40.9,38.0,43.6,845.0,2.21,401.0,01,35618
630,"ZCTA5 35619, Alabama",5135.0,4501.0,220.0,214.0,0.0,1.0,46.0,153.0,5064.0,39.2,38.5,39.9,1968.0,2.6,1244.0,01,35619
631,"ZCTA5 35620, Alabama",8868.0,8323.0,261.0,44.0,23.0,1.0,122.0,94.0,8638.0,37.5,36.9,38.1,3317.0,2.66,2306.0,01,35620
632,"ZCTA5 35621, Alabama",2852.0,2758.0,4.0,21.0,5.0,0.0,9.0,55.0,2825.0,39.0,37.9,40.0,1093.0,2.61,701.0,01,35621
633,"ZCTA5 35622, Alabama",7388.0,7041.0,69.0,50.0,18.0,3.0,64.0,143.0,7255.0,41.2,39.0,43.5,2708.0,2.61,1688.0,01,35622
634,"ZCTA5 35630, Alabama",32629.0,23482.0,7153.0,135.0,472.0,24.0,678.0,685.0,31329.0,35.5,32.4,38.4,14705.0,2.1,6407.0,01,35630
635,"ZCTA5 35633, Alabama",20877.0,19159.0,1216.0,56.0,77.0,5.0,115.0,249.0,20582.0,41.8,40.6,42.9,8317.0,2.51,4717.0,01,35633
636,"ZCTA5 35634, Alabama",9711.0,9250.0,200.0,30.0,43.0,3.0,90.0,95.0,9539.0,45.1,44.1,46.0,3862.0,2.51,2101.0,01,35634
637,"ZCTA5 35646, Alabama",4635.0,3324.0,1111.0,58.0,1.0,0.0,71.0,70.0,4508.0,43.2,42.3,44.1,1901.0,2.44,980.0,01,35646
638,"ZCTA5 35640, Alabama",24267.0,22567.0,727.0,234.0,84.0,8.0,254.0,393.0,23743.0,39.5,38.3,40.6,9624.0,2.52,5949.0,01,35640
639,"ZCTA5 35643, Alabama",2941.0,1840.0,894.0,110.0,5.0,4.0,10.0,78.0,2913.0,42.4,41.3,43.4,1175.0,2.5,635.0,01,35643
640,"ZCTA5 35645, Alabama",14060.0,13456.0,295.0,39.0,59.0,1.0,63.0,147.0,13880.0,40.8,40.3,41.4,5401.0,2.58,3352.0,01,35645
641,"ZCTA5 35647, Alabama",1030.0,989.0,28.0,2.0,0.0,0.0,5.0,6.0,1020.0,40.6,39.2,43.0,409.0,2.52,253.0,01,35647
642,"ZCTA5 35651, Alabama",1312.0,1085.0,34.0,116.0,1.0,0.0,8.0,68.0,1298.0,38.6,38.4,38.7,505.0,2.6,329.0,01,35651
643,"ZCTA5 35648, Alabama",3635.0,3582.0,3.0,21.0,4.0,0.0,2.0,23.0,3614.0,41.8,40.8,43.2,1459.0,2.49,870.0,01,35648
644,"ZCTA5 35649, Alabama",68.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,68.0,51.5,51.8,49.8,27.0,2.52,14.0,01,35649
645,"ZCTA5 99770, Alaska",841.0,33.0,1.0,720.0,0.0,0.0,0.0,87.0,841.0,21.4,22.0,20.4,189.0,4.45,365.0,02,99770
646,"ZCTA5 99771, Alaska",251.0,9.0,0.0,241.0,0.0,0.0,0.0,1.0,251.0,25.8,24.3,28.5,64.0,3.92,101.0,02,99771
647,"ZCTA5 99772, Alaska",567.0,22.0,0.0,536.0,2.0,0.0,0.0,7.0,566.0,22.8,22.3,23.1,141.0,3.99,231.0,02,99772
648,"ZCTA5 99774, Alaska",78.0,5.0,1.0,66.0,0.0,0.0,1.0,5.0,66.0,30.5,33.5,25.5,26.0,3.0,21.0,02,99774
649,"ZCTA5 99775, Alaska",1251.0,896.0,53.0,112.0,120.0,3.0,8.0,59.0,1208.0,20.7,21.0,20.3,144.0,2.14,96.0,02,99775
650,"ZCTA5 99776, Alaska",124.0,6.0,0.0,109.0,0.0,0.0,0.0,9.0,124.0,41.0,40.5,41.3,50.0,2.48,32.0,02,99776
651,"ZCTA5 99777, Alaska",246.0,24.0,0.0,213.0,1.0,0.0,1.0,7.0,245.0,42.3,42.8,39.3,100.0,2.41,63.0,02,99777
652,"ZCTA5 99778, Alaska",254.0,32.0,1.0,221.0,0.0,0.0,0.0,0.0,251.0,26.0,29.5,21.2,73.0,3.15,86.0,02,99778
653,"ZCTA5 99780, Alaska",1535.0,1039.0,8.0,360.0,6.0,0.0,5.0,117.0,1501.0,41.8,42.0,41.8,630.0,2.43,385.0,02,99780
654,"ZCTA5 99781, Alaska",167.0,3.0,0.0,153.0,1.0,0.0,0.0,10.0,164.0,30.4,30.4,30.5,62.0,2.69,53.0,02,99781
655,"ZCTA5 99782, Alaska",556.0,45.0,0.0,501.0,0.0,0.0,0.0,10.0,554.0,27.6,28.8,26.5,147.0,3.65,187.0,02,99782
656,"ZCTA5 99783, Alaska",145.0,9.0,0.0,123.0,0.0,0.0,0.0,13.0,145.0,25.4,27.6,18.3,43.0,3.37,52.0,02,99783
657,"ZCTA5 99784, Alaska",190.0,23.0,0.0,155.0,0.0,0.0,0.0,12.0,188.0,27.2,27.4,25.5,65.0,2.92,67.0,02,99784
658,"ZCTA5 99785, Alaska",388.0,18.0,2.0,355.0,0.0,0.0,2.0,11.0,386.0,20.8,19.8,22.1,93.0,4.17,165.0,02,99785
659,"ZCTA5 99786, Alaska",259.0,29.0,1.0,219.0,0.0,0.0,0.0,10.0,259.0,28.8,31.0,28.2,76.0,3.41,94.0,02,99786
660,"ZCTA5 99788, Alaska",69.0,10.0,0.0,59.0,0.0,0.0,0.0,0.0,69.0,27.5,28.5,25.0,24.0,2.88,24.0,02,99788
661,"ZCTA5 99789, Alaska",402.0,40.0,1.0,350.0,0.0,0.0,0.0,11.0,402.0,25.2,24.8,25.8,114.0,3.47,114.0,02,99789
662,"ZCTA5 99790, Alaska",20.0,14.0,0.0,4.0,0.0,0.0,0.0,2.0,20.0,47.5,48.0,45.5,8.0,1.25,1.0,02,99790
663,"ZCTA5 99791, Alaska",237.0,16.0,0.0,219.0,0.0,0.0,0.0,2.0,237.0,25.1,21.9,27.5,68.0,3.49,91.0,02,99791
664,"ZCTA5 99801, Alaska",29164.0,20286.0,261.0,3408.0,1860.0,204.0,355.0,2790.0,27688.0,38.3,38.0,38.5,11229.0,2.52,6916.0,02,99801
665,"ZCTA5 99820, Alaska",479.0,61.0,4.0,352.0,0.0,0.0,2.0,60.0,443.0,39.3,43.8,32.9,174.0,2.75,116.0,02,99820
666,"ZCTA5 99824, Alaska",2111.0,1528.0,18.0,284.0,59.0,14.0,31.0,177.0,1999.0,36.3,34.9,37.2,958.0,2.2,420.0,02,99824
667,"ZCTA5 99825, Alaska",120.0,96.0,0.0,10.0,1.0,0.0,2.0,11.0,115.0,46.0,49.5,37.5,50.0,2.4,27.0,02,99825
668,"ZCTA5 99826, Alaska",442.0,404.0,0.0,12.0,5.0,1.0,1.0,19.0,435.0,49.1,50.7,46.2,212.0,2.08,81.0,02,99826
669,"ZCTA5 99832, Alaska",104.0,66.0,0.0,31.0,0.0,0.0,0.0,7.0,103.0,51.0,49.3,56.2,50.0,2.08,14.0,02,99832
670,"ZCTA5 99827, Alaska",2602.0,2093.0,10.0,306.0,15.0,0.0,21.0,157.0,2553.0,46.9,47.2,46.5,1189.0,2.19,513.0,02,99827
671,"ZCTA5 99829, Alaska",777.0,253.0,3.0,408.0,4.0,0.0,1.0,108.0,753.0,44.4,45.3,43.5,313.0,2.48,158.0,02,99829
672,"ZCTA5 99830, Alaska",561.0,95.0,1.0,385.0,0.0,1.0,7.0,72.0,551.0,41.8,40.6,42.9,214.0,2.62,131.0,02,99830
673,"ZCTA5 99833, Alaska",3202.0,2569.0,14.0,227.0,98.0,6.0,35.0,253.0,3083.0,41.5,42.4,40.5,1363.0,2.32,746.0,02,99833
674,"ZCTA5 99835, Alaska",8880.0,5797.0,47.0,1493.0,529.0,30.0,113.0,871.0,8443.0,38.2,37.6,38.7,3544.0,2.43,2090.0,02,99835
675,"ZCTA5 99836, Alaska",52.0,47.0,0.0,2.0,2.0,0.0,0.0,1.0,51.0,35.0,37.3,32.5,22.0,2.36,14.0,02,99836
676,"ZCTA5 99840, Alaska",968.0,885.0,0.0,34.0,5.0,1.0,4.0,39.0,947.0,41.2,42.6,40.1,436.0,2.15,152.0,02,99840
677,"ZCTA5 99841, Alaska",133.0,126.0,1.0,1.0,1.0,0.0,0.0,4.0,131.0,55.7,56.1,54.7,73.0,1.82,14.0,02,99841
678,"ZCTA5 99901, Alaska",13508.0,9204.0,79.0,1912.0,943.0,27.0,93.0,1250.0,12970.0,38.5,38.2,38.8,5304.0,2.49,3227.0,02,99901
679,"ZCTA5 99903, Alaska",31.0,28.0,1.0,0.0,0.0,0.0,0.0,2.0,31.0,58.8,58.8,57.0,16.0,1.94,4.0,02,99903
680,"ZCTA5 99925, Alaska",819.0,350.0,2.0,369.0,4.0,1.0,4.0,89.0,798.0,42.0,43.4,40.9,324.0,2.53,213.0,02,99925
681,"ZCTA5 99918, Alaska",231.0,221.0,0.0,7.0,0.0,0.0,0.0,3.0,229.0,50.0,48.5,50.5,115.0,2.01,39.0,02,99918
682,"ZCTA5 99919, Alaska",531.0,467.0,1.0,29.0,4.0,2.0,2.0,26.0,523.0,45.6,46.2,44.6,244.0,2.16,114.0,02,99919
683,"ZCTA5 99921, Alaska",1920.0,1382.0,5.0,289.0,11.0,6.0,5.0,222.0,1869.0,39.1,40.4,37.8,770.0,2.48,507.0,02,99921
684,"ZCTA5 99922, Alaska",384.0,51.0,2.0,290.0,0.0,1.0,4.0,36.0,372.0,32.3,32.8,31.9,129.0,2.98,112.0,02,99922
685,"ZCTA5 99923, Alaska",87.0,79.0,0.0,1.0,0.0,1.0,2.0,4.0,85.0,54.8,54.2,56.0,48.0,1.81,10.0,02,99923
686,"ZCTA5 99926, Alaska",1460.0,145.0,6.0,1210.0,2.0,10.0,3.0,84.0,1434.0,35.0,36.0,33.4,509.0,2.87,421.0,02,99926
687,"ZCTA5 99927, Alaska",94.0,74.0,0.0,10.0,0.0,0.0,0.0,10.0,89.0,49.5,50.8,47.5,55.0,1.71,8.0,02,99927
688,"ZCTA5 99929, Alaska",2338.0,1691.0,3.0,384.0,33.0,1.0,5.0,221.0,2301.0,46.5,47.1,46.0,1037.0,2.24,516.0,02,99929
689,"ZCTA5 99504, Alaska",40914.0,23713.0,4098.0,3747.0,3349.0,1031.0,817.0,4159.0,37772.0,31.8,30.5,33.0,14986.0,2.7,11056.0,02,99504
690,"ZCTA5 99501, Alaska",17603.0,10213.0,1542.0,2120.0,1237.0,638.0,489.0,1364.0,16225.0,36.3,36.2,36.4,7854.0,1.98,3045.0,02,99501
691,"ZCTA5 99502, Alaska",24168.0,16478.0,744.0,1829.0,2224.0,484.0,351.0,2058.0,22620.0,33.8,33.4,34.3,8865.0,2.71,6394.0,02,99502
692,"ZCTA5 99503, Alaska",14563.0,7486.0,798.0,1866.0,1853.0,482.0,654.0,1424.0,12952.0,33.5,33.9,33.1,6302.0,2.22,3037.0,02,99503
693,"ZCTA5 99505, Alaska",6174.0,4527.0,799.0,111.0,112.0,56.0,200.0,369.0,5324.0,22.0,22.2,21.1,1170.0,3.62,1937.0,02,99505
694,"ZCTA5 99506, Alaska",7749.0,6082.0,737.0,54.0,179.0,33.0,157.0,507.0,6876.0,21.8,21.5,22.3,2030.0,3.46,3061.0,02,99506
695,"ZCTA5 99507, Alaska",37850.0,24359.0,1512.0,3184.0,3947.0,467.0,1115.0,3266.0,34798.0,32.8,32.0,33.5,13960.0,2.7,9855.0,02,99507
696,"ZCTA5 99508, Alaska",35857.0,17354.0,3308.0,4283.0,4223.0,1786.0,1325.0,3578.0,32488.0,30.5,29.8,31.2,12804.0,2.69,9891.0,02,99508
697,"ZCTA5 99516, Alaska",20095.0,17265.0,315.0,680.0,795.0,28.0,161.0,851.0,19386.0,42.6,42.7,42.4,6879.0,2.91,5315.0,02,99516
698,"ZCTA5 99510, Alaska",353.0,315.0,5.0,26.0,6.0,0.0,0.0,1.0,348.0,47.8,47.7,48.3,1.0,2.0,0.0,02,99510
699,"ZCTA5 99513, Alaska",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02,99513
700,"ZCTA5 99515, Alaska",22441.0,15352.0,701.0,1598.0,2231.0,164.0,585.0,1810.0,20693.0,34.9,34.6,35.1,7981.0,2.79,6103.0,02,99515
701,"ZCTA5 99517, Alaska",16645.0,11151.0,487.0,1293.0,1707.0,402.0,336.0,1269.0,15566.0,37.4,37.1,37.8,6950.0,2.38,3572.0,02,99517
702,"ZCTA5 99518, Alaska",10225.0,6617.0,502.0,821.0,845.0,242.0,305.0,893.0,9383.0,33.2,32.5,33.9,4215.0,2.42,2338.0,02,99518
703,"ZCTA5 99547, Alaska",61.0,3.0,0.0,58.0,0.0,0.0,0.0,0.0,61.0,35.5,39.0,30.5,24.0,2.54,15.0,02,99547
704,"ZCTA5 99519, Alaska",1316.0,1138.0,27.0,95.0,25.0,0.0,16.0,15.0,1269.0,52.7,53.0,49.3,2.0,2.5,0.0,02,99519
705,"ZCTA5 99540, Alaska",320.0,298.0,0.0,13.0,2.0,0.0,3.0,4.0,316.0,48.0,48.0,48.0,156.0,2.05,44.0,02,99540
706,"ZCTA5 99546, Alaska",326.0,64.0,13.0,18.0,171.0,5.0,20.0,35.0,297.0,45.5,48.5,40.7,44.0,2.48,35.0,02,99546
707,"ZCTA5 99548, Alaska",73.0,2.0,0.0,69.0,0.0,0.0,0.0,2.0,73.0,32.5,28.5,40.5,27.0,2.7,20.0,02,99548
708,"ZCTA5 99549, Alaska",102.0,15.0,0.0,85.0,0.0,0.0,0.0,2.0,102.0,26.7,27.5,24.3,35.0,2.91,35.0,02,99549
709,"ZCTA5 99550, Alaska",197.0,73.0,0.0,114.0,5.0,0.0,0.0,5.0,194.0,44.4,45.1,43.0,78.0,2.53,47.0,02,99550
710,"ZCTA5 99551, Alaska",627.0,22.0,1.0,596.0,1.0,0.0,0.0,7.0,626.0,24.6,26.6,22.2,150.0,4.18,239.0,02,99551
711,"ZCTA5 99552, Alaska",346.0,18.0,0.0,321.0,0.0,0.0,0.0,7.0,345.0,25.8,25.4,26.5,90.0,3.84,130.0,02,99552
712,"ZCTA5 99556, Alaska",2510.0,2269.0,5.0,98.0,20.0,1.0,9.0,108.0,2452.0,46.0,47.1,44.5,1069.0,2.35,543.0,02,99556
713,"ZCTA5 99553, Alaska",1027.0,239.0,184.0,56.0,445.0,15.0,40.0,48.0,813.0,44.1,43.6,46.3,40.0,2.25,17.0,02,99553
714,"ZCTA5 99554, Alaska",677.0,14.0,0.0,643.0,3.0,0.0,0.0,17.0,677.0,21.1,21.1,21.0,160.0,4.23,299.0,02,99554
715,"ZCTA5 99555, Alaska",221.0,33.0,0.0,167.0,0.0,0.0,0.0,21.0,221.0,29.7,29.5,30.0,72.0,3.07,61.0,02,99555
716,"ZCTA5 99557, Alaska",726.0,120.0,3.0,538.0,1.0,0.0,1.0,63.0,717.0,29.3,30.6,27.5,245.0,2.96,241.0,02,99557
717,"ZCTA5 99558, Alaska",85.0,3.0,0.0,79.0,0.0,0.0,0.0,3.0,85.0,29.8,31.3,29.5,33.0,2.58,30.0,02,99558
718,"ZCTA5 99559, Alaska",7632.0,1461.0,55.0,5439.0,155.0,24.0,36.0,462.0,7487.0,27.8,28.3,27.3,2232.0,3.27,2622.0,02,99559
719,"ZCTA5 99561, Alaska",418.0,14.0,1.0,400.0,0.0,0.0,0.0,3.0,418.0,23.6,26.4,22.8,92.0,4.54,161.0,02,99561
720,"ZCTA5 99563, Alaska",938.0,22.0,0.0,890.0,3.0,0.0,1.0,22.0,937.0,21.2,22.4,19.7,209.0,4.49,406.0,02,99563
721,"ZCTA5 99564, Alaska",91.0,31.0,0.0,52.0,3.0,0.0,1.0,4.0,90.0,45.3,46.5,44.0,41.0,2.22,21.0,02,99564
722,"ZCTA5 99565, Alaska",78.0,16.0,0.0,49.0,1.0,0.0,3.0,9.0,75.0,36.0,41.3,33.0,29.0,2.69,23.0,02,99565
723,"ZCTA5 99566, Alaska",192.0,139.0,0.0,25.0,0.0,0.0,0.0,28.0,189.0,34.5,43.5,29.5,89.0,2.16,57.0,02,99566
724,"ZCTA5 99567, Alaska",9211.0,7847.0,72.0,505.0,149.0,7.0,60.0,571.0,8869.0,39.3,39.7,38.9,3293.0,2.75,2406.0,02,99567
725,"ZCTA5 99568, Alaska",279.0,239.0,0.0,14.0,0.0,1.0,1.0,24.0,278.0,49.8,51.3,45.8,131.0,2.13,55.0,02,99568
726,"ZCTA5 99569, Alaska",64.0,7.0,0.0,57.0,0.0,0.0,0.0,0.0,64.0,40.0,47.0,28.0,25.0,2.56,19.0,02,99569
727,"ZCTA5 99571, Alaska",160.0,91.0,2.0,52.0,3.0,0.0,1.0,11.0,154.0,42.7,41.5,44.8,68.0,2.34,28.0,02,99571
728,"ZCTA5 99572, Alaska",296.0,282.0,0.0,4.0,2.0,1.0,0.0,7.0,296.0,55.0,54.6,55.8,163.0,1.82,25.0,02,99572
729,"ZCTA5 99573, Alaska",1115.0,805.0,5.0,231.0,6.0,3.0,2.0,63.0,1082.0,43.4,44.9,40.8,465.0,2.4,278.0,02,99573
730,"ZCTA5 99574, Alaska",2348.0,1628.0,10.0,246.0,244.0,1.0,12.0,207.0,2252.0,42.1,42.1,42.2,969.0,2.4,554.0,02,99574
731,"ZCTA5 99575, Alaska",105.0,8.0,0.0,88.0,0.0,0.0,0.0,9.0,105.0,28.5,29.5,28.5,38.0,2.76,34.0,02,99575
732,"ZCTA5 99576, Alaska",2603.0,750.0,9.0,1535.0,32.0,4.0,9.0,264.0,2527.0,32.0,31.8,32.1,933.0,2.73,790.0,02,99576
733,"ZCTA5 99577, Alaska",25771.0,21707.0,606.0,992.0,663.0,79.0,270.0,1454.0,24345.0,34.0,33.4,34.6,8844.0,2.86,7315.0,02,99577
734,"ZCTA5 99578, Alaska",296.0,7.0,0.0,289.0,0.0,0.0,0.0,0.0,293.0,27.5,30.5,24.5,91.0,3.25,104.0,02,99578
735,"ZCTA5 99579, Alaska",109.0,52.0,0.0,43.0,0.0,5.0,1.0,8.0,107.0,47.3,47.8,44.5,29.0,2.48,16.0,02,99579
