,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,state,zip code tabulation area (or part)
736,"ZCTA5 99580, Alaska",115.0,6.0,0.0,104.0,0.0,0.0,0.0,5.0,112.0,27.3,25.5,28.5,37.0,3.11,40.0,02,99580
737,"ZCTA5 99581, Alaska",762.0,24.0,0.0,734.0,1.0,0.0,0.0,3.0,761.0,24.4,23.5,25.6,185.0,4.12,284.0,02,99581
738,"ZCTA5 99583, Alaska",35.0,7.0,0.0,27.0,1.0,0.0,0.0,0.0,35.0,32.8,32.5,33.5,15.0,2.33,10.0,02,99583
739,"ZCTA5 99588, Alaska",980.0,726.0,3.0,137.0,5.0,10.0,3.0,96.0,966.0,41.6,43.8,39.5,420.0,2.29,223.0,02,99588
740,"ZCTA5 99585, Alaska",417.0,11.0,0.0,395.0,1.0,0.0,0.0,10.0,416.0,21.3,20.9,21.6,101.0,4.13,186.0,02,99585
741,"ZCTA5 99586, Alaska",605.0,382.0,1.0,204.0,1.0,0.0,0.0,17.0,598.0,46.4,48.8,43.8,260.0,2.33,142.0,02,99586
742,"ZCTA5 99587, Alaska",2250.0,2052.0,5.0,41.0,64.0,2.0,18.0,68.0,2162.0,36.0,36.3,35.5,1044.0,2.15,417.0,02,99587
743,"ZCTA5 99589, Alaska",243.0,11.0,0.0,230.0,0.0,0.0,0.0,2.0,242.0,26.8,27.2,26.3,76.0,3.2,80.0,02,99589
744,"ZCTA5 99590, Alaska",194.0,13.0,0.0,169.0,0.0,0.0,0.0,12.0,194.0,23.4,24.2,21.8,55.0,3.53,71.0,02,99590
745,"ZCTA5 99591, Alaska",102.0,10.0,0.0,90.0,0.0,0.0,0.0,2.0,101.0,39.0,42.5,37.8,42.0,2.33,21.0,02,99591
746,"ZCTA5 99602, Alaska",178.0,8.0,0.0,163.0,0.0,0.0,0.0,7.0,178.0,31.0,35.0,26.7,64.0,2.78,61.0,02,99602
747,"ZCTA5 99603, Alaska",9840.0,8563.0,32.0,656.0,92.0,8.0,47.0,442.0,9645.0,41.7,41.4,41.9,4167.0,2.34,2367.0,02,99603
748,"ZCTA5 99604, Alaska",1093.0,21.0,0.0,1034.0,0.0,0.0,1.0,37.0,1093.0,22.1,22.4,21.8,256.0,4.27,440.0,02,99604
749,"ZCTA5 99605, Alaska",211.0,187.0,0.0,8.0,2.0,1.0,0.0,13.0,205.0,53.9,55.2,51.5,108.0,1.95,32.0,02,99605
750,"ZCTA5 99606, Alaska",469.0,66.0,1.0,347.0,0.0,0.0,1.0,54.0,457.0,26.3,29.2,24.0,141.0,3.33,156.0,02,99606
751,"ZCTA5 99607, Alaska",216.0,14.0,1.0,176.0,0.0,0.0,1.0,24.0,216.0,24.0,25.2,23.7,61.0,3.54,82.0,02,99607
752,"ZCTA5 99609, Alaska",569.0,19.0,0.0,539.0,0.0,0.0,0.0,11.0,568.0,21.8,20.8,23.6,113.0,5.04,245.0,02,99609
753,"ZCTA5 99610, Alaska",2167.0,1938.0,6.0,95.0,11.0,2.0,16.0,99.0,2112.0,46.7,47.0,46.4,956.0,2.27,428.0,02,99610
754,"ZCTA5 99611, Alaska",15122.0,12326.0,72.0,1338.0,194.0,54.0,116.0,1022.0,14573.0,37.0,36.7,37.4,5697.0,2.56,3976.0,02,99611
755,"ZCTA5 99612, Alaska",938.0,152.0,9.0,360.0,342.0,2.0,30.0,43.0,833.0,41.2,41.3,40.6,181.0,2.76,151.0,02,99612
756,"ZCTA5 99613, Alaska",434.0,249.0,1.0,126.0,5.0,1.0,2.0,50.0,418.0,38.4,39.2,36.7,179.0,2.34,104.0,02,99613
757,"ZCTA5 99614, Alaska",639.0,13.0,0.0,624.0,0.0,0.0,0.0,2.0,639.0,21.9,23.1,20.6,153.0,4.18,272.0,02,99614
758,"ZCTA5 99615, Alaska",12899.0,7366.0,91.0,1295.0,2654.0,87.0,397.0,1009.0,11912.0,32.2,31.7,32.6,4368.0,2.88,3718.0,02,99615
759,"ZCTA5 99624, Alaska",90.0,24.0,0.0,62.0,0.0,0.0,0.0,4.0,90.0,45.0,44.5,46.0,36.0,2.5,20.0,02,99624
760,"ZCTA5 99620, Alaska",577.0,11.0,0.0,561.0,2.0,0.0,1.0,2.0,576.0,21.7,21.9,21.3,128.0,4.51,239.0,02,99620
761,"ZCTA5 99621, Alaska",723.0,16.0,0.0,681.0,1.0,0.0,0.0,25.0,723.0,23.5,23.5,23.5,173.0,4.18,287.0,02,99621
762,"ZCTA5 99622, Alaska",321.0,11.0,0.0,305.0,0.0,0.0,0.0,5.0,321.0,26.9,26.8,27.0,82.0,3.89,115.0,02,99622
763,"ZCTA5 99625, Alaska",72.0,9.0,0.0,58.0,0.0,0.0,0.0,5.0,72.0,35.5,37.3,34.5,29.0,2.48,21.0,02,99625
764,"ZCTA5 99626, Alaska",282.0,7.0,1.0,260.0,0.0,0.0,0.0,14.0,282.0,25.8,25.8,25.8,75.0,3.76,102.0,02,99626
765,"ZCTA5 99627, Alaska",406.0,177.0,0.0,140.0,2.0,3.0,1.0,83.0,394.0,39.0,41.5,35.6,172.0,2.35,99.0,02,99627
766,"ZCTA5 99628, Alaska",443.0,17.0,0.0,423.0,0.0,0.0,1.0,2.0,442.0,26.5,27.5,25.0,122.0,3.63,145.0,02,99628
767,"ZCTA5 99630, Alaska",191.0,6.0,0.0,178.0,0.0,0.0,0.0,7.0,191.0,40.5,45.0,29.5,70.0,2.73,46.0,02,99630
768,"ZCTA5 99631, Alaska",228.0,215.0,3.0,3.0,1.0,2.0,0.0,4.0,223.0,41.0,44.5,37.5,96.0,2.33,55.0,02,99631
769,"ZCTA5 99632, Alaska",813.0,34.0,0.0,747.0,6.0,0.0,0.0,26.0,810.0,22.6,21.4,23.6,184.0,4.42,321.0,02,99632
770,"ZCTA5 99633, Alaska",544.0,242.0,0.0,165.0,2.0,2.0,2.0,131.0,530.0,43.9,44.7,42.5,231.0,2.35,125.0,02,99633
771,"ZCTA5 99634, Alaska",354.0,10.0,0.0,344.0,0.0,0.0,0.0,0.0,354.0,24.6,25.4,22.8,96.0,3.69,132.0,02,99634
772,"ZCTA5 99636, Alaska",510.0,18.0,0.0,477.0,0.0,1.0,0.0,14.0,504.0,22.6,22.5,22.7,114.0,4.47,204.0,02,99636
773,"ZCTA5 99637, Alaska",590.0,26.0,2.0,543.0,1.0,0.0,6.0,12.0,584.0,21.1,20.9,21.4,125.0,4.72,255.0,02,99637
774,"ZCTA5 99638, Alaska",18.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,18.0,56.5,63.5,50.3,13.0,1.38,1.0,02,99638
775,"ZCTA5 99643, Alaska",218.0,24.0,0.0,191.0,0.0,0.0,0.0,3.0,215.0,34.3,35.8,32.3,84.0,2.6,65.0,02,99643
776,"ZCTA5 99639, Alaska",1131.0,898.0,3.0,155.0,4.0,1.0,6.0,64.0,1098.0,51.7,52.4,50.8,527.0,2.15,195.0,02,99639
777,"ZCTA5 99640, Alaska",174.0,31.0,0.0,106.0,1.0,0.0,0.0,36.0,174.0,30.0,31.5,28.0,62.0,2.81,53.0,02,99640
778,"ZCTA5 99641, Alaska",496.0,12.0,0.0,475.0,0.0,0.0,0.0,9.0,496.0,22.9,22.8,23.0,124.0,4.0,203.0,02,99641
779,"ZCTA5 99644, Alaska",175.0,25.0,0.0,134.0,1.0,0.0,0.0,15.0,172.0,36.8,40.7,33.5,64.0,2.73,44.0,02,99644
780,"ZCTA5 99645, Alaska",25176.0,21358.0,300.0,1394.0,284.0,68.0,160.0,1612.0,24258.0,35.1,34.5,35.7,8719.0,2.77,7210.0,02,99645
781,"ZCTA5 99647, Alaska",44.0,13.0,0.0,29.0,0.0,0.0,0.0,2.0,44.0,45.0,45.0,42.0,20.0,2.2,13.0,02,99647
782,"ZCTA5 99648, Alaska",113.0,3.0,0.0,108.0,0.0,0.0,0.0,2.0,110.0,27.8,26.5,31.3,38.0,2.97,32.0,02,99648
783,"ZCTA5 99649, Alaska",80.0,14.0,0.0,52.0,0.0,0.0,0.0,14.0,80.0,46.0,48.0,43.5,34.0,2.35,18.0,02,99649
784,"ZCTA5 99650, Alaska",568.0,10.0,0.0,557.0,0.0,0.0,0.0,1.0,568.0,21.2,21.3,21.1,121.0,4.69,235.0,02,99650
785,"ZCTA5 99651, Alaska",61.0,3.0,0.0,54.0,1.0,0.0,0.0,3.0,58.0,31.3,26.8,35.5,19.0,3.21,21.0,02,99651
786,"ZCTA5 99652, Alaska",3703.0,3164.0,7.0,269.0,19.0,2.0,23.0,219.0,3590.0,41.5,42.5,40.5,1501.0,2.47,890.0,02,99652
787,"ZCTA5 99653, Alaska",159.0,108.0,7.0,34.0,1.0,0.0,0.0,9.0,143.0,25.1,22.5,25.7,44.0,3.61,62.0,02,99653
788,"ZCTA5 99654, Alaska",52168.0,44058.0,528.0,2788.0,721.0,141.0,416.0,3516.0,50083.0,32.7,32.6,32.8,18136.0,2.86,15882.0,02,99654
789,"ZCTA5 99655, Alaska",669.0,15.0,0.0,625.0,0.0,3.0,1.0,25.0,666.0,24.0,24.1,23.8,165.0,4.05,268.0,02,99655
790,"ZCTA5 99656, Alaska",25.0,4.0,0.0,12.0,0.0,0.0,0.0,9.0,25.0,51.5,50.5,54.0,13.0,1.92,5.0,02,99656
791,"ZCTA5 99657, Alaska",329.0,15.0,0.0,310.0,0.0,0.0,0.0,4.0,329.0,22.0,22.1,21.9,79.0,4.16,133.0,02,99657
792,"ZCTA5 99658, Alaska",616.0,21.0,0.0,570.0,0.0,0.0,0.0,25.0,616.0,26.0,23.5,28.5,182.0,3.37,236.0,02,99658
793,"ZCTA5 99659, Alaska",401.0,22.0,0.0,369.0,0.0,0.0,0.0,10.0,398.0,21.7,20.8,22.3,96.0,4.18,169.0,02,99659
794,"ZCTA5 99660, Alaska",479.0,53.0,2.0,394.0,3.0,1.0,3.0,23.0,462.0,34.4,35.6,31.8,162.0,2.81,132.0,02,99660
795,"ZCTA5 99661, Alaska",978.0,168.0,24.0,381.0,339.0,2.0,13.0,51.0,918.0,40.2,40.2,40.0,248.0,2.53,164.0,02,99661
796,"ZCTA5 99662, Alaska",480.0,5.0,1.0,473.0,0.0,0.0,0.0,1.0,480.0,17.8,17.4,18.2,96.0,4.94,243.0,02,99662
797,"ZCTA5 99663, Alaska",414.0,279.0,5.0,74.0,4.0,0.0,0.0,52.0,400.0,47.8,48.0,47.5,193.0,2.15,79.0,02,99663
798,"ZCTA5 99664, Alaska",4932.0,3663.0,98.0,673.0,111.0,21.0,22.0,344.0,4793.0,39.6,38.8,41.0,1876.0,2.24,872.0,02,99664
799,"ZCTA5 99665, Alaska",83.0,3.0,0.0,75.0,0.0,0.0,0.0,5.0,83.0,37.8,41.5,35.5,36.0,2.31,24.0,02,99665
800,"ZCTA5 99666, Alaska",189.0,13.0,0.0,171.0,2.0,0.0,0.0,3.0,189.0,22.4,21.3,23.7,44.0,4.3,79.0,02,99666
801,"ZCTA5 99667, Alaska",65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,52.5,52.7,51.7,34.0,1.91,4.0,02,99667
802,"ZCTA5 99668, Alaska",86.0,20.0,0.0,66.0,0.0,0.0,0.0,0.0,85.0,37.5,39.0,34.0,36.0,2.39,21.0,02,99668
803,"ZCTA5 99669, Alaska",14191.0,12463.0,37.0,653.0,153.0,25.0,97.0,763.0,13731.0,38.8,38.3,39.3,5564.0,2.52,3664.0,02,99669
804,"ZCTA5 99674, Alaska",1444.0,1220.0,4.0,114.0,24.0,0.0,4.0,78.0,1399.0,45.2,45.7,44.5,602.0,2.4,334.0,02,99674
805,"ZCTA5 99670, Alaska",79.0,10.0,0.0,65.0,1.0,0.0,0.0,3.0,79.0,45.8,45.5,48.5,35.0,2.26,16.0,02,99670
806,"ZCTA5 99671, Alaska",556.0,24.0,1.0,530.0,1.0,0.0,0.0,0.0,556.0,21.5,21.5,21.5,134.0,4.15,241.0,02,99671
807,"ZCTA5 99672, Alaska",3704.0,3342.0,4.0,149.0,35.0,2.0,19.0,153.0,3591.0,45.9,46.0,45.8,1528.0,2.42,770.0,02,99672
808,"ZCTA5 99676, Alaska",1546.0,1404.0,3.0,64.0,11.0,4.0,9.0,51.0,1515.0,46.0,45.9,46.2,757.0,2.04,294.0,02,99676
809,"ZCTA5 99677, Alaska",88.0,27.0,0.0,53.0,1.0,1.0,1.0,5.0,85.0,29.5,32.0,27.5,36.0,2.44,30.0,02,99677
810,"ZCTA5 99678, Alaska",891.0,47.0,2.0,707.0,0.0,1.0,2.0,132.0,876.0,25.2,26.2,24.6,260.0,3.43,336.0,02,99678
811,"ZCTA5 99682, Alaska",373.0,191.0,4.0,161.0,2.0,0.0,3.0,12.0,360.0,44.5,46.4,31.7,85.0,2.33,50.0,02,99682
812,"ZCTA5 99679, Alaska",373.0,15.0,1.0,354.0,0.0,0.0,0.0,3.0,373.0,26.6,28.0,23.8,92.0,4.05,128.0,02,99679
813,"ZCTA5 99680, Alaska",408.0,12.0,0.0,391.0,0.0,0.0,0.0,5.0,408.0,21.4,20.3,22.3,96.0,4.25,183.0,02,99680
814,"ZCTA5 99681, Alaska",325.0,13.0,0.0,307.0,0.0,0.0,0.0,5.0,325.0,24.4,23.7,25.7,83.0,3.92,130.0,02,99681
815,"ZCTA5 99683, Alaska",524.0,456.0,3.0,32.0,5.0,0.0,0.0,28.0,519.0,47.2,49.1,45.5,246.0,2.1,98.0,02,99683
816,"ZCTA5 99684, Alaska",688.0,103.0,4.0,532.0,4.0,0.0,1.0,44.0,681.0,33.1,31.5,34.2,225.0,3.06,206.0,02,99684
817,"ZCTA5 99685, Alaska",4224.0,1673.0,295.0,261.0,1346.0,96.0,317.0,236.0,3565.0,40.8,41.0,40.4,845.0,2.51,582.0,02,99685
818,"ZCTA5 99690, Alaska",280.0,14.0,0.0,265.0,0.0,0.0,0.0,1.0,273.0,22.8,22.9,22.7,59.0,4.75,112.0,02,99690
819,"ZCTA5 99686, Alaska",4005.0,3270.0,24.0,326.0,76.0,32.0,26.0,251.0,3820.0,36.8,37.3,36.1,1592.0,2.42,1007.0,02,99686
820,"ZCTA5 99688, Alaska",2759.0,2477.0,4.0,142.0,18.0,2.0,9.0,107.0,2713.0,46.6,47.6,44.9,1191.0,2.31,579.0,02,99688
821,"ZCTA5 99689, Alaska",662.0,281.0,2.0,237.0,27.0,12.0,1.0,102.0,645.0,39.7,41.1,37.6,270.0,2.39,162.0,02,99689
822,"ZCTA5 99694, Alaska",1512.0,1250.0,7.0,95.0,11.0,4.0,19.0,126.0,1458.0,35.6,35.7,35.5,583.0,2.58,415.0,02,99694
823,"ZCTA5 99691, Alaska",95.0,7.0,0.0,77.0,0.0,0.0,0.0,11.0,95.0,37.5,37.0,39.5,38.0,2.5,24.0,02,99691
824,"ZCTA5 99692, Alaska",152.0,42.0,5.0,7.0,82.0,0.0,7.0,9.0,145.0,37.0,39.3,30.3,82.0,1.85,29.0,02,99692
825,"ZCTA5 99693, Alaska",248.0,175.0,1.0,12.0,22.0,7.0,2.0,29.0,236.0,43.7,43.5,46.5,124.0,1.87,34.0,02,99693
826,"ZCTA5 99695, Alaska",7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,57.3,41.0,57.5,2.0,3.5,2.0,02,99695
827,"ZCTA5 99701, Alaska",19019.0,12316.0,1522.0,2447.0,690.0,101.0,340.0,1603.0,17702.0,31.9,31.0,32.8,7824.0,2.31,4402.0,02,99701
828,"ZCTA5 99702, Alaska",2647.0,2126.0,207.0,24.0,69.0,12.0,43.0,166.0,2437.0,21.6,21.4,22.1,639.0,3.48,981.0,02,99702
829,"ZCTA5 99703, Alaska",7065.0,4831.0,975.0,95.0,173.0,135.0,364.0,492.0,5960.0,22.4,22.6,21.6,1474.0,3.74,2525.0,02,99703
830,"ZCTA5 99704, Alaska",24.0,21.0,2.0,0.0,1.0,0.0,0.0,0.0,24.0,48.0,48.5,40.5,0.0,0.0,0.0,02,99704
831,"ZCTA5 99705, Alaska",22544.0,18763.0,692.0,1069.0,434.0,40.0,215.0,1331.0,21498.0,31.2,31.5,30.8,8067.0,2.79,6594.0,02,99705
832,"ZCTA5 99706, Alaska",13.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,13.0,41.5,44.0,27.5,7.0,1.86,1.0,02,99706
833,"ZCTA5 99709, Alaska",29830.0,23069.0,862.0,2433.0,904.0,89.0,354.0,2119.0,28381.0,34.5,34.0,35.0,12270.0,2.4,6745.0,02,99709
834,"ZCTA5 99712, Alaska",13866.0,11946.0,102.0,645.0,186.0,16.0,119.0,852.0,13429.0,39.5,39.6,39.4,5472.0,2.53,3292.0,02,99712
835,"ZCTA5 99714, Alaska",1385.0,1252.0,10.0,56.0,15.0,0.0,3.0,49.0,1341.0,40.2,41.2,39.3,554.0,2.5,374.0,02,99714
836,"ZCTA5 99720, Alaska",208.0,2.0,0.0,201.0,0.0,0.0,0.0,5.0,208.0,27.4,27.3,27.4,74.0,2.81,63.0,02,99720
837,"ZCTA5 99721, Alaska",324.0,23.0,1.0,270.0,0.0,1.0,0.0,29.0,317.0,27.0,26.3,27.6,99.0,3.27,106.0,02,99721
838,"ZCTA5 99722, Alaska",152.0,7.0,0.0,135.0,0.0,0.0,0.0,10.0,152.0,29.0,29.0,29.0,65.0,2.34,43.0,02,99722
839,"ZCTA5 99723, Alaska",4213.0,713.0,41.0,2577.0,384.0,99.0,34.0,365.0,4082.0,28.0,28.7,27.4,1280.0,3.26,1385.0,02,99723
840,"ZCTA5 99724, Alaska",84.0,1.0,0.0,82.0,0.0,0.0,0.0,1.0,80.0,32.0,43.5,26.5,36.0,2.33,22.0,02,99724
841,"ZCTA5 99726, Alaska",30.0,19.0,1.0,8.0,0.0,0.0,0.0,2.0,30.0,54.5,52.0,55.5,24.0,1.25,1.0,02,99726
842,"ZCTA5 99727, Alaska",416.0,11.0,0.0,397.0,0.0,0.0,0.0,8.0,416.0,19.9,20.5,19.3,98.0,4.24,180.0,02,99727
843,"ZCTA5 99729, Alaska",231.0,179.0,1.0,34.0,2.0,0.0,4.0,11.0,228.0,42.7,43.3,42.0,110.0,2.1,47.0,02,99729
844,"ZCTA5 99730, Alaska",144.0,102.0,0.0,38.0,0.0,0.0,1.0,3.0,142.0,50.6,53.3,48.1,81.0,1.78,18.0,02,99730
845,"ZCTA5 99732, Alaska",10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,58.3,58.8,48.5,8.0,1.25,0.0,02,99732
846,"ZCTA5 99733, Alaska",104.0,10.0,0.0,88.0,0.0,0.0,0.0,6.0,102.0,31.7,35.5,25.0,40.0,2.6,29.0,02,99733
847,"ZCTA5 99737, Alaska",5011.0,4434.0,69.0,191.0,56.0,18.0,63.0,180.0,4816.0,35.6,36.9,33.8,1737.0,2.67,1347.0,02,99737
848,"ZCTA5 99738, Alaska",187.0,145.0,1.0,37.0,1.0,0.0,0.0,3.0,187.0,49.7,50.4,46.3,86.0,2.17,41.0,02,99738
849,"ZCTA5 99734, Alaska",845.0,707.0,13.0,72.0,8.0,3.0,15.0,27.0,805.0,36.0,35.8,44.7,0.0,0.0,0.0,02,99734
850,"ZCTA5 99736, Alaska",122.0,11.0,0.0,106.0,0.0,0.0,0.0,5.0,122.0,30.0,31.8,28.5,44.0,2.77,36.0,02,99736
851,"ZCTA5 99739, Alaska",330.0,24.0,0.0,296.0,1.0,0.0,0.0,9.0,329.0,23.8,24.0,23.7,89.0,3.71,129.0,02,99739
852,"ZCTA5 99740, Alaska",585.0,46.0,3.0,521.0,1.0,3.0,1.0,10.0,583.0,33.8,33.3,34.4,247.0,2.36,167.0,02,99740
853,"ZCTA5 99741, Alaska",470.0,138.0,0.0,299.0,3.0,0.0,1.0,29.0,459.0,36.8,36.3,37.5,190.0,2.47,133.0,02,99741
854,"ZCTA5 99742, Alaska",681.0,26.0,0.0,651.0,1.0,0.0,0.0,3.0,678.0,24.4,27.5,22.1,164.0,4.15,267.0,02,99742
855,"ZCTA5 99743, Alaska",1069.0,976.0,4.0,22.0,16.0,0.0,2.0,49.0,1049.0,40.2,43.3,37.4,452.0,2.34,267.0,02,99743
856,"ZCTA5 99744, Alaska",226.0,199.0,2.0,7.0,1.0,1.0,2.0,14.0,217.0,43.8,45.0,41.0,91.0,2.48,55.0,02,99744
857,"ZCTA5 99745, Alaska",78.0,1.0,2.0,75.0,0.0,0.0,0.0,0.0,78.0,34.0,32.8,35.5,32.0,2.44,16.0,02,99745
858,"ZCTA5 99752, Alaska",3553.0,664.0,29.0,2531.0,41.0,11.0,17.0,260.0,3502.0,29.5,31.3,27.2,960.0,3.3,1039.0,02,99752
859,"ZCTA5 99746, Alaska",277.0,18.0,0.0,256.0,0.0,0.0,0.0,3.0,277.0,26.3,26.5,26.0,92.0,3.01,109.0,02,99746
860,"ZCTA5 99747, Alaska",239.0,24.0,0.0,212.0,0.0,0.0,0.0,3.0,239.0,30.5,32.3,30.0,72.0,3.29,72.0,02,99747
861,"ZCTA5 99748, Alaska",190.0,11.0,0.0,174.0,0.0,0.0,0.0,5.0,190.0,31.5,31.0,34.5,70.0,2.71,53.0,02,99748
862,"ZCTA5 99749, Alaska",363.0,24.0,1.0,328.0,0.0,0.0,0.0,10.0,362.0,26.9,27.7,26.5,102.0,3.56,143.0,02,99749
863,"ZCTA5 99750, Alaska",374.0,8.0,0.0,360.0,0.0,0.0,0.0,6.0,374.0,21.3,20.8,22.3,85.0,4.4,151.0,02,99750
864,"ZCTA5 99751, Alaska",151.0,13.0,0.0,136.0,1.0,0.0,0.0,1.0,147.0,20.6,21.5,20.4,36.0,4.19,60.0,02,99751
865,"ZCTA5 99753, Alaska",332.0,12.0,0.0,295.0,1.0,0.0,0.0,24.0,332.0,21.4,21.1,22.1,89.0,3.73,144.0,02,99753
866,"ZCTA5 99754, Alaska",96.0,1.0,0.0,93.0,0.0,0.0,0.0,2.0,96.0,31.5,35.5,28.5,42.0,2.29,27.0,02,99754
867,"ZCTA5 99755, Alaska",217.0,204.0,1.0,0.0,1.0,0.0,5.0,6.0,211.0,43.6,48.5,38.6,124.0,1.75,29.0,02,99755
868,"ZCTA5 99756, Alaska",119.0,84.0,0.0,20.0,0.0,0.0,0.0,15.0,113.0,52.3,51.0,53.5,58.0,2.05,23.0,02,99756
869,"ZCTA5 99757, Alaska",17.0,9.0,0.0,5.0,0.0,0.0,0.0,3.0,17.0,56.5,55.5,56.5,8.0,2.13,2.0,02,99757
870,"ZCTA5 99758, Alaska",210.0,9.0,0.0,190.0,0.0,0.0,1.0,10.0,209.0,29.6,30.0,28.0,65.0,3.23,61.0,02,99758
871,"ZCTA5 99759, Alaska",189.0,20.0,0.0,167.0,0.0,1.0,0.0,1.0,188.0,25.1,26.0,24.4,60.0,3.15,58.0,02,99759
872,"ZCTA5 99760, Alaska",785.0,534.0,3.0,189.0,3.0,0.0,2.0,54.0,774.0,47.0,48.7,45.5,339.0,2.32,187.0,02,99760
873,"ZCTA5 99761, Alaska",514.0,13.0,2.0,487.0,0.0,0.0,0.0,12.0,514.0,22.6,21.3,23.3,114.0,4.51,207.0,02,99761
874,"ZCTA5 99762, Alaska",4038.0,1195.0,19.0,2261.0,85.0,9.0,19.0,450.0,3945.0,31.5,32.1,30.8,1373.0,2.8,1183.0,02,99762
875,"ZCTA5 99763, Alaska",668.0,25.0,3.0,590.0,0.0,1.0,0.0,49.0,667.0,21.9,22.4,21.5,153.0,4.37,273.0,02,99763
876,"ZCTA5 99764, Alaska",290.0,68.0,0.0,184.0,1.0,0.0,1.0,36.0,286.0,38.0,41.5,32.5,109.0,2.66,78.0,02,99764
877,"ZCTA5 99765, Alaska",264.0,13.0,0.0,249.0,0.0,0.0,1.0,1.0,262.0,33.8,32.0,36.0,92.0,2.87,69.0,02,99765
878,"ZCTA5 99766, Alaska",678.0,43.0,3.0,603.0,0.0,0.0,1.0,28.0,665.0,25.4,26.6,23.8,186.0,3.62,238.0,02,99766
879,"ZCTA5 99767, Alaska",24.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,24.0,40.0,38.5,50.5,10.0,2.4,6.0,02,99767
880,"ZCTA5 99768, Alaska",175.0,14.0,0.0,148.0,3.0,0.0,0.0,10.0,174.0,37.9,41.5,36.0,66.0,2.65,58.0,02,99768
881,"ZCTA5 99769, Alaska",671.0,33.0,0.0,634.0,1.0,0.0,0.0,3.0,671.0,26.6,28.3,25.3,166.0,4.04,218.0,02,99769
882,"ZCTA5 99773, Alaska",262.0,15.0,0.0,247.0,0.0,0.0,0.0,0.0,261.0,23.0,23.1,22.5,62.0,4.23,107.0,02,99773
883,"ZCTA5 86505, Arizona",7682.0,135.0,9.0,7369.0,15.0,0.0,7.0,147.0,7570.0,30.9,29.7,32.2,2312.0,3.32,2508.0,04,86505
884,"ZCTA5 86506, Arizona",1321.0,17.0,0.0,1285.0,1.0,0.0,2.0,16.0,1302.0,30.9,29.4,32.6,440.0,3.0,416.0,04,86506
885,"ZCTA5 86507, Arizona",2340.0,11.0,0.0,2308.0,0.0,0.0,0.0,21.0,2299.0,28.7,29.1,28.3,697.0,3.36,803.0,04,86507
886,"ZCTA5 86508, Arizona",752.0,15.0,1.0,705.0,0.0,0.0,7.0,24.0,726.0,32.4,28.9,38.1,238.0,3.16,213.0,04,86508
887,"ZCTA5 86510, Arizona",5358.0,106.0,9.0,5183.0,22.0,1.0,5.0,32.0,5302.0,27.3,25.5,29.7,1553.0,3.45,1916.0,04,86510
888,"ZCTA5 86511, Arizona",3694.0,129.0,5.0,3462.0,3.0,1.0,4.0,90.0,3608.0,32.8,31.1,35.1,1118.0,3.25,1122.0,04,86511
889,"ZCTA5 86512, Arizona",2439.0,236.0,7.0,2116.0,4.0,1.0,12.0,63.0,2347.0,29.0,27.3,31.6,748.0,3.26,832.0,04,86512
890,"ZCTA5 86514 (part), Arizona",3011.0,78.0,2.0,2877.0,7.0,1.0,11.0,35.0,2954.0,31.5,29.5,33.5,930.0,3.24,984.0,04,86514
891,"ZCTA5 86515 (part), Arizona",2894.0,74.0,1.0,2734.0,20.0,6.0,9.0,50.0,2844.0,31.9,29.1,34.7,882.0,3.25,922.0,04,86515
892,"ZCTA5 86520, Arizona",1793.0,8.0,1.0,1760.0,0.0,0.0,0.0,24.0,1773.0,27.8,26.4,29.8,550.0,3.26,631.0,04,86520
893,"ZCTA5 86535, Arizona",1199.0,10.0,1.0,1176.0,0.0,0.0,0.0,12.0,1175.0,28.3,27.9,28.8,325.0,3.69,408.0,04,86535
894,"ZCTA5 86538, Arizona",2338.0,74.0,3.0,2223.0,1.0,1.0,3.0,33.0,2300.0,25.8,24.4,27.8,682.0,3.43,897.0,04,86538
895,"ZCTA5 86540, Arizona",1088.0,7.0,0.0,1055.0,0.0,0.0,0.0,26.0,1073.0,27.3,27.0,27.6,318.0,3.42,381.0,04,86540
896,"ZCTA5 86544, Arizona",1267.0,9.0,0.0,1246.0,0.0,0.0,1.0,11.0,1248.0,31.9,28.6,35.6,403.0,3.14,408.0,04,86544
897,"ZCTA5 86545, Arizona",1650.0,9.0,0.0,1616.0,5.0,0.0,2.0,18.0,1621.0,26.2,25.3,27.1,446.0,3.7,608.0,04,86545
898,"ZCTA5 86547, Arizona",1171.0,4.0,0.0,1152.0,1.0,0.0,0.0,14.0,1160.0,23.8,23.3,24.5,313.0,3.74,467.0,04,86547
899,"ZCTA5 86556, Arizona",2090.0,50.0,3.0,2000.0,0.0,0.0,1.0,36.0,2068.0,24.3,24.4,24.0,549.0,3.44,694.0,04,86556
900,"ZCTA5 87328 (part), Arizona",185.0,4.0,2.0,179.0,0.0,0.0,0.0,0.0,174.0,38.5,40.7,33.3,59.0,3.14,55.0,04,87328
