,B19058_002E,zip code tabulation area
9779,1878,30354
9780,458,30360
9781,0,30363
9782,1270,30401
9783,73,30410
9784,232,30411
9785,4,30412
9786,146,30413
9787,424,30415
9788,908,30417
9789,137,30420
9790,366,30421
9791,18,30423
9792,48,30425
9793,67,30426
9794,811,30427
9795,151,30428
9796,24,30429
9797,457,30434
9798,1143,30436
9799,1,30438
9800,997,30439
9801,81,30441
9802,796,30442
9803,301,30445
9804,130,30446
9805,0,30448
9806,9,30449
9807,150,30450
9808,0,30451
9809,38,30452
9810,748,30453
9811,28,30454
9812,27,30455
9813,219,30456
9814,584,30457
9815,2927,30458
9816,0,30460
9817,594,30461
9818,0,30464
9819,914,30467
9820,19,30470
9821,516,30471
9822,184,30473
9823,1387,30474
9824,0,30475
9825,393,30477
9826,2066,30501
9827,1231,30504
9828,1246,30506
9829,1455,30507
9830,395,30510
9831,186,30511
9832,664,30512
9833,684,30513
9834,163,30516
9835,242,30517
9836,1656,30518
9837,885,30519
9838,433,30520
9839,465,30521
9840,35,30522
9841,625,30523
9842,435,30525
9843,156,30527
9844,1295,30528
9845,619,30529
9846,437,30530
9847,728,30531
9848,1482,30533
9849,1323,30534
9850,424,30535
9851,381,30536
9852,67,30537
9853,127,30538
9854,1124,30540
9855,26,30541
9856,912,30542
9857,118,30543
9858,60,30545
9859,280,30546
9860,106,30547
9861,283,30548
9862,880,30549
9863,113,30552
9864,648,30553
9865,328,30554
9866,228,30555
9867,370,30557
9868,423,30558
9869,142,30559
9870,198,30560
9871,56,30562
9872,214,30563
9873,90,30564
9874,195,30565
9875,279,30566
9876,149,30567
9877,135,30568
9878,119,30571
9879,90,30572
9880,0,30573
9881,35,30575
9882,126,30576
9883,1799,30577
9884,0,30581
9885,262,30582
9886,2014,30601
9887,0,30602
9888,2105,30605
9889,1858,30606
9890,694,30607
9891,0,30609
9892,109,30619
9893,493,30620
9894,103,30621
9895,466,30622
9896,19,30623
9897,362,30624
9898,82,30625
9899,201,30627
9900,248,30628
9901,384,30629
9902,194,30630
9903,203,30631
9904,545,30633
9905,113,30634
9906,1315,30635
9907,31,30641
9908,568,30642
9909,1131,30643
9910,367,30646
9911,218,30648
9912,769,30650
9913,1839,30655
9914,600,30656
9915,70,30660
9916,838,30662
9917,223,30663
9918,2,30664
9919,11,30665
9920,332,30666
9921,58,30667
9922,119,30668
9923,352,30669
9924,696,30673
9925,271,30677
9926,66,30678
9927,2172,30680
9928,229,30683
9929,2346,30701
9930,2184,30705
9931,658,30707
9932,15,30708
9933,441,30710
9934,272,30711
9935,967,30720
9936,2649,30721
9937,89,30725
9938,0,30726
9939,1273,30728
9940,115,30730
9941,189,30731
9942,91,30733
9943,182,30734
9944,344,30735
9945,1235,30736
9946,67,30738
9947,83,30739
9948,336,30740
9949,2274,30741
9950,644,30742
9951,76,30746
9952,1253,30747
9953,109,30750
9954,0,30751
9955,456,30752
9956,534,30753
9957,553,30755
9958,14,30756
9959,80,30757
9960,198,30802
9961,45,30803
9962,187,30805
9963,27,30807
9964,237,30808
9965,288,30809
9966,109,30810
9967,0,30812
9968,1079,30813
9969,273,30814
9970,3046,30815
9971,88,30816
9972,567,30817
9973,53,30818
9974,74,30820
9975,41,30821
9976,17,30822
9977,136,30823
9978,1587,30824
9979,495,30828
9980,1335,30830
9981,324,30833
9982,2537,30901
9983,0,30903
9984,2474,30904
9985,82,30905
9986,5285,30906
9987,1378,30907
9988,2381,30909
9989,0,30912
9990,233,31001
9991,226,31002
9992,3,31003
9993,576,31005
9994,555,31006
9995,111,31007
9996,833,31008
9997,36,31009
9998,40,31011
9999,99,31012
10000,972,31014
10001,2217,31015
10002,95,31016
10003,88,31017
10004,88,31018
10005,131,31019
10006,93,31020
10007,2305,31021
10008,24,31022
10009,1349,31023
10010,1225,31024
10011,23,31025
10012,832,31027
10013,94,31028
10014,858,31029
10015,1869,31030
10016,360,31031
10017,417,31032
10018,295,31033
10019,119,31035
10020,801,31036
10021,264,31037
10022,0,31038
10023,0,31039
10024,66,31041
10025,75,31042
10026,276,31044
10027,9,31045
10028,74,31046
10029,435,31047
10030,114,31049
10031,158,31050
10032,33,31051
10033,162,31052
10034,102,31054
10035,704,31055
10036,249,31057
10037,62,31058
10038,142,31060
10039,2764,31061
10040,0,31062
10041,477,31063
10042,769,31064
10043,87,31065
10044,41,31066
10045,27,31067
10046,478,31068
10047,1042,31069
10048,123,31070
10049,92,31071
10050,101,31072
10051,156,31075
10052,334,31076
10053,126,31077
10054,232,31078
10055,156,31079
10056,27,31081
10057,824,31082
10058,12,31083
10059,0,31084
10060,105,31085
10061,698,31087
10062,2069,31088
10063,522,31089
10064,56,31090
10065,339,31091
10066,876,31092
10067,2772,31093
10068,93,31094
10069,545,31096
10070,68,31097
10071,45,31098
10072,1061,31201
10073,3114,31204
10074,3690,31206
10075,0,31207
10076,1356,31210
10077,1540,31211
10078,0,31213
10079,757,31216
10080,1787,31217
10081,247,31220
10082,284,31301
10083,267,31302
10084,60,31303
10085,0,31304
10086,725,31305
10087,37,31307
10088,514,31308
10089,62,31309
10090,363,31312
10091,2288,31313
10092,0,31314
10093,215,31315
10094,698,31316
10095,11,31318
10096,551,31320
10097,468,31321
10098,729,31322
10099,135,31323
10100,582,31324
10101,627,31326
10102,0,31327
10103,28,31328
10104,512,31329
10105,626,31331
10106,1608,31401
10107,2948,31404
10108,2081,31405
10109,1805,31406
10110,48,31407
10111,629,31408
10112,0,31409
10113,208,31410
10114,13,31411
10115,1511,31415
10116,3059,31419
10117,1716,31501
10118,1457,31503
10119,607,31510
10120,63,31512
10121,1299,31513
10122,1153,31516
10123,36,31518
10124,281,31519
10125,2853,31520
10126,303,31522
10127,445,31523
10128,0,31524
10129,2455,31525
10130,35,31527
10131,45,31532
10132,1368,31533
10133,702,31535
10134,496,31537
10135,902,31539
10136,136,31542
10137,292,31543
10138,17,31544
10139,1617,31545
10140,446,31546
10141,33,31547
10142,982,31548
10143,284,31549
10144,58,31550
10145,131,31551
10146,71,31552
10147,397,31553
10148,333,31554
10149,59,31555
10150,5,31556
10151,162,31557
10152,1076,31558
10153,102,31560
10154,0,31561
10155,162,31562
10156,85,31563
10157,31,31565
10158,403,31566
10159,59,31567
10160,30,31568
10161,312,31569
10162,4074,31601
10163,2284,31602
10164,729,31605
10165,223,31606
10166,783,31620
10167,135,31622
10168,7,31623
10169,84,31624
10170,95,31625
10171,170,31626
10172,23,31627
10173,30,31629
10174,45,31630
10175,32,31631
10176,475,31632
10177,484,31634
10178,637,31635
10179,566,31636
10180,186,31637
10181,113,31638
10182,944,31639
10183,65,31641
10184,353,31642
10185,759,31643
10186,397,31645
10187,329,31647
10188,80,31648
10189,66,31649
10190,285,31650
10191,0,31698
10192,0,31699
10193,3176,31701
10194,3964,31705
10195,2252,31707
10196,1824,31709
10197,70,31711
10198,140,31712
10199,626,31714
10200,178,31716
10201,1109,31719
10202,12,31720
10203,797,31721
10204,16,31722
10205,1269,31730
10206,53,31733
10207,50,31735
10208,170,31738
10209,66,31743
10210,175,31744
10211,25,31747
10212,131,31749
10213,1324,31750
10214,0,31756
10215,459,31757
10216,1026,31763
10217,93,31764
10218,261,31765
10219,2098,31768
10220,417,31771
10221,37,31772
10222,312,31773
10223,564,31774
10224,180,31775
10225,174,31778
10226,753,31779
10227,163,31780
10228,202,31781
10229,57,31783
10230,36,31784
10231,150,31787
10232,857,31788
10233,48,31789
10234,93,31790
10235,1260,31791
10236,2091,31792
10237,195,31793
10238,2173,31794
10239,214,31795
10240,122,31796
10241,75,31798
10242,157,31801
10243,618,31803
10244,146,31804
10245,236,31805
10246,562,31806
10247,41,31807
10248,134,31808
10249,34,31810
10250,112,31811
10251,102,31812
10252,0,31814
10253,188,31815
10254,605,31816
10255,105,31820
10256,66,31821
10257,264,31822
10258,72,31823
10259,167,31824
10260,256,31825
10261,99,31826
10262,194,31827
10263,0,31829
10264,162,31830
10265,190,31831
10266,35,31832
10267,371,31833
10268,54,31836
10269,1175,31901
10270,3016,31903
10271,2568,31904
10272,111,31905
10273,2313,31906
10274,3782,31907
10275,1087,31909
10276,294,32003
10277,261,32008
10278,96,32009
10279,809,32011
10280,1201,32024
10281,1372,32025
10282,0,32026
10283,248,32033
10284,1271,32034
10285,779,32038
10286,444,32040
10287,1131,32043
10288,132,32044
10289,642,32046
10290,911,32052
10291,296,32053
10292,698,32054
10293,1502,32055
10294,207,32058
10295,101,32059
10296,1738,32060
10297,20,32061
10298,193,32062
10299,641,32063
10300,854,32064
10301,1224,32065
10302,307,32066
10303,2880,32068
10304,158,32071
10305,16,32072
10306,1858,32073
10307,0,32079
10308,677,32080
10309,102,32081
10310,420,32082
10311,81,32083
10312,1995,32084
10313,963,32086
10314,325,32087
10315,1235,32091
10316,517,32092
10317,136,32094
10318,260,32095
10319,235,32096
10320,532,32097
10321,179,32102
10322,606,32110
10323,739,32112
10324,449,32113
10325,4329,32114
10326,2625,32117
10327,1190,32118
10328,1656,32119
10329,76,32124
10330,1304,32127
10331,471,32128
10332,1160,32129
10333,262,32130
10334,265,32131
10335,463,32132
10336,0,32133
10337,719,32134
10338,97,32136
10339,1203,32137
10340,152,32139
10341,92,32140
10342,983,32141
10343,534,32145
10344,73,32147
10345,1090,32148
10346,10,32157
10347,1126,32159
10348,128,32162
10349,2176,32164
10350,1427,32168
10351,62,32169
10352,1533,32174
10353,598,32176
10354,2561,32177
10355,929,32179
10356,272,32180
10357,115,32181
10358,70,32187
10359,483,32189
10360,33,32190
10361,66,32193
10362,168,32195
10363,527,32202
10364,684,32204
10365,2610,32205
10366,2755,32206
10367,2560,32207
10368,3810,32208
10369,5058,32209
10370,5145,32210
10371,3040,32211
10372,0,32212
10373,2545,32216
10374,999,32217
10375,3918,32218
10376,787,32219
10377,897,32220
10378,1212,32221
10379,436,32222
10380,402,32223
10381,982,32224
10382,1209,32225
10383,530,32226
10384,0,32227
10385,0,32228
10386,927,32233
10387,455,32234
10388,4463,32244
10389,2316,32246
10390,850,32250
10391,1844,32254
10392,1030,32256
10393,1696,32257
10394,435,32258
10395,409,32259
10396,139,32266
10397,2006,32277
10398,1990,32301
10399,2522,32303
10400,3127,32304
10401,2150,32305
10402,789,32308
10403,666,32309
10404,1764,32310
10405,833,32311
10406,629,32312
10407,159,32317
10408,255,32320
10409,335,32321
10410,254,32322
10411,71,32323
10412,440,32324
10413,1472,32327
10414,221,32328
10415,43,32330
10416,400,32331
10417,190,32332
10418,874,32333
10419,71,32334
10420,95,32336
10421,1053,32340
10422,252,32343
10423,910,32344
10424,41,32346
10425,558,32347
10426,919,32348
10427,66,32350
10428,2139,32351
10429,562,32352
10430,2,32355
10431,45,32356
10432,90,32358
10433,100,32359
10434,6,32361
10435,0,32399
10436,2481,32401
10437,75,32403
10438,2241,32404
10439,2097,32405
10440,376,32407
10441,825,32408
10442,461,32409
10443,21,32410
10444,371,32413
10445,169,32420
10446,313,32421
10447,10,32423
10448,635,32424
10449,1115,32425
10450,88,32426
10451,79,32427
10452,1120,32428
10453,53,32430
10454,236,32431
10455,0,32432
10456,1600,32433
10457,424,32435
10458,107,32437
10459,363,32438
10460,321,32439
10461,327,32440
10462,188,32442
10463,162,32443
10464,772,32444
10465,63,32445
10466,608,32446
10467,0,32447
10468,1042,32448
10469,53,32449
10470,430,32455
10471,325,32456
10472,244,32459
10473,284,32460
10474,0,32461
10475,293,32462
10476,27,32463
10477,367,32464
10478,377,32465
10479,349,32466
10480,1403,32501
10481,182,32502
10482,2036,32503
10483,1141,32504
10484,3109,32505
10485,2233,32506
10486,1950,32507
10487,16,32508
10488,0,32509
10489,0,32511
10490,2196,32514
10491,1151,32526
10492,0,32530
10493,205,32531
10494,794,32533
10495,813,32534
10496,483,32535
10497,908,32536
10498,1251,32539
10499,336,32541
10500,25,32542
10501,0,32544
10502,1707,32547
10503,1369,32548
10504,164,32550
10505,209,32561
10506,831,32563
10507,128,32564
10508,203,32565
10509,1294,32566
10510,164,32567
10511,199,32568
10512,377,32569
10513,2229,32570
10514,1293,32571
10515,187,32577
10516,730,32578
10517,337,32579
10518,113,32580
10519,1599,32583
10520,991,32601
10521,169,32603
10522,632,32605
10523,501,32606
10524,1368,32607
10525,1693,32608
10526,1690,32609
10527,0,32612
10528,724,32615
10529,26,32616
10530,219,32617
10531,527,32618
10532,341,32619
10533,454,32621
10534,70,32622
10535,115,32625
10536,892,32626
10537,442,32628
10538,0,32631
10539,0,32639
10540,837,32640
10541,1314,32641
10542,449,32643
10543,13,32648
10544,580,32653
10545,946,32656
10546,8,32658
10547,34,32664
10548,268,32666
10549,97,32667
10550,339,32668
10551,339,32669
10552,1217,32680
10553,0,32681
10554,6,32683
10555,509,32686
10556,25,32692
10557,973,32693
10558,163,32694
10559,788,32696
10560,47,32697
10561,1003,32701
10562,247,32702
10563,3123,32703
10564,1365,32707
10565,1513,32708
10566,210,32709
10567,1736,32712
10568,752,32713
10569,1410,32714
10570,2448,32720
10571,1894,32724
10572,2839,32725
10573,1618,32726
10574,352,32730
10575,223,32732
10576,96,32735
10577,520,32736
10578,2785,32738
10579,250,32744
10580,792,32746
10581,880,32750
10582,690,32751
10583,433,32754
10584,1164,32757
10585,285,32759
10586,1580,32763
10587,176,32764
10588,1287,32765
10589,163,32766
10590,400,32767
10591,2126,32771
10592,2483,32773
10593,383,32776
10594,1084,32778
10595,242,32779
10596,2341,32780
10597,866,32784
10598,701,32789
10599,2091,32792
10600,1507,32796
10601,87,32798
10602,796,32801
10603,456,32803
10604,488,32804
10605,3990,32805
10606,976,32806
10607,3048,32807
10608,7120,32808
10609,2356,32809
10610,3135,32810
10611,3649,32811
10612,2140,32812
10613,27,32814
10614,1548,32817
10615,4853,32818
10616,632,32819
10617,412,32820
10618,577,32821
10619,5671,32822
10620,2305,32824
10621,3644,32825
10622,1066,32826
10623,116,32827
10624,1808,32828
10625,634,32829
10626,0,32830
10627,0,32831
10628,250,32832
10629,363,32833
10630,2040,32835
10631,477,32836
10632,1952,32837
10633,5257,32839
10634,1599,32901
10635,253,32903
10636,822,32904
10637,1952,32905
10638,2094,32907
10639,705,32908
10640,1213,32909
10641,768,32920
10642,2173,32922
10643,4,32925
10644,1569,32926
10645,911,32927
10646,516,32931
10647,392,32934
10648,2550,32935
10649,816,32937
10650,365,32940
10651,485,32948
10652,42,32949
10653,147,32950
10654,148,32951
10655,491,32952
10656,1326,32953
10657,1252,32955
10658,1011,32958
10659,1483,32960
10660,1214,32962
10661,71,32963
10662,495,32966
10663,1391,32967
10664,262,32968
10665,85,32970
10666,554,32976
10667,5,33001
10668,1470,33004
10669,3415,33009
10670,8050,33010
10671,10632,33012
10672,4149,33013
10673,5127,33014
10674,5331,33015
10675,5096,33016
10676,4057,33018
10677,205,33019
10678,4621,33020
10679,2238,33021
10680,4760,33023
10681,4100,33024
10682,2705,33025
10683,1121,33026
10684,2154,33027
10685,481,33028
10686,915,33029
10687,3404,33030
10688,185,33031
10689,4230,33032
10690,5226,33033
10691,2385,33034
10692,1274,33035
10693,10,33036
10694,314,33037
10695,10,33039
10696,1291,33040
10697,52,33042
10698,86,33043
10699,438,33050
10700,0,33051
10701,4830,33054
10702,4181,33055
10703,3370,33056
10704,3179,33060
10705,645,33062
10706,2730,33063
10707,3482,33064
10708,2625,33065
10709,563,33066
10710,330,33067
10711,3792,33068
10712,1620,33069
10713,98,33070
10714,916,33071
10715,784,33073
10716,238,33076
10717,0,33101
10718,0,33109
10719,0,33122
10720,9471,33125
10721,7213,33126
10722,4239,33127
10723,1618,33128
10724,357,33129
10725,4458,33130
10726,328,33131
10727,353,33132
10728,1982,33133
10729,2016,33134
10730,6417,33135
10731,2061,33136
10732,1317,33137
10733,2469,33138
10734,3077,33139
10735,529,33140
10736,3331,33141
10737,8703,33142
10738,1427,33143
10739,2633,33144
10740,2057,33145
10741,97,33146
10742,5755,33147
10743,39,33149
10744,3888,33150
10745,417,33154
10746,2822,33155
10747,651,33156
10748,4876,33157
10749,73,33158
10750,1300,33160
10751,4496,33161
10752,3460,33162
10753,4709,33165
10754,1459,33166
10755,1778,33167
10756,2136,33168
10757,2889,33169
10758,1387,33170
10759,3746,33172
10760,1496,33173
10761,3200,33174
10762,3500,33175
10763,2554,33176
10764,4066,33177
10765,1323,33178
10766,2805,33179
10767,423,33180
10768,1352,33181
10769,685,33182
10770,2714,33183
10771,1660,33184
10772,1181,33185
10773,2334,33186
10774,791,33187
10775,2280,33189
10776,1104,33190
10777,3736,33193
10778,116,33194
10779,2007,33196
10780,209,33301
10781,1029,33304
10782,400,33305
10783,36,33306
10784,616,33308
10785,2417,33309
10786,8715,33311
10787,3508,33312
10788,6146,33313
10789,1658,33314
10790,919,33315
10791,351,33316
10792,1237,33317
10793,3285,33319
10794,1987,33321
10795,1476,33322
10796,522,33323
10797,1092,33324
10798,988,33325
10799,610,33326
10800,174,33327
10801,665,33328
10802,149,33330
10803,267,33331
10804,72,33332
10805,1958,33334
10806,1909,33351
10807,2039,33401
10808,644,33403
10809,2014,33404
10810,1384,33405
10811,1539,33406
10812,2258,33407
10813,326,33408
10814,2363,33409
10815,807,33410
10816,2207,33411
10817,223,33412
10818,703,33413
10819,1491,33414
10820,4829,33415
10821,2886,33417
10822,541,33418
10823,759,33426
10824,1025,33428
10825,2956,33430
10826,316,33431
10827,428,33432
10828,921,33433
10829,495,33434
10830,2081,33435
10831,1230,33436
10832,758,33437
10833,40,33438
10834,1862,33440
10835,2094,33441
10836,1197,33442
10837,1620,33444
10838,1111,33445
10839,460,33446
10840,98,33449
10841,474,33455
10842,1024,33458
10843,2647,33460
10844,4086,33461
10845,1699,33462
10846,3373,33463
10847,1337,33467
10848,165,33469
10849,593,33470
10850,395,33471
10851,221,33472
10852,11,33473
10853,867,33476
10854,98,33477
10855,74,33478
10856,81,33480
10857,184,33483
10858,808,33484
10859,341,33486
10860,220,33487
10861,222,33493
10862,248,33496
10863,172,33498
10864,0,33503
10865,1396,33510
10866,2278,33511
10867,567,33513
10868,155,33514
10869,34,33521
10870,1577,33523
10871,1237,33525
10872,767,33527
10873,1329,33534
10874,440,33538
10875,552,33540
10876,1160,33541
10877,1882,33542
10878,632,33543
10879,805,33544
10880,612,33545
10881,375,33547
10882,135,33548
10883,562,33549
10884,337,33556
10885,398,33558
10886,730,33559
10887,2168,33563
10888,920,33565
10889,1027,33566
10890,697,33567
10891,910,33569
10892,1772,33570
10893,442,33572
10894,471,33573
10895,103,33576
10896,2419,33578
10897,889,33579
10898,1391,33584
10899,46,33585
10900,1002,33592
10901,1219,33594
10902,356,33596
10903,596,33597
10904,1139,33598
10905,1112,33602
10906,2172,33603
10907,4260,33604
10908,2824,33605
10909,374,33606
10910,2943,33607
10911,572,33609
10912,5658,33610
10913,1103,33611
10914,6211,33612
10915,3251,33613
10916,4998,33614
10917,3353,33615
10918,889,33616
10919,4240,33617
10920,600,33618
10921,3862,33619
10922,9,33620
10923,25,33621
10924,1955,33624
10925,1382,33625
10926,232,33626
10927,421,33629
10928,1108,33634
10929,1101,33635
10930,1091,33637
10931,1336,33647
10932,1421,33701
10933,1427,33702
10934,882,33703
10935,712,33704
10936,1912,33705
10937,449,33706
10938,1235,33707
10939,518,33708
10940,1716,33709
10941,1237,33710
10942,1832,33711
10943,2139,33712
10944,2025,33713
10945,2432,33714
10946,44,33715
10947,846,33716
10948,0,33744
10949,2273,33755
10950,2535,33756
10951,700,33759
10952,1233,33760
10953,638,33761
10954,65,33762
10955,853,33763
10956,986,33764
10957,974,33765
10958,48,33767
10959,1633,33770
10960,2225,33771
10961,919,33772
10962,1008,33773
10963,999,33774
10964,170,33776
10965,693,33777
10966,632,33778
10967,2187,33781
10968,932,33782
10969,142,33785
10970,13,33786
10971,3385,33801
10972,1053,33803
10973,2290,33805
10974,1454,33809
10975,2254,33810
10976,620,33811
10977,295,33812
10978,467,33813
10979,1321,33815
10980,2048,33823
10981,1825,33825
10982,150,33827
10983,1428,33830
10984,384,33834
10985,1163,33837
10986,323,33838
10987,216,33839
10988,378,33841
10989,816,33843
10990,2479,33844
10991,8,33847
10992,48,33848
10993,31,33849
10994,457,33850
10995,75,33851
10996,938,33852
10997,1312,33853
10998,27,33854
10999,0,33855
11000,21,33856
11001,102,33857
11002,806,33859
11003,807,33860
11004,26,33865
11005,0,33867
11006,496,33868
11007,2062,33870
11008,577,33872
11009,1183,33873
11010,240,33875
11011,273,33876
11012,76,33877
11013,2995,33880
11014,2676,33881
11015,1102,33884
11016,374,33890
11017,412,33896
11018,745,33897
11019,932,33898
11020,1411,33901
11021,1183,33903
11022,1350,33904
11023,1879,33905
11024,1504,33907
11025,599,33908
11026,1254,33909
11027,220,33912
11028,334,33913
11029,986,33914
11030,2376,33916
11031,1491,33917
11032,661,33919
11033,155,33920
11034,0,33921
11035,213,33922
11036,0,33924
11037,206,33928
11038,89,33930
11039,318,33931
11040,1500,33935
11041,2089,33936
11042,0,33944
11043,0,33945
11044,15,33946
11045,203,33947
11046,686,33948
11047,684,33950
11048,2093,33952
11049,208,33953
11050,361,33954
11051,331,33955
11052,74,33956
11053,40,33957
11054,38,33960
11055,0,33965
11056,289,33966
11057,810,33967
11058,1903,33971
11059,830,33972
11060,1298,33973
11061,1220,33974
11062,1169,33976
11063,472,33980
11064,338,33981
11065,354,33982
11066,593,33983
11067,1423,33990
11068,602,33991
11069,1046,33993
11070,0,34101
11071,330,34102
11072,280,34103
11073,954,34104
11074,244,34105
11075,325,34108
11076,585,34109
11077,272,34110
11078,938,34112
11079,558,34113
11080,510,34114
11081,2131,34116
11082,449,34117
11083,550,34119
11084,646,34120
11085,162,34134
11086,1500,34135
11087,62,34137
11088,0,34138
11089,35,34139
11090,0,34140
11091,0,34141
11092,2523,34142
11093,173,34145
11094,15,34201
11095,331,34202
11096,1959,34203
11097,2507,34205
11098,2708,34207
11099,2486,34208
11100,1057,34209
11101,639,34210
11102,0,34211
11103,345,34212
11104,0,34215
11105,28,34216
11106,108,34217
11107,322,34219
11108,2092,34221
11109,318,34222
11110,476,34223
11111,671,34224
11112,20,34228
11113,106,34229
11114,1020,34231
11115,1430,34232
11116,401,34233
11117,1829,34234
11118,384,34235
11119,571,34236
11120,1128,34237
11121,227,34238
11122,613,34239
11123,96,34240
11124,181,34241
11125,46,34242
11126,705,34243
11127,81,34251
11128,2441,34266
11129,0,34268
11130,123,34269
11131,573,34275
11132,635,34285
11133,652,34286
11134,1346,34287
11135,185,34288
11136,134,34289
11137,127,34291
11138,283,34292
11139,806,34293
11140,1276,34420
11141,871,34428
11142,404,34429
11143,325,34431
11144,888,34432
11145,172,34433
11146,406,34434
11147,552,34436
11148,773,34442
11149,0,34445
11150,917,34446
11151,822,34448
11152,259,34449
11153,543,34450
11154,721,34452
11155,821,34453
11156,450,34461
11157,1477,34465
11158,1523,34470
11159,1311,34471
11160,2163,34472
11161,1773,34473
11162,959,34474
11163,1673,34475
11164,877,34476
11165,935,34479
11166,1180,34480
11167,543,34481
11168,1260,34482
11169,108,34484
11170,1078,34488
11171,1092,34491
11172,41,34498
11173,2009,34601
11174,414,34602
11175,552,34604
11176,2036,34606
11177,590,34607
11178,2446,34608
11179,1599,34609
11180,835,34610
11181,903,34613
11182,418,34614
11183,96,34637
11184,555,34638
11185,722,34639
11186,2216,34652
11187,3117,34653
11188,1512,34654
11189,840,34655
11190,10,34661
11191,2348,34667
11192,4551,34668
11193,800,34669
11194,677,34677
11195,8,34679
11196,0,34681
11197,1056,34683
11198,910,34684
11199,222,34685
11200,96,34688
11201,1720,34689
11202,1159,34690
11203,1644,34691
11204,527,34695
11205,1502,34698
11206,167,34705
11207,2471,34711
11208,1186,34714
11209,534,34715
11210,706,34731
11211,184,34734
11212,863,34736
11213,91,34737
11214,47,34739
11215,4544,34741
11216,3360,34743
11217,3290,34744
11218,2296,34746
11219,324,34747
11220,2494,34748
11221,457,34753
11222,99,34756
11223,3169,34758
11224,2855,34759
11225,50,34760
11226,2049,34761
11227,23,34762
11228,1847,34769
11229,411,34771
11230,1344,34772
11231,121,34773
11232,686,34785
11233,544,34786
11234,2092,34787
11235,1045,34788
11236,40,34797
11237,187,34945
11238,650,34946
11239,1192,34947
11240,140,34949
11241,2058,34950
11242,565,34951
11243,2047,34952
11244,2966,34953
11245,467,34956
11246,897,34957
11247,1411,34972
11248,1309,34974
11249,218,34981
11250,1688,34982
11251,1568,34983
11252,698,34984
11253,713,34986
11254,78,34987
11255,322,34990
11256,1059,34994
11257,256,34996
11258,1358,34997
11259,266,35004
11260,423,35005
11261,90,35006
11262,720,35007
11263,1812,35010
11264,0,35013
11265,145,35014
11266,788,35016
11267,157,35019
11268,3193,35020
11269,777,35022
11270,1128,35023
11271,471,35031
11272,2,35032
11273,165,35033
11274,219,35034
11275,0,35035
11276,63,35036
11277,639,35040
11278,193,35042
11279,92,35043
11280,537,35044
11281,1200,35045
11282,406,35046
11283,104,35049
11284,519,35051
11285,0,35052
11286,74,35053
11287,161,35054
11288,1012,35055
11289,635,35057
11290,491,35058
11291,22,35060
11292,249,35061
11293,376,35062
11294,277,35063
11295,1006,35064
11296,280,35068
11297,25,35070
11298,258,35071
11299,399,35072
11300,129,35073
11301,0,35074
11302,629,35077
11303,124,35078
11304,317,35079
11305,209,35080
11306,0,35082
11307,173,35083
11308,574,35085
11309,167,35087
11310,121,35089
11311,94,35091
11312,532,35094
11313,340,35096
11314,50,35097
11315,50,35098
11316,435,35111
11317,0,35112
11318,130,35114
11319,910,35115
11320,120,35116
11321,67,35117
11322,143,35118
11323,0,35119
11324,535,35120
11325,536,35121
11326,306,35124
11327,950,35125
11328,795,35126
11329,323,35127
11330,435,35128
11331,183,35130
11332,367,35131
11333,85,35133
11334,70,35135
11335,116,35136
11336,32,35139
11337,169,35143
11338,395,35146
11339,151,35147
11340,192,35148
11341,90,35149
11342,1494,35150
11343,491,35151
11344,2227,35160
11345,195,35171
11346,168,35172
11347,500,35173
11348,251,35175
11349,51,35176
11350,298,35178
11351,435,35179
11352,617,35180
11353,0,35183
11354,310,35184
11355,121,35186
11356,0,35187
11357,109,35188
11358,531,35203
11359,1879,35204
11360,1207,35205
11361,1633,35206
11362,1248,35207
11363,1481,35208
11364,1169,35209
11365,713,35210
11366,3123,35211
11367,1634,35212
11368,119,35213
11369,1540,35214
11370,4692,35215
11371,1033,35216
11372,1461,35217
11373,1041,35218
11374,605,35221
11375,723,35222
11376,37,35223
11377,633,35224
11378,345,35226
11379,979,35228
11380,0,35229
11381,11,35233
11382,617,35234
11383,1096,35235
11384,387,35242
11385,244,35243
11386,386,35244
11387,98,35254
11388,2013,35401
11389,1147,35404
11390,1800,35405
11391,150,35406
11392,65,35441
11393,442,35442
11394,402,35443
11395,174,35444
11396,69,35446
11397,185,35447
11398,109,35452
11399,504,35453
11400,70,35456
11401,0,35457
11402,24,35458
11403,140,35459
11404,76,35460
11405,58,35461
11406,643,35462
11407,40,35463
11408,148,35464
11409,390,35466
11410,48,35469
11411,640,35470
11412,479,35473
11413,303,35474
11414,230,35475
11415,563,35476
11416,18,35477
11417,39,35480
11418,301,35481
11419,153,35490
11420,751,35501
11421,546,35503
11422,635,35504
11423,183,35540
11424,182,35541
11425,86,35542
11426,125,35543
11427,46,35544
11428,8,35545
11429,322,35546
11430,127,35548
11431,333,35549
11432,507,35550
11433,82,35552
11434,268,35553
11435,27,35554
11436,799,35555
11437,0,35559
11438,310,35563
11439,212,35564
11440,859,35565
11441,755,35570
11442,12,35571
11443,84,35572
11444,100,35574
11445,52,35575
11446,187,35576
11447,5,35577
11448,351,35578
11449,167,35579
11450,173,35580
11451,375,35581
11452,349,35582
11453,55,35584
11454,55,35585
11455,285,35586
11456,39,35587
11457,502,35592
11458,63,35593
11459,371,35594
11460,2332,35601
11461,1829,35603
11462,51,35610
