,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,us
0,216271644,27437114,59093612,62853315,41377068,25510535,259992659,35556133,41824672,22623950,36003301,28542281,30968277,21795300,9190131,33488614,73392369,1
