,NAME,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P004002,P013001,P013002,P013003,P015001,P017001,P031001,us
0,United States,308745538,223553265,38929319,2932248,14674252,540013,19107368,9009073,258267944,37.2,35.8,38.5,116716292,2.58,74181467,1
