,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,county,state
942,1338,99,344,568,235,92,1562,123,228,110,263,262,260,160,32,124,407,83,20
943,2216,115,960,788,255,98,2492,202,416,289,528,337,357,179,40,144,576,89,20
944,2449,537,672,912,210,118,3024,380,546,300,420,358,438,271,74,237,1153,93,20
945,6354,694,1862,2367,961,470,7963,626,1675,794,1183,1044,1311,695,169,466,2254,159,20
946,2941,339,813,1124,494,171,3418,277,573,349,591,525,540,224,51,288,1033,185,20
947,19413,1664,5501,6690,3881,1677,23289,1665,3568,2151,3250,3291,3780,2470,1012,2102,6700,113,20
948,10988,1003,4132,3580,1548,725,12878,1151,1972,1299,1932,1866,2000,1225,455,978,3721,139,20
949,831,95,289,195,200,52,978,82,163,82,150,190,141,77,22,71,279,71,20
950,5869,435,2147,2061,910,316,6860,439,1173,665,1093,742,975,699,158,916,1824,31,20
951,23369,2259,6574,7780,4221,2535,32003,3942,7109,3931,5014,3493,4056,2193,669,1596,8444,37,20
952,17221,1167,4184,5743,4297,1830,23633,1622,5161,2116,3790,2749,3424,1688,945,2138,6212,51,20
953,4521,457,1623,1586,584,271,5146,516,880,653,863,789,596,379,137,333,1315,73,20
954,14004,1790,4504,5241,1614,855,16502,1596,2868,1897,2900,2433,2206,1285,337,980,4850,99,20
955,6786,727,2706,2394,708,251,7813,954,1271,805,1083,1058,1180,719,222,521,2221,107,20
956,328321,35679,86253,105699,66165,34525,398004,49612,62601,33589,57918,48659,52911,38110,14478,40126,133852,173,20
957,13265,4354,3539,3765,1185,422,16808,2362,3122,1342,2615,2539,1970,1308,352,1198,7201,175,20
958,3523,174,1156,1373,490,330,3961,212,551,435,757,739,615,348,51,253,901,157,20
959,1934,130,655,619,418,112,2133,103,368,272,385,274,307,201,38,185,506,65,20
960,388234,16797,56131,103223,132207,79876,457966,42067,59650,28998,49771,46176,62850,48024,21833,98597,145352,91,20
961,67159,3172,12299,18136,17727,15825,99142,9031,23215,9326,12938,9614,12207,8504,3305,11002,22138,45,20
962,1808,119,566,679,324,120,2004,108,360,119,287,290,365,220,73,182,594,179,20
963,22327,1149,7241,8161,3876,1900,26101,2635,3238,2058,3527,3393,3852,2894,1143,3361,8295,121,20
964,3743,884,849,1225,594,191,4541,538,684,347,490,580,784,497,200,421,1762,69,20
965,1087,92,329,379,229,58,1231,109,167,78,247,160,164,103,66,137,429,199,20
966,1855,148,512,730,335,130,2160,206,388,210,299,352,301,220,57,127,612,17,20
967,3555,664,1083,1232,405,171,4275,653,796,269,501,490,581,423,92,470,1762,189,20
968,3911,316,1477,1372,562,184,4510,379,722,446,736,663,721,369,138,336,1281,201,20
969,1461,228,440,496,224,73,1686,119,248,178,299,240,255,121,41,185,586,203,20
970,2490,308,923,845,309,105,2824,217,535,286,598,473,330,218,33,134,729,19,20
971,1852,266,681,662,158,85,2338,276,339,245,468,243,385,149,79,154,720,129,20
972,3972,386,1466,1482,528,110,4668,620,798,478,681,713,599,376,190,213,1042,137,20
973,43237,5312,12514,16755,5873,2783,51413,4980,9383,5196,8450,6633,7674,4325,1468,3304,14462,155,20
974,18253,2267,5960,6940,2161,925,21628,2026,3448,2303,3748,2800,3162,2083,538,1520,6492,9,20
975,6194,539,1916,2426,772,541,7438,493,1376,791,1342,971,1165,702,128,470,2067,29,20
976,5113,506,1947,1791,645,224,6508,701,1173,615,1102,750,1082,525,207,353,1574,43,20
977,2062,361,557,757,286,101,2389,240,328,192,311,348,472,260,47,191,692,47,20
978,2503,766,464,833,295,145,3111,491,506,217,465,500,403,224,64,241,1179,81,20
979,1163,76,361,448,206,72,1387,100,206,106,302,152,212,137,29,143,407,101,20
980,2294,210,693,860,347,184,2580,147,416,280,509,333,394,179,121,201,642,165,20
981,3302,484,1000,938,630,250,3949,276,585,217,564,363,781,431,146,586,1231,171,20
982,8329,846,2741,2752,1356,634,9935,809,1793,1116,1742,1381,1277,954,209,654,2587,115,20
983,10777,877,3362,4449,1173,916,12828,1437,2054,1496,2184,1873,1683,1014,284,803,4038,133,20
984,6564,439,2583,2152,878,512,7602,649,1376,630,1399,1129,1047,674,184,514,2495,13,20
985,4109,212,1501,1482,682,232,4832,531,701,381,639,884,679,489,131,397,1440,143,20
986,3769,257,1367,1334,570,241,4406,266,718,440,819,698,686,371,131,277,1265,147,20
987,37648,1556,6569,12387,9250,7886,64573,7208,16114,5002,9918,7831,6911,4528,1866,5195,12736,161,20
988,3411,252,1207,1272,393,287,3865,267,600,495,604,493,526,412,85,383,1175,7,20
989,2165,189,694,808,318,156,2421,127,404,272,474,352,373,144,66,209,553,39,20
990,13182,1290,4540,4606,1937,809,15306,1378,2522,1533,2419,2111,2422,1525,455,941,4633,41,20
991,13175,979,5184,4219,1887,906,15288,1290,2056,1311,2119,2029,2609,2033,577,1264,4416,87,20
992,12759,2241,5274,3284,1225,735,15144,2061,2880,1529,2363,2043,1823,1053,384,1008,4334,97,21
993,8971,1995,3752,2172,610,442,10375,1293,2238,978,1547,1493,1220,674,198,734,2832,31,21
994,6044,1052,2819,1458,403,312,7097,830,1262,643,968,992,960,513,230,699,1989,223,21
995,8612,1794,3591,2268,540,419,10214,1299,2351,1120,1550,1082,1439,602,290,481,2305,61,21
996,3297,741,1401,849,152,154,3862,390,788,704,619,397,471,347,61,85,918,105,21
997,5654,881,2491,1492,438,352,6635,954,1174,752,910,811,771,656,199,408,2059,23,21
998,6547,902,2636,2092,519,398,7331,735,1730,746,1077,966,637,667,172,601,1174,143,21
999,30234,3219,11706,10025,3352,1932,35989,4229,5459,2963,5503,5170,5030,3653,1276,2706,11063,179,21
1000,14446,3901,5567,3333,856,789,16912,2607,3999,1801,3425,1770,1737,764,284,525,4582,231,21
1001,9518,2470,3859,2034,565,590,11086,2056,2346,1176,1847,1258,1030,571,273,529,3017,135,21
1002,13137,2500,5721,3213,926,777,15422,1791,3352,1641,2522,1925,1865,1255,262,809,4743,155,21
1003,10227,1586,3117,3794,1056,674,11742,1147,2204,1135,2048,1435,1481,976,488,828,3104,221,21
1004,17839,1978,4936,5079,3480,2366,21048,2303,2768,1856,3376,2610,2864,1988,865,2418,5882,239,21
1005,83393,6077,22478,28578,16762,9498,99303,10765,13178,7690,13411,10391,13399,10349,4220,15900,34111,15,21
1006,7534,2397,2845,1618,386,288,8710,2134,2113,889,1420,650,773,403,103,225,2308,131,21
1007,33487,4551,9834,9059,5790,4253,41057,4881,7624,3934,5893,5012,5345,3090,1231,4047,12783,113,21
1008,21046,6743,7859,4347,967,1130,25274,5242,6495,3115,3699,2427,2236,1115,293,652,7438,121,21
1009,10958,2554,4562,2572,715,555,12748,2526,2279,1823,2025,1332,1189,725,317,532,3687,127,21
1010,16385,4101,6272,4103,1035,874,18889,3253,4254,2196,3423,1820,1881,1004,301,757,4951,133,21
1011,6743,1139,3140,1863,406,195,7721,1029,1331,707,1459,979,823,631,290,472,1931,139,21
1012,45970,5390,13930,15512,6875,4263,53326,6124,9001,6217,9012,5723,6356,3860,1765,5268,14327,145,21
1013,43282,10540,16546,10573,2963,2660,50937,8303,11604,5868,8283,5391,4661,2901,1098,2828,12943,195,21
1014,31052,4278,9723,9507,4447,3097,36871,4599,5472,3052,5874,4150,4996,3233,1184,4311,10838,211,21
1015,23150,4845,8325,5374,2503,2103,28737,4866,6972,3315,4706,3131,2523,1644,485,1095,8725,235,21
1016,15096,1777,5646,4647,1974,1052,17619,2182,2745,1300,2393,2538,3050,1672,577,1162,5320,5,21
1017,13844,2709,6184,3577,754,620,16229,2073,3349,1973,2612,1903,1785,1319,439,776,4634,27,21
1018,26169,6557,9187,7132,1653,1640,30671,5297,7693,3779,4693,3184,2575,1766,572,1112,8120,71,21
1019,34882,4421,10673,9874,6189,3725,41153,3420,6335,3697,5806,5327,7053,4615,1664,3236,10389,73,21
1020,110904,11568,32281,34169,20853,12033,130732,12868,20094,11467,18381,16822,18793,12465,5105,14737,39552,117,21
1021,12234,3259,5128,2912,559,376,14454,3590,4511,1675,2090,1103,619,497,146,223,3949,147,21
1022,53820,7089,15223,15188,9966,6354,72796,8444,17594,7701,9748,7180,8456,6407,2184,5082,18605,151,21
1023,8805,2592,3056,2264,424,469,10335,2130,2657,906,1640,841,991,704,199,267,2970,153,21
1024,6925,1578,2729,1779,391,448,8008,939,1769,1045,1340,1030,1123,393,99,270,2364,169,21
1025,3095,924,1164,521,206,280,3714,759,1130,311,525,343,287,188,73,98,942,189,21
1026,13920,2470,3962,3768,1470,2250,20464,3339,4901,2267,3314,2112,2113,999,401,1018,4568,205,21
1027,12102,1839,5061,3369,1176,657,14279,1910,2297,1394,2696,1851,1859,1060,353,859,4368,213,21
1028,16512,2607,6441,4353,1675,1436,20713,2528,4665,2829,3562,2750,1803,1177,401,998,5650,217,21
1029,24963,3524,8693,7338,3608,1800,29055,3371,4721,2913,4882,3645,3472,2511,1041,2499,8129,49,21
1030,8075,1798,3219,2044,564,450,9568,1464,1893,981,1486,1279,1091,669,192,513,3344,219,21
1031,3435,567,1195,1142,318,213,3973,438,650,544,681,632,462,246,68,252,1094,39,21
1032,7122,1673,2950,1662,504,333,8363,910,1777,1174,1221,891,837,595,268,690,2737,41,21
1033,7129,2019,2823,1570,397,320,8328,1357,1595,1047,1828,819,785,391,221,285,2249,53,21
1034,10241,2456,4779,1991,640,375,11817,1585,3337,1368,1824,1189,1220,654,259,381,3092,65,21
1035,5790,1096,2651,1352,493,198,6885,897,1237,739,1175,751,707,670,190,519,2164,77,21
1036,12191,2404,4662,3209,1178,738,14044,1592,2522,1401,2541,1529,1937,1141,298,1083,3832,79,21
1037,25554,3346,9285,8533,2660,1730,29550,4051,5694,3355,3978,3407,3249,2412,1046,2358,7813,89,21
1038,9848,2228,3625,2679,756,560,11559,1596,2096,1437,1971,1423,1201,758,412,665,3550,69,21
1039,62597,5955,19592,17052,12818,7180,75596,7757,13198,5812,10415,8390,10660,7495,2836,9033,19628,37,21
1040,18647,3934,7383,4726,1594,1010,22338,3928,5060,2526,3359,2661,2074,1222,346,1162,6138,43,21
1041,5538,1300,2504,1321,240,173,6377,2198,1468,583,769,513,303,275,49,219,1411,63,21
1042,15908,2761,7120,4054,1233,740,19234,2367,3885,1981,3387,2178,2356,1321,493,1266,6723,81,21
1043,524906,54052,141997,159432,99063,70362,620405,63315,101900,54117,89925,77004,84634,55968,22812,70730,171767,111,21
1044,9860,1643,3981,3032,614,590,11539,1245,2085,1422,2292,1262,1599,760,391,483,3143,123,21
1045,18311,3241,7428,4934,1863,845,21652,3236,3846,2432,3125,2972,2837,1787,500,917,6362,141,21
1046,11689,1644,4458,3430,1109,1048,13902,2012,2624,1424,2120,1563,1738,979,305,1137,4021,161,21
1047,14944,2308,5679,4413,1406,1138,17459,1927,3063,1793,2710,2356,2169,1538,501,1402,4772,167,21
1048,10055,1733,4317,2760,721,524,11817,1430,2183,1169,1991,1539,1344,1179,274,708,3292,191,21
1049,1543,390,516,371,205,61,1804,283,327,246,290,203,163,147,44,101,439,201,21
1050,12466,2998,4584,3209,965,710,14426,2038,3138,1780,2714,1568,1582,783,283,540,3994,207,21
1051,12562,1408,4429,4239,1453,1033,14700,1918,1907,883,2051,1909,2033,1752,594,1653,4121,215,21
1052,7983,1364,3211,1992,633,783,9630,737,2095,849,1803,1201,1257,896,279,513,2800,229,21
1053,8116,1947,3267,1954,636,312,9636,1407,2151,1119,1579,1268,954,476,161,521,3090,11,21
1054,5710,839,2090,1978,463,340,6678,884,1218,689,1021,804,741,439,141,741,1818,7,21
1055,29531,5262,11960,7513,2904,1892,34923,4335,6941,4682,5912,3821,4483,2244,920,1585,10263,9,21
1056,19764,2610,7036,5573,2329,2216,24789,3137,5500,2543,3877,3107,2600,1749,557,1719,5897,21,21
1057,7931,1927,3271,1862,488,383,9164,940,2054,1339,1418,1250,1030,490,163,480,2349,87,21
1058,5803,805,2537,1815,365,281,6918,924,1299,678,991,809,843,573,293,508,2209,91,21
1059,19089,5455,6655,4810,1189,980,22287,4422,5664,2846,3668,1925,1755,983,325,699,6295,95,21
1060,8547,2339,3313,2195,373,327,10123,2496,2636,838,1394,872,1008,418,185,276,2498,159,21
1061,70244,6868,21312,25537,9288,7239,85461,9679,15038,6877,12841,10553,11347,7919,3062,8145,26694,93,21
1062,16843,3593,7219,4216,1062,753,19639,2809,4019,2523,3027,2384,2329,1416,526,606,5773,137,21
1063,6476,1006,2617,2155,382,316,7514,1034,1248,838,1204,816,882,666,318,508,2236,149,21
1064,7414,1734,3022,1564,592,502,8676,1142,1800,1116,1509,1002,1040,455,122,490,2406,171,21
1065,16486,3306,7134,4237,911,898,19354,2342,4066,2154,3683,2504,2073,1231,365,936,5681,183,21
1066,8358,1764,3636,1837,575,546,9877,1389,2360,1193,1540,849,1136,829,175,406,2980,197,21
1067,9722,1325,4279,3017,609,492,12414,1958,2333,1255,2295,1423,1425,515,192,1018,2980,225,21
1068,9066,1870,3970,2409,542,275,10653,1706,1896,1360,1857,1309,1063,646,247,569,3027,233,21
1069,9005,998,4171,2351,623,862,10369,1016,1875,1264,1674,1225,1541,776,365,633,2852,33,21
1070,23728,2756,7468,6673,3830,3001,32750,4657,8258,3357,4708,3165,3674,2238,799,1894,6979,35,21
1071,11001,2822,4141,2679,667,692,12929,2309,2711,1679,2091,1496,1127,722,246,548,3537,45,21
1072,41214,5945,13687,14659,3913,3010,54941,7294,9523,5054,8976,8396,7479,4217,1179,2823,19939,47,21
1073,66803,7305,23650,21403,8843,5602,79025,8549,14018,7717,12242,9996,10880,6460,2375,6788,24144,59,21
1074,17689,3462,7710,4772,899,846,20894,2888,4669,2661,3315,2312,2331,1385,472,861,6326,85,21
1075,31892,4363,11398,10771,2978,2382,37291,3740,7051,4026,6063,5050,4680,3483,610,2588,10750,101,21
1076,10691,1757,4780,2989,701,464,12642,1349,2298,1209,2170,1808,1681,1022,415,690,3707,103,21
1077,31931,4604,12957,9357,2879,2134,37160,5508,5953,4484,5860,4231,4387,3244,899,2594,10671,107,21
1078,9173,2355,4049,1805,550,414,10863,2287,2114,1326,1641,1016,1274,842,105,258,3035,109,21
1079,40974,8656,16124,10865,3259,2070,48447,7411,9926,5868,7683,5740,5796,2839,879,2305,14008,125,21
1080,22633,3042,8552,7073,2235,1731,25882,2751,4352,2753,4298,3052,3278,2010,907,2481,6409,157,21
1081,19235,2348,6862,6684,1989,1352,22919,3283,3792,1943,3434,2352,3191,2101,899,1924,6847,163,21
1082,18653,3054,7176,5258,1836,1329,22031,2971,4478,2222,3774,2591,2792,1579,440,1184,6631,173,21
1083,4810,991,2106,1211,254,248,5697,722,1109,672,1071,673,661,408,125,256,1646,181,21
1084,42779,2774,9693,13042,10430,6840,51330,8158,7938,3229,5071,4600,5489,4720,2202,9923,16655,185,21
1085,7401,1275,3573,1839,479,235,8666,1293,1640,1138,1353,957,913,647,305,420,2548,187,21
1086,11794,2634,5156,2606,805,593,13760,1970,2920,1670,2357,1465,1567,907,233,671,3749,203,21
1087,33953,3428,10560,10413,5761,3791,41017,3959,6406,3445,5575,5059,5230,3945,1775,5623,13487,209,21
1088,74913,8871,22026,21249,13718,9049,100390,11892,21034,9651,14976,12298,11881,7669,2806,8183,27752,227,21
1089,14073,2878,5491,3681,1274,749,16575,2119,2959,1904,3049,2257,2267,991,356,673,4910,3,21
1090,13912,2155,5089,4030,1712,926,16303,1687,2773,1680,2729,2024,2333,1281,573,1223,4561,17,21
1091,34571,3862,11734,12277,4012,2686,40021,5855,7991,4143,5793,4390,4430,3361,1224,2834,10199,19,21
1092,54121,6856,22347,17382,4923,2613,64063,6157,10157,5737,10019,8133,9759,6248,2763,5090,17933,29,21
1093,6428,1165,2519,1891,505,348,7435,933,1456,835,1430,877,620,585,172,527,2072,55,21
1094,203859,19345,41711,57518,48624,36661,258895,26715,49382,23164,37271,29574,30148,21851,8848,31942,66314,67,21
1095,4408,927,1494,1331,382,274,5162,699,1337,624,852,535,589,287,73,166,1312,75,21
1096,16083,3269,5567,4820,1410,1017,18760,3228,4317,1981,2924,1824,1951,1310,373,852,5192,115,21
1097,10785,2867,3777,2755,619,767,12974,1974,3569,1515,2100,1230,1110,708,296,472,3241,119,21
1098,4668,1031,1957,1150,338,192,5315,694,971,632,811,826,889,289,64,139,1333,165,21
1099,9834,2478,3649,2509,644,554,11289,3088,2137,1059,1748,1104,1054,509,190,400,2451,175,21
1100,21552,4327,9220,5573,1306,1126,25789,4093,5034,3351,4145,2686,2727,1724,555,1474,6540,177,21
1101,19143,4484,6792,5458,1120,1289,22291,3885,5195,2419,3566,2363,2286,1154,394,1029,6057,193,21
1102,44738,8324,17318,12286,4059,2751,52125,6549,12677,6438,8035,6379,5430,3155,809,2653,14278,199,21
1103,5045,1549,1986,1119,194,197,5839,1151,1792,761,856,597,255,274,34,119,1683,237,21
1104,14739,5456,4888,2993,755,647,17157,3439,4760,1955,2817,1382,1307,1018,148,331,4453,51,21
1105,12861,2966,4823,3040,997,1035,16137,2332,3868,1901,2896,1787,1692,834,205,622,3793,1,21
1106,19355,6345,6945,4264,897,904,22607,4584,6151,3254,3269,1861,1747,1047,208,486,5856,13,21
1107,9298,2529,3281,2315,556,617,11015,1942,3196,1442,1468,1068,852,538,172,337,2730,25,21
1108,4742,878,1768,1471,408,217,5533,827,1264,640,839,695,771,254,74,169,1466,57,21
1109,25225,4164,9841,7129,2444,1647,29833,3979,6024,3655,4385,3644,3405,2265,806,1670,9028,83,21
1110,12494,3140,4997,2787,889,681,14724,2230,3328,1581,2053,1628,1981,1026,412,485,4581,99,21
1111,4943,1467,1970,1064,195,247,5609,1255,1402,705,783,479,491,266,145,83,1362,129,21
1112,39293,9495,16393,8653,3570,1182,46875,7074,8566,4817,7211,4666,5469,3224,1403,4445,15624,113,22
1113,34811,4109,12336,10619,5842,1905,41935,6751,5937,3227,4888,4453,4553,4084,1911,6131,13250,89,22
1114,65714,15682,26097,13229,7468,3238,78650,12013,13681,7759,11312,7722,8694,6404,2615,8450,23112,57,22
1115,13563,3197,5511,3315,1106,434,16167,4108,3062,2139,2505,1378,1259,840,198,678,4868,29,22
1116,3267,779,1498,673,218,99,3802,776,1080,465,592,323,192,148,10,216,1171,107,22
1117,10499,1938,3561,2588,1510,902,13241,4695,1994,880,1377,928,965,728,279,1395,2557,125,22
1118,20717,4352,8433,4668,2084,1180,24768,3904,5182,2854,3730,2323,2559,1447,563,2206,8023,53,22
1119,14532,2303,6462,3734,1435,598,17357,2394,3162,1678,2397,1831,2024,1465,351,2055,4959,93,22
1120,15688,2850,6640,4872,924,402,18274,4257,3825,1722,2891,1193,1591,1150,558,1087,4828,43,22
1121,305277,46219,95837,86376,51200,25645,356712,48525,53783,33955,53142,42601,44251,30306,11573,38576,95744,51,22
1122,24302,3713,9805,6819,2804,1161,29207,5122,5162,2745,4408,2367,3812,2046,879,2666,9104,11,22
1123,9614,1488,4079,2857,751,439,11253,1802,2249,1190,1787,1209,1233,699,252,832,3089,13,22
1124,82058,9166,23519,28295,13583,7495,99038,13164,15334,8651,15501,10767,12378,8257,3914,11072,31671,15,22
1125,4718,935,1794,1422,469,98,5565,946,642,483,859,650,601,474,141,769,1579,23,22
1126,14115,2696,6063,3654,1236,466,16483,4444,2873,1437,2057,1270,1561,1185,576,1080,3707,37,22
1127,28678,4542,10706,8734,3382,1314,34574,5824,5954,2818,4654,3885,4902,2568,1058,2911,10896,95,22
1128,15233,2705,5533,4059,2074,862,18176,3390,2964,1517,2248,1794,2102,1414,634,2113,6143,75,22
1129,100338,14474,34098,27360,16303,8103,123407,25543,21622,12620,17419,12998,12426,8200,2796,9783,39578,73,22
1130,86803,13324,32164,23882,11153,6280,104607,15747,19728,11180,15559,11595,12643,7427,2694,8034,33101,79,22
1131,31449,7373,12914,7324,2511,1327,37269,7049,8620,4094,6093,3429,3523,1839,702,1920,11188,117,22
1132,53648,12632,22753,11009,4940,2314,64590,11734,13762,7989,10545,6169,5506,3778,1366,3741,22704,97,22
1133,82990,14907,30065,21519,11679,4820,102103,13849,21919,10285,14159,10355,11732,8408,2578,8818,31746,105,22
1134,40193,8984,16381,9924,3350,1554,48650,7943,10372,5292,7020,5105,4833,3044,1251,3790,16697,1,22
1135,35118,7104,17188,7092,2649,1085,41995,6725,8067,4187,6005,4726,5131,3389,1034,2731,12886,101,22
1136,7731,1777,3463,1567,550,374,9032,1985,1603,967,1570,664,752,606,156,729,2665,123,22
1137,169108,17681,43843,52554,35597,19433,199367,26348,31960,15926,26343,20591,22276,17509,7907,30507,60883,103,22
1138,15586,2216,7257,4123,1393,597,18301,3612,3111,2134,2702,1877,2190,1208,355,1112,5059,111,22
1139,6804,1572,2909,1482,575,266,8053,1622,1618,1248,1144,691,609,364,310,447,2314,21,22
1140,167590,22635,55599,49195,25380,14781,200090,31115,37062,21611,30226,21037,22100,14462,5764,16713,60745,17,22
1141,4819,1422,1892,1034,359,112,6122,1898,1179,791,1086,506,326,125,26,185,1325,35,22
1142,76658,8927,25995,20615,14763,6358,91996,13108,13140,7524,9567,8290,11582,9114,3899,15772,32614,5,22
1143,157351,20517,45551,41279,34741,15263,190556,26173,31724,16509,26801,19985,21832,16257,7095,24180,56698,55,22
1144,21672,5640,8317,4922,2082,711,26676,4884,5581,3595,4586,2431,2266,1371,672,1290,8584,39,22
1145,47244,10138,20552,10559,4234,1761,57205,9181,10352,5900,9116,6491,6175,3688,1565,4737,19411,45,22
1146,25668,3039,6879,6460,5403,3887,39535,7170,10731,3760,5213,3044,3022,2634,912,3049,9538,61,22
1147,29010,5302,11357,8851,2776,724,34694,6701,5644,3587,5003,3675,4034,2763,1072,2215,12120,87,22
1148,7212,1738,3122,1545,410,397,8547,1665,2101,944,1111,697,832,426,282,489,2346,91,22
1149,27475,5137,10815,7276,3068,1179,32444,5211,6643,4378,5890,3237,3116,1745,598,1626,9176,119,22
1150,17048,2919,6385,4320,2304,1120,20319,2805,3138,1740,2396,2196,2606,2108,986,2344,6200,121,22
1151,18322,3184,7755,4903,1655,825,21661,3588,4041,2111,3299,2341,2088,1731,655,1807,6627,31,22
