,B06009_001E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06010_001E,B06010_002E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B09010_001E,us
0,216271644.0,27437114.0,59093612.0,62853315.0,41377068.0,25510535.0,259992659.0,35556133.0,41824672.0,22623950.0,36003301.0,28542281.0,30968277.0,21795300.0,9190131.0,33488614.0,73392369.0,1
